dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,20.816758,18.694084,15.292856,7.736290,1.876735,17.070505,3.351010,1.594087,0.157921,1.426835,1.815918,12.732229
cuda,AlbertForQuestionAnswering,4,17.460405,15.378587,11.896725,4.417671,1.846624,7.480430,3.587886,1.336820,0.154871,1.013752,1.415659,6.017654
cuda,BartForCausalLM,4,24.303839,20.941415,17.181420,8.888355,2.385860,13.811041,3.894638,1.897323,0.352899,2.209475,2.527113,9.633887
cuda,BartForConditionalGeneration,2,53.840368,44.997379,41.530266,19.150465,6.369440,26.145059,11.711837,4.905087,1.462235,0.855681,1.249170,14.534309
cuda,BertForMaskedLM,16,26.932921,22.694957,18.832303,9.860577,2.230355,16.689333,4.532223,1.977516,0.345376,0.558871,6.026723,9.743262
cuda,BertForQuestionAnswering,16,23.477922,19.139332,15.451532,6.314468,2.256430,9.563835,4.588355,1.993426,0.344452,0.219658,5.670782,5.848265
cuda,BlenderbotSmallForCausalLM,64,16.806692,14.457452,10.663098,4.703331,1.469866,8.758662,2.566945,1.328076,0.204666,2.731969,8.339028,2.458230
cuda,BlenderbotSmallForConditionalGeneration,64,36.545758,31.030894,27.217054,12.674620,3.958164,17.647634,7.544943,3.250508,0.750491,1.934446,1.969389,11.071938
cuda,CamemBert,16,24.726891,20.403596,16.521281,7.466635,2.270504,12.851422,4.575717,1.984297,0.345999,0.556602,4.953801,8.333438
cuda,DebertaForMaskedLM,4,29.028031,23.759282,20.057077,12.243815,2.201190,19.933215,4.278849,2.134217,0.317248,14.736438,2.061028,24.818513
cuda,DebertaForQuestionAnswering,8,28.880806,23.611153,19.956054,12.117590,2.168967,17.930495,4.255019,2.141526,0.321871,16.058964,2.604679,24.233287
cuda,DebertaV2ForMaskedLM,1,48.866900,37.207603,33.423669,17.872887,3.838339,24.913635,6.148160,3.340823,0.620680,34.312882,1.897482,45.577106
cuda,DebertaV2ForQuestionAnswering,2,43.810569,32.150192,28.763430,13.137498,4.351860,19.947492,7.280680,3.889009,0.642746,35.524612,47.084883
cuda,DistilBertForMaskedLM,128,16.165357,14.455306,10.981025,6.212982,1.372372,10.563682,2.216692,1.054398,0.145684,1.403766,4.023939,7.189558
cuda,DistilBertForQuestionAnswering,256,15.837983,14.147492,10.685198,6.022753,1.344412,9.073000,2.210912,1.071269,0.141648,0.804332,3.016587,5.262011
cuda,DistillGPT2,16,15.487680,13.863945,10.202754,5.993857,1.236794,9.285653,2.252296,0.977585,0.132498,0.868925,1.925092,5.459040
cuda,ElectraForCausalLM,32,30.658360,26.360695,22.666305,13.689611,2.270998,23.279651,4.734701,2.020417,0.346028,0.984600,8.266126,12.968863
cuda,ElectraForQuestionAnswering,64,27.761966,23.463440,19.741804,10.677151,2.247844,17.904690,4.597658,1.977997,0.351454,0.222918,6.237209,9.820781
cuda,GPT2ForSequenceClassification,4,22.712931,19.683053,15.701769,7.927480,2.643834,11.285093,3.891536,1.762265,0.301769,0.400439,1.241280,6.510765
cuda,LayoutLMForMaskedLM,16,27.486040,23.259272,19.888742,10.641505,2.597775,14.603256,4.520440,2.066282,0.356212,2.260707,6.026395,8.950061
cuda,LayoutLMForSequenceClassification,16,23.143764,18.971835,15.602556,6.518435,2.510426,10.822942,4.440286,2.042915,0.347966,4.208076,7.701395,11.151031
cuda,M2M100ForConditionalGeneration,16,53.485349,44.788796,41.244789,19.746561,6.279779,30.000022,10.391503,4.931352,1.023971,4.589272,11.742394,21.427200
cuda,MBartForCausalLM,4,25.028364,21.597620,18.159423,9.464593,2.376663,13.013590,4.438867,2.034174,0.377741,2.021930,2.191520,8.071429
cuda,MBartForConditionalGeneration,2,52.724086,44.043145,40.602256,17.971336,6.579626,26.400397,12.255729,5.072741,1.610028,0.540076,0.720752,15.870564
cuda,MT5ForConditionalGeneration,16,42.635524,36.916975,33.451434,18.834552,4.259246,27.800611,6.335665,2.837841,0.454849,4.267166,34.270105,17.705761
cuda,MegatronBertForCausalLM,4,44.002290,35.303423,32.020111,14.126927,5.325130,22.849435,9.890081,4.032711,1.033013,1.616243,11.622051,15.915514
cuda,MegatronBertForQuestionAnswering,8,46.067888,37.527124,34.220953,16.529758,5.260844,24.236492,9.742178,3.966420,1.048383,1.864184,9.895670,15.085116
cuda,MobileBertForMaskedLM,64,65.584627,51.758311,48.336134,16.137673,5.402359,35.405022,14.873242,6.528383,4.137948,3.565811,24.100052,28.621950
cuda,MobileBertForQuestionAnswering,128,63.650484,50.444265,47.123364,16.531173,5.414735,35.255549,14.947328,6.527238,4.305346,3.139301,16.504671,27.671560
cuda,OPTForCausalLM,2,23.879353,20.638170,17.193869,8.940829,2.485697,13.377305,4.676189,2.076916,0.336613,2.406921,3.286812,9.445811
cuda,PLBartForCausalLM,8,16.042683,14.132349,10.909501,6.046880,1.172215,9.492653,2.209708,1.026322,0.142291,1.301414,1.545183,5.982655
cuda,PLBartForConditionalGeneration,4,29.620883,25.413353,21.915116,10.156873,3.263408,15.592591,5.748071,2.610726,0.549091,2.584470,2.814827,11.445007
cuda,PegasusForCausalLM,32,23.238367,19.755146,16.463157,8.010758,2.638210,12.813870,4.158131,2.009704,0.376282,2.682868,2.511352,10.249777
cuda,PegasusForConditionalGeneration,32,39.541695,35.040058,31.552676,11.207233,4.840614,19.520587,9.597625,4.400445,1.001506,1.988119,0.651549,15.409374
cuda,RobertaForCausalLM,16,24.971310,20.639163,17.210941,8.098615,2.286766,11.357280,4.690830,2.036422,0.344990,0.572133,5.352440,6.239113
cuda,RobertaForQuestionAnswering,16,22.009657,17.735902,14.395710,5.373609,2.243715,7.719023,4.502459,1.970624,0.339661,0.200205,4.608004,4.909606
cuda,Speech2Text2ForCausalLM,256,15.911874,14.041195,10.817182,6.664693,0.986589,11.068940,1.961493,0.996608,0.146565,1.478704,1.349158,6.929570
cuda,T5ForConditionalGeneration,4,32.304463,28.290088,25.044883,14.983031,2.610387,21.904990,4.728882,2.068576,0.301965,3.033122,9.178656,12.711148
cuda,T5Small,4,23.255460,19.265270,16.026761,5.993683,2.621414,8.389310,4.747243,2.083057,0.306249,2.984177,9.179206,8.145659
cuda,TrOCRForCausalLM,32,23.791512,20.361470,16.926672,8.450428,2.379572,13.096928,3.986957,1.937130,0.350616,1.273605,1.377069,8.418090
cuda,XGLMForCausalLM,8,45.484962,38.899988,35.642196,17.543821,5.103488,27.829911,9.842155,4.094657,1.073620,4.175233,32.933813,19.823321
cuda,YituTechConvBert,16,38.773400,32.692391,28.455317,14.929680,4.723024,23.629027,6.998972,3.238098,0.594456,1.105763,13.300962,14.712432
