dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,3.0419,166.0205,0.9046
cuda,Background_Matting,4,1.2035,96.6610,0.9231
cuda,LearningToPaint,96,1.7187,50.6447,0.7209
cuda,Super_SloMo,6,1.2673,75.8715,1.1440
cuda,alexnet,128,1.1623,17.8081,0.7421
cuda,attention_is_all_you_need_pytorch,256,1.4622,245.7101,1.0226
cuda,dcgan,32,2.2372,11.7716,0.8357
cuda,demucs,4,1.0011,0.4104,1.0002
cuda,densenet121,4,2.1061,281.8046,0.8656
cuda,dlrm,2048,1.6976,14.6107,0.9197
cuda,drq,1,2.6480,15.2702,0.6745
cuda,fastNLP_Bert,6,1.4113,125.2444,0.8552
cuda,functorch_dp_cifar10,64,4.3509,59.8412,0.4180
cuda,hf_Albert,8,2.3662,67.1172,1.1506
cuda,hf_Bart,4,1.6563,119.2325,0.7954
cuda,hf_Bert,4,1.7822,56.9340,0.8214
cuda,hf_BigBird,2,0.9465,54.2475,0.7830
cuda,hf_DistilBert,8,1.4476,36.9466,0.8401
cuda,hf_GPT2,4,1.8201,112.3457,0.9603
cuda,hf_GPT2_large,0,0.0000
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1568,59.6430,0.3773
cuda,hf_T5,8,2.1204,163.9258,0.8890
cuda,hf_T5_large,2,2.0304,1138.2323,0.8315
cuda,lennard_jones,1000,1.7250,3.9242,0.5638
cuda,mnasnet1_0,32,2.3567,127.2508,0.7544
cuda,mobilenet_v2,96,1.5211,101.9189,1.0088
cuda,mobilenet_v3_large,32,2.7088,117.9010,0.7998
cuda,moco,32,1.5912,229.5665,0.9225
cuda,nvidia_deeprecommender,256,0.8615,10.1187,0.6863
cuda,pytorch_CycleGAN_and_pix2pix,1,2.4864,22.7579,0.8413
cuda,pytorch_stargan,16,1.2995,131.4652,0.7736
cuda,pytorch_struct,200,1.9112,98.8465,0.7022
cuda,pytorch_unet,1,1.3424,39.1672,0.8648
cuda,resnet18,16,2.4905,57.8148,0.5932
cuda,resnet50,32,1.6309,17.6838,0.8643
cuda,resnext50_32x4d,8,3.0946,82.2817,0.7591
cuda,shufflenet_v2_x1_0,128,1.6170,97.7484,0.8567
cuda,soft_actor_critic,256,1.5566,5.6198,0.6568
cuda,speech_transformer,32,3.5125,241.0856,0.7404
cuda,squeezenet1_1,32,2.3111,25.4292,0.8607
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,2.0283,108.4387,1.2825
cuda,timm_nfnet,128,1.5134,102.5227,1.0936
cuda,timm_regnet,32,1.2730,102.9647,0.9263
cuda,timm_resnest,32,1.8535,191.0158,0.9221
cuda,timm_vision_transformer,8,2.8253,178.8690,0.7260
cuda,timm_vision_transformer_large,8,1.1056,173.4861,0.7080
cuda,timm_vovnet,32,1.2420,99.3942,0.8308
cuda,tts_angular,64,1.0174,2.3962,0.9992
cuda,vgg16,64,1.2579,18.6156,0.7400
cuda,yolov3,0,0.0000
