,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.09x,1.00x,1.00x
aot_nvfuser,aot_nvfuser,1.16x,0.0x,1.19x
inductor,inductor,1.74x,2.10x,1.47x
