,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,1.00x,1.00x
aot_eager,aot_eager,0.86x,0.86x,0.88x
aot_cudagraphs,aot_cudagraphs,0.41x,0.34x,0.19x
aot_nvfuser,aot_nvfuser,0.86x,0.0x,0.85x
inductor,inductor,0.83x,0.81x,0.97x
