dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.258255,33.410089,29.547617,17.151534,5.625697,26.344346,9.451177,5.128062,0.593789,96.775731,15.188025
cuda,beit_base_patch16_224,64,22.609209,18.688393,14.664004,8.798407,2.146612,13.879807,3.742389,2.232304,0.277333,3.247418,7.390606
cuda,botnet26t_256,128,26.149095,23.174819,19.040980,14.187136,2.940232,21.142412,5.961454,2.758835,0.147982,52.442654,10.041149
cuda,cait_m36_384,4,56.820049,43.223113,40.146275,18.292017,6.125077,35.927928,16.067414,7.701708,2.170346,21.051757,24.886298
cuda,coat_lite_mini,128,26.474336,22.677652,19.523451,13.372638,2.907647,25.754482,7.730269,3.188339,0.239540,43.809519,15.448829
cuda,convit_base,64,23.619401,19.647117,16.460231,9.725614,2.162303,19.210334,5.371139,2.492963,0.292363,9.026798,11.829756
cuda,convmixer_768_32,32,20.150412,18.527944,15.302068,6.502774,2.890743,11.633218,3.649122,2.120941,0.318940,8.273682,2.796223
cuda,convnext_base,64,27.221452,20.659790,17.609239,9.710829,3.680361,18.732905,5.824662,2.942176,0.510697,12.987835,12.938889
cuda,crossvit_9_240,128,31.584867,25.533323,22.148992,11.738912,3.374015,25.094969,7.487299,3.631790,0.461981,33.859308,16.991633
cuda,cspdarknet53,64,29.750366,23.754549,20.666840,11.300269,4.032890,17.309627,5.000645,2.666996,0.334095,53.185097,10.313097
cuda,deit_base_distilled_patch16_224,64,20.954467,17.658311,13.743661,8.240948,1.643938,25.371771,4.069018,1.924657,0.239659,3.802891,18.918478
cuda,dla102,128,37.935325,30.876365,27.859550,14.458700,5.180772,21.833617,7.746483,3.831143,0.578486,36.957415,12.960535
cuda,dm_nfnet_f0,128,26.930827,20.599310,17.522512,8.550964,3.860691,16.800264,5.474787,2.308387,0.289519,30.055889,12.362573
cuda,dpn107,32,46.130126,36.681561,33.401566,17.326329,5.531167,26.634105,8.031259,4.743263,0.582192,29.126503,15.601594
cuda,eca_botnext26ts_256,128,26.218169,23.123181,19.939211,14.167942,2.832861,21.313709,6.437701,2.550026,0.169053,57.218035,10.330578
cuda,ese_vovnet19b_dw,128,18.526254,16.065497,11.851633,8.417521,2.036952,13.686428,3.456278,1.631806,0.124876,46.718582,7.412078
cuda,fbnetc_100,128,29.947383,24.695564,20.598621,12.637538,3.802112,18.562407,4.669749,2.568462,0.313825,89.836539,9.974753
cuda,fbnetv3_b,128,45.990981,37.408644,33.292023,18.226337,5.996470,27.510797,9.120723,4.359521,0.662719,101.832074,16.777684
cuda,gernet_l,128,24.539663,19.748754,15.804339,8.642276,2.908874,13.560723,3.295475,1.928774,0.242264,46.647449,8.040113
cuda,ghostnet_100,128,42.117689,34.155510,30.064349,17.803879,5.296199,29.748584,8.755658,4.274757,0.504308,164.518763,17.645800
cuda,gluon_inception_v3,128,39.587089,33.672933,29.589649,17.318633,5.885615,26.812763,9.715500,5.086340,0.595532,95.713289,15.788090
cuda,gluon_xception65,32,41.782698,33.618683,30.544139,14.257543,6.032011,20.409735,7.563158,3.677494,0.738033,29.758563,13.154688
cuda,gmixer_24_224,128,27.438593,21.477020,18.300329,9.345580,2.749534,17.119938,5.597137,3.018971,0.408165,6.824442,11.030310
cuda,gmlp_s16_224,128,28.369797,22.443903,19.273463,10.246933,2.895947,19.291597,6.211576,3.178512,0.437365,12.119671,12.187101
cuda,hrnet_w18,128,99.229510,90.614932,87.397411,41.537108,18.244406,58.463673,28.373703,12.404487,4.978687,90.475184,36.453071
cuda,inception_v3,128,38.591515,32.427804,29.368039,17.266188,5.658563,26.529367,9.426346,5.131019,0.592582,99.318135,15.286183
cuda,jx_nest_base,32,38.042450,30.576537,26.464815,15.523692,4.868288,29.014784,10.953980,4.322862,0.622504,23.505059,18.709814
cuda,lcnet_050,128,18.223594,15.900328,12.669652,8.222256,2.033898,12.857207,3.043631,1.780339,0.131420,68.349790,6.796674
cuda,mixer_b16_224,128,19.185533,16.100149,11.992762,7.441737,1.637455,12.631073,2.254728,1.324601,0.150294,5.838990,6.946048
cuda,mixnet_l,128,40.514080,31.507334,28.066580,15.996112,4.592725,25.718470,6.666795,4.804991,0.543901,94.525437,14.645972
cuda,mnasnet_100,128,25.240673,21.133848,17.678839,11.248194,2.578823,17.172350,4.071415,2.122887,0.224893,82.419444,8.948118
cuda,mobilenetv2_100,128,26.462732,22.237059,18.766925,11.919285,2.962177,17.596610,4.315305,2.392585,0.241339,92.028630,8.845452
cuda,mobilenetv3_large_100,128,27.553953,23.221579,19.805429,12.691329,3.509094,20.154372,4.518711,2.705405,0.259519,124.670112,11.179530
cuda,mobilevit_s,64,37.202723,31.686573,28.386682,19.626709,4.457603,36.610273,14.212484,6.175025,0.399416,98.727715,21.692989
cuda,nfnet_l0,128,25.564098,20.415205,16.906689,8.612619,3.156172,16.793914,5.175072,2.318585,0.288141,39.078761,11.557113
