dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,4.802311,0.000203
cuda,Background_Matting,4,3.392586,0.000105
cuda,LearningToPaint,96,1.369944,0.000095
cuda,Super_SloMo,6,3.028498,0.000158
cuda,alexnet,128,0.484161,0.000062
cuda,attention_is_all_you_need_pytorch,256,4.347834,0.000205
cuda,dcgan,32,0.416130,0.000075
cuda,demucs,4,1.470281,0.000181
cuda,densenet121,4,7.288587,0.000168
cuda,dlrm,1024,0.358807,0.000073
cuda,drq,1,0.639800,0.000093
cuda,fastNLP_Bert,6,4.943034,0.000366
cuda,functorch_dp_cifar10,64,1.185078,0.000076
cuda,hf_Albert,8,2.467987,0.000181
cuda,hf_Bart,4,10.214245,0.000482
cuda,hf_Bert,4,4.988879,0.000172
cuda,hf_Bert_large,4,10.049523,0.000235
cuda,hf_BigBird,2,12.557043,0.002471
cuda,hf_DistilBert,8,2.338056,0.000109
cuda,hf_GPT2,4,4.582946,0.000242
cuda,hf_GPT2_large,4,14.239774,0.000706
cuda,hf_Longformer,2,11.028299,0.004249
cuda,hf_Reformer,4,4.016080,0.001218
cuda,hf_T5,8,5.297479,0.000263
cuda,hf_T5_large,2,25.100250,0.001113
cuda,lennard_jones,1000,0.378605,0.000054
cuda,mnasnet1_0,32,3.052261,0.000095
cuda,mobilenet_v2,96,3.140179,0.000108
cuda,mobilenet_v3_large,32,3.388154,0.000174
cuda,moco,32,27.345620,0.796276
cuda,nvidia_deeprecommender,256,0.484179,0.000061
cuda,phlippe_densenet,128,3.182164,0.000117
cuda,phlippe_resnet,128,1.313472,0.000087
cuda,pytorch_CycleGAN_and_pix2pix,1,1.161944,0.000100
cuda,pytorch_stargan,16,1.210992,0.000084
cuda,pytorch_struct,200,0.721506,0.000084
cuda,pytorch_unet,1,1.578861,0.000088
cuda,resnet152,32,8.960461,0.000189
cuda,resnet18,16,1.318187,0.000080
cuda,resnet50,32,3.118176,0.000098
cuda,resnext50_32x4d,8,3.165916,0.000108
cuda,shufflenet_v2_x1_0,128,3.402169,0.000133
cuda,soft_actor_critic,256,0.414323,0.000084
cuda,speech_transformer,32,5.875585,0.000472
cuda,squeezenet1_1,32,1.028449,0.000089
cuda,timm_efficientnet,32,4.744349,0.000337
cuda,timm_nfnet,128,5.826155,0.000278
cuda,timm_regnet,32,6.416578,0.000413
cuda,timm_resnest,32,1.750384,0.000125
cuda,timm_vision_transformer,32,3.270879,0.000163
cuda,timm_vision_transformer_large,32,10.111802,0.000440
cuda,timm_vovnet,32,3.477314,0.000261
cuda,tts_angular,64,0.429833,0.000100
cuda,vgg16,64,0.714557,0.000063
cuda,yolov3,16,4.935607,0.000141
