dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,51.418329,45.803732,41.607748,26.319109,6.134314,38.742836,10.883706,5.686787,0.664004,48.545719,105.419791,67.569298
cuda,beit_base_patch16_224,64,34.599231,30.825366,25.623808,17.484174,6.591128,23.484392,4.622160,2.783829,0.323734,0.926525,3.265946,13.730273
cuda,botnet26t_256,128,35.765216,33.079387,27.747615,21.776046,4.197403,32.017652,6.541990,3.129602,0.169380,27.587213,51.840623,42.199033
cuda,cait_m36_384,4,86.282183,69.727587,65.067273,36.964978,25.545355,49.110463,18.108067,9.524980,2.502444,9.067004,22.910875,48.213396
cuda,coat_lite_mini,128,39.683306,36.625227,31.984972,24.834179,7.991162,41.097613,7.952431,3.697448,0.272218,15.879642,45.240320,40.342685
cuda,convit_base,64,35.500307,32.056195,27.015642,18.611237,8.721509,27.460493,6.110695,2.977135,0.341539,5.673411,9.172354,23.473377
cuda,convmixer_768_32,32,24.878910,23.242778,18.184204,8.344894,3.324440,16.229810,3.583157,2.085166,0.328373,3.963274,15.708390,3.137703
cuda,convnext_base,64,42.153373,35.273956,30.736546,20.269046,8.871143,33.111279,7.244575,3.704217,0.614840,14.076056,31.979927,36.128574
cuda,crossvit_9_240,128,48.031913,42.742553,36.537975,23.991768,12.136772,38.636805,9.121412,4.384197,0.548043,19.738830,34.771861,47.087292
cuda,cspdarknet53,64,40.637840,35.364315,30.069873,18.535493,4.482586,27.533041,5.706148,3.048859,0.384009,27.596850,57.838299,41.415712
cuda,deit_base_distilled_patch16_224,64,30.681545,27.807104,23.296733,16.452634,6.404721,28.181102,4.696416,2.296870,0.277638,2.484432,3.794685,20.803582
cuda,dla102,128,51.677110,45.491611,40.779737,23.355683,5.654233,33.672148,9.318577,4.496805,0.662239,18.584194,41.659492,35.348575
cuda,dm_nfnet_f0,128,36.980584,31.065474,26.438658,15.682226,4.595906,26.522123,6.441051,2.790332,0.347869,24.982358,30.774382,40.729252
cuda,dpn107,32,63.097293,54.188809,49.551039,30.031493,6.257537,43.187901,9.529588,5.015650,0.661227,17.014042,30.854410,37.362343
cuda,eca_botnext26ts_256,128,37.081316,34.229635,28.843267,22.244007,4.741726,32.827775,6.602479,3.115826,0.186844,31.378532,55.324236,46.906483
cuda,ese_vovnet19b_dw,128,24.205816,22.040843,17.891671,13.713724,1.976795,21.565081,3.787164,1.804310,0.146498,30.595025,54.919647,40.551712
cuda,fbnetc_100,128,38.751623,34.386935,30.145631,20.334374,3.911896,29.558453,5.718421,2.973101,0.353732,45.446413,98.221497,58.879467
cuda,fbnetv3_b,128,59.818976,52.020060,47.297858,28.759578,6.800112,41.165095,10.413321,5.046327,0.741297,56.282140,108.875000,76.374533
cuda,gernet_l,128,32.004360,27.720651,23.091341,14.481568,3.281274,21.473551,3.514036,2.212301,0.279715,26.241723,50.083157,36.776636
cuda,ghostnet_100,128,56.811924,49.695038,45.117293,30.277011,5.576396,47.658502,9.630568,4.800786,0.569050,92.005036,171.452491,115.402875
cuda,gluon_inception_v3,128,51.919350,46.424118,41.667835,26.698089,6.116212,39.254024,10.637985,5.635360,0.665020,46.682810,104.370090,65.816434
cuda,gluon_xception65,32,55.668832,47.965683,43.288995,23.025142,7.485483,30.469401,9.012492,4.543180,0.827316,17.177988,34.440713,32.725256
cuda,gmixer_24_224,128,41.886943,35.989319,31.387189,19.722856,8.855170,28.142223,7.047191,3.736842,0.496939,0.223458,6.914720,17.818683
cuda,gmlp_s16_224,128,42.354230,36.360559,31.777276,20.479991,8.807769,31.526329,7.423702,4.134081,0.536948,0.229174,13.070153,20.412963
cuda,hrnet_w18,128,109.738716,101.362351,96.717554,45.946257,17.909300,67.708621,27.625336,12.280665,5.010283,44.119013,91.480531,85.813807
cuda,inception_v3,128,52.703044,47.192025,42.533732,27.585757,6.229200,40.336743,10.771146,5.672256,0.757928,46.310135,102.822644,65.746327
cuda,jx_nest_base,32,50.833332,44.619471,40.010506,26.779423,13.346883,40.669260,12.372337,5.400181,0.720508,12.788614,24.731322,40.436070
cuda,lcnet_050,128,26.817130,24.769258,20.272835,14.647442,2.287226,22.073225,3.358650,1.690723,0.150620,43.896752,75.409945,53.762332
cuda,mixer_b16_224,128,26.843617,24.331603,19.869460,14.098266,4.674114,21.553626,2.723980,1.873065,0.189206,0.169881,5.975689,12.626895
cuda,mixnet_l,128,53.749582,45.946724,41.323385,27.007862,4.962584,41.613906,8.452550,4.667718,0.627270,65.382406,102.882958,85.360771
cuda,mnasnet_100,128,35.061224,31.595582,27.074582,19.046627,2.937721,28.679887,4.617681,2.411390,0.257463,43.374810,89.838465,56.183565
cuda,mobilenetv2_100,128,35.634489,32.154517,27.594289,19.079729,3.046345,28.327957,4.725755,2.387667,0.279011,45.042023,96.860848,57.594841
cuda,mobilenetv3_large_100,128,38.982037,35.279965,30.770418,21.785808,3.425486,33.354126,5.668352,2.809388,0.303413,68.906832,123.434932,84.160505
cuda,mobilevit_s,64,50.109262,45.326140,40.636385,30.063289,9.783458,48.250915,14.838170,6.839442,0.445530,56.106118,103.828195,84.621356
cuda,nfnet_l0,128,34.823722,29.944461,25.291250,15.226471,3.886668,25.834638,6.249168,2.787396,0.348333,31.507105,41.241904,46.281361
cuda,pit_b_224,64,32.889869,29.653662,25.176612,17.608733,8.629114,25.148548,5.366427,2.463488,0.309776,0.200375,11.736784,16.580783
cuda,pnasnet5large,16,79.828005,72.013145,67.413654,34.384444,11.070187,55.076107,21.755279,9.996522,1.998952,27.285359,49.817339,59.969662
