dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,38.467953,34.713949,30.117108,17.747715,4.582956,27.728552,9.169499,4.806507,0.572705,44.744500,98.279187,59.672031
cuda,beit_base_patch16_224,64,21.621061,19.160437,14.716687,9.453865,1.476763,15.779267,3.339782,1.764237,0.244204,0.744082,2.886493,8.690825
cuda,botnet26t_256,128,26.082704,23.920772,19.557222,14.719523,2.296518,21.924962,5.830194,2.395859,0.131754,27.733046,54.563256,37.372324
cuda,coat_lite_mini,128,25.346757,23.136999,18.761073,13.392467,2.058504,26.555178,6.796518,2.714944,0.216921,13.380815,39.067804,28.742147
cuda,convit_base,64,23.277666,20.935837,16.633564,10.539902,1.869678,19.240250,4.653839,2.161776,0.274753,5.991678,9.105749,16.724577
cuda,convmixer_768_32,32,21.914894,20.460465,15.928108,7.475121,2.818023,13.266022,2.599457,1.994058,0.276535,3.140593,11.992813,2.378073
cuda,convnext_base,64,24.479275,20.147094,16.590433,9.929543,2.928446,21.120511,4.682117,2.451199,0.456439,10.297478,15.233624,24.620239
cuda,crossvit_9_240,128,28.839611,25.413727,21.076249,12.183717,2.543402,25.121108,6.157818,3.033457,0.391190,21.753649,32.976615,37.462499
cuda,cspdarknet53,64,26.178584,22.076272,19.192700,10.353841,3.085312,16.344936,4.205502,2.739424,0.355190,23.432362,52.253738,32.762145
cuda,deit_base_distilled_patch16_224,64,20.026170,18.085439,13.683211,9.125862,1.228405,16.629680,2.746272,1.507625,0.200869,2.600717,3.762437,11.457831
cuda,dla102,128,36.323608,32.187701,28.234024,14.512337,4.771556,22.105116,7.207017,3.540605,0.550720,17.393171,39.021541,30.161261
cuda,dm_nfnet_f0,128,25.376732,20.959691,17.328460,8.799164,3.474593,17.596678,4.670430,2.103737,0.266433,20.802846,25.831806,33.298730
cuda,dpn107,32,44.200066,37.431926,33.630633,17.318522,5.357240,26.901689,7.298364,4.022756,0.544828,14.149786,27.205706,29.541521
cuda,eca_botnext26ts_256,128,27.985535,25.660609,21.171547,15.686705,2.815791,22.630633,5.823478,2.680177,0.154752,31.767631,61.035476,41.686283
cuda,ese_vovnet19b_dw,128,17.548533,15.793517,12.251782,8.828429,1.511186,14.696849,2.949859,1.462142,0.109691,26.609861,47.768539,34.087326
cuda,fbnetc_100,128,27.358637,24.031581,20.478711,12.569275,3.108647,19.344127,4.012696,2.532384,0.283298,43.303192,95.673041,53.417786
cuda,fbnetv3_b,128,40.367112,34.784427,31.301460,17.121425,5.397950,26.589713,7.698041,3.801187,0.643127,54.022809,104.978437,69.284264
cuda,gernet_l,128,23.453477,19.854364,16.481025,9.001011,2.374932,13.668501,2.896857,1.721192,0.225202,20.163317,39.687069,27.408813
cuda,ghostnet_100,128,39.673107,34.271226,30.513535,17.828640,4.224000,30.029312,7.616454,4.199995,0.479685,96.362813,174.395132,113.132336
cuda,gluon_inception_v3,128,37.417892,33.729579,30.190093,17.279885,4.658859,27.169238,9.025739,4.807093,0.572782,44.716645,100.016689,59.617106
cuda,gluon_xception65,32,39.045864,34.224973,30.817651,14.445722,5.376730,20.777586,6.638162,3.215453,0.700480,16.200805,33.031051,28.387783
cuda,gmixer_24_224,128,24.440795,21.057083,17.508423,9.433981,1.986941,17.953646,5.232156,2.545783,0.397969,0.192281,6.064810,10.902049
cuda,gmlp_s16_224,128,25.770767,22.382317,18.906056,10.949667,2.231050,21.655218,5.223711,2.656373,0.383152,0.198469,12.045136,13.350881
cuda,hrnet_w18,128,96.285932,88.609452,85.092191,39.225222,16.526953,56.009323,23.907498,12.680262,4.937997,42.085291,87.781072,76.635053
cuda,inception_v3,128,37.799011,34.014049,30.255266,17.392837,4.586075,27.070446,8.971452,4.754777,0.569431,44.686593,99.613043,59.305197
cuda,jx_nest_base,32,32.630085,28.327202,24.912654,14.965264,3.443136,27.709004,8.922606,3.743661,0.573267,11.368217,19.438770,27.845762
cuda,lcnet_050,128,19.371660,17.750479,14.313178,9.662878,1.776268,15.393762,2.621174,1.614318,0.128819,34.494238,66.169520,42.117782
cuda,mixer_b16_224,128,16.899054,15.034614,11.676043,7.976423,1.152416,13.790236,1.985730,1.065415,0.140873,0.153090,5.139673,7.222604
cuda,mixnet_l,128,32.003332,26.137206,23.751957,13.058655,3.923103,20.183587,5.911872,3.431081,0.496456,62.220744,98.834690,73.565208
cuda,mnasnet_100,128,21.637421,18.962821,16.231586,9.877877,2.271883,14.781673,3.636088,1.897211,0.204439,37.940428,81.766500,45.297410
cuda,mobilenetv2_100,128,22.344368,19.684909,16.994030,10.324745,2.351515,15.373677,3.759391,1.890039,0.222418,45.083202,98.179229,52.672465
cuda,mobilenetv3_large_100,128,23.754569,21.013537,18.243761,11.698048,2.574919,18.787790,4.125194,2.142455,0.242765,66.822406,122.077519,76.877096
cuda,mobilevit_s,64,36.300289,32.793034,30.038162,22.105570,3.737777,35.797794,12.789773,6.113060,0.343289,54.391769,128.956288,72.048023
cuda,nfnet_l0,128,22.039400,18.490504,15.612551,7.801101,2.586297,15.901510,4.592700,2.027353,0.263642,29.823975,38.858275,40.716078
cuda,pit_b_224,64,19.417689,17.233030,14.332464,9.199235,1.496784,15.930343,3.728910,1.785613,0.222474,8.750470,11.970075,17.117986
cuda,pnasnet5large,16,66.287344,59.380165,56.518175,27.254333,10.123430,41.928953,18.246595,9.968195,1.868594,28.398186,50.399925,54.037695
cuda,poolformer_m36,64,35.046698,30.138093,27.252970,15.919931,5.529255,29.107373,13.810545,5.937346,0.566336,9.997027,24.886539,29.324685
cuda,regnety_002,128,21.734108,18.514827,15.720885,9.501032,2.279391,15.072223,3.358465,1.787558,0.231799,39.463344,67.522478,47.490995
cuda,repvgg_a2,128,22.058767,18.689368,15.953052,8.931692,2.423275,13.343781,3.203860,1.522098,0.205867,14.576977,27.149456,21.610892
cuda,res2net101_26w_4s,64,55.946386,49.426774,46.651849,22.160319,7.922907,31.684911,13.493564,6.517336,1.507892,27.874723,56.280146,45.993191
cuda,res2net50_14w_8s,128,51.069535,45.461209,42.593735,19.968641,6.795549,31.247804,12.725362,6.165668,1.224106,19.883816,36.374433,38.537702
cuda,res2next50,128,31.360850,28.154698,25.197420,13.387309,4.056201,20.821198,6.806761,3.564571,0.487806,16.529477,35.900537,28.349322
cuda,resmlp_12_224,128,13.605694,11.731141,8.955367,6.157643,0.853140,21.205699,1.793574,1.201939,0.127176,0.137870,7.227552,16.115829
