dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,38.111895,34.072846,29.740831,17.504325,4.846920,26.922482,8.526422,4.726522,0.562249,95.304547,14.606914
cuda,beit_base_patch16_224,64,21.568151,19.132356,14.762018,9.493867,1.490303,15.888030,3.323908,1.763474,0.241490,2.882087,8.026873
cuda,botnet26t_256,128,26.334699,24.191526,19.777905,14.969427,2.280415,22.402617,6.069369,2.391025,0.130801,53.841847,9.850070
cuda,cait_m36_384,4,46.784302,38.217524,35.364979,16.300975,5.762622,31.483478,12.474421,6.540076,1.973101,20.724562,21.463237
cuda,coat_lite_mini,128,22.812087,20.629370,17.739510,12.439926,2.294793,24.801632,6.793752,2.707735,0.211761,39.512338,14.797316
cuda,convit_base,64,23.281507,20.679432,16.425762,10.431458,2.105440,19.054346,4.413335,2.148711,0.261202,8.939292,10.890406
cuda,convmixer_768_32,32,21.780803,20.325892,15.946317,7.496223,2.769267,13.023065,2.586411,1.974047,0.268429,8.533713,2.834250
cuda,convnext_base,64,23.652845,19.422023,16.038990,9.466699,3.157896,20.358003,4.668196,2.444196,0.454762,15.302384,14.247763
cuda,crossvit_9_240,128,28.267004,24.443930,20.307909,11.574591,2.512669,24.575529,6.068022,2.992619,0.387734,32.740075,16.018128
cuda,cspdarknet53,64,29.038629,24.551846,20.446652,11.610810,3.069935,18.915487,4.444748,2.369593,0.324858,54.145303,10.622354
cuda,deit_base_distilled_patch16_224,64,17.247005,15.295102,12.185017,7.647000,1.219172,14.557721,2.730267,1.736668,0.196282,3.765052,8.251376
cuda,dla102,128,36.729614,32.593607,28.553583,14.840702,5.149724,22.711356,7.194016,3.525407,0.541214,38.340029,13.406412
