dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,4.964102,0.000242
cuda,Background_Matting,4,3.600372,0.000143
cuda,LearningToPaint,96,1.401030,0.000091
cuda,Super_SloMo,6,2.963995,0.000255
cuda,alexnet,128,0.485812,0.000073
cuda,attention_is_all_you_need_pytorch,256,4.434054,0.000219
cuda,dcgan,32,0.425742,0.000072
cuda,demucs,4,1.498111,0.000249
cuda,densenet121,4,7.742509,0.000215
cuda,dlrm,1024,0.376442,0.000084
cuda,drq,1,0.650197,0.000107
cuda,fastNLP_Bert,6,5.224569,0.000402
cuda,functorch_dp_cifar10,64,1.194557,0.000115
cuda,hf_Albert,8,2.537564,0.000199
cuda,hf_Bart,4,10.538724,0.000588
cuda,hf_Bert,4,5.107820,0.000198
cuda,hf_Bert_large,4,10.382508,0.000281
cuda,hf_BigBird,2,12.908821,0.003040
cuda,hf_DistilBert,8,2.387262,0.000141
cuda,hf_GPT2,4,4.864628,0.000325
cuda,hf_GPT2_large,4,15.266270,0.000710
cuda,hf_Longformer,2,11.269547,0.005387
cuda,hf_Reformer,4,4.088076,0.001449
cuda,hf_T5,8,5.661222,0.000306
cuda,hf_T5_large,2,26.951875,0.001132
cuda,lennard_jones,1000,0.386246,0.000064
cuda,mnasnet1_0,32,3.168610,0.000167
cuda,mobilenet_v2,96,3.155184,0.000118
cuda,mobilenet_v3_large,32,3.449876,0.000129
cuda,moco,32,27.695631,0.790052
cuda,nvidia_deeprecommender,256,0.486793,0.000078
cuda,phlippe_densenet,128,3.280057,0.000145
cuda,phlippe_resnet,128,1.398186,0.000120
cuda,pytorch_CycleGAN_and_pix2pix,1,1.203851,0.000098
cuda,pytorch_stargan,16,1.212959,0.000103
cuda,pytorch_struct,200,0.742154,0.000092
cuda,pytorch_unet,1,1.595133,0.000107
cuda,resnet152,32,9.275048,0.000242
cuda,resnet18,16,1.343679,0.000090
cuda,resnet50,32,3.219309,0.000118
cuda,resnext50_32x4d,8,3.218345,0.000129
cuda,shufflenet_v2_x1_0,128,3.454103,0.000151
cuda,soft_actor_critic,256,0.413815,0.000093
cuda,speech_transformer,32,6.000287,0.000612
cuda,squeezenet1_1,32,1.045457,0.000109
cuda,timm_efficientnet,32,5.000040,0.000378
cuda,timm_nfnet,128,6.172521,0.000300
cuda,timm_regnet,32,6.776944,0.000482
cuda,timm_resnest,32,1.851025,0.000124
cuda,timm_vision_transformer,32,3.304710,0.000197
cuda,timm_vision_transformer_large,32,10.449189,0.000436
cuda,timm_vovnet,32,3.623072,0.000329
cuda,tts_angular,64,0.442412,0.000113
cuda,vgg16,64,0.710379,0.000078
cuda,yolov3,16,5.057353,0.000170
