dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.040386,24.254482,20.790506,12.022125,3.018598,16.232646,4.184740,2.260971,0.319566,0.008780,26.472099,10.763954
cuda,Background_Matting,4,24.023582,20.688106,17.503816,10.584161,2.692907,16.585849,5.723219,2.993003,0.232356,0.002807,23.316834,11.480849
cuda,LearningToPaint,96,14.066416,12.647140,9.101000,6.288710,1.064704,9.891734,1.251289,0.723661,0.074185,0.002664,17.668842,5.810451
cuda,Super_SloMo,6,24.960254,22.018643,18.970274,12.046126,2.796033,16.651934,6.129437,2.728189,0.146325,9.652538,8.700870
cuda,alexnet,128,6.961713,6.461236,2.760263,2.351865,0.182402,5.851249,0.935956,0.323277,0.015292,0.002444,3.840437,3.334082
cuda,attention_is_all_you_need_pytorch,256,29.449642,25.129526,21.630099,12.620530,2.706455,18.046507,4.927933,2.308658,0.376620,0.002859,31.145074,11.700574
cuda,dcgan,32,6.066104,5.628369,2.619337,2.092524,0.349477,3.034465,0.208910,0.114772,0.012418,0.002500,1.511682
cuda,demucs,4,15.396163,13.872667,10.111100,9.054125,0.483583,13.950623,1.155826,0.668674,0.044339,0.002617,6.598420,5.853755
cuda,densenet121,4,56.771861,49.338741,45.260232,27.123618,7.135344,35.997066,13.863160,6.283065,0.702370,0.003492,38.335118,23.812702
cuda,drq,1,7.580247,6.891894,3.477004,2.986906,0.138118,4.640831,0.193366,0.112861,0.015983,0.002583,1.997264
cuda,fastNLP_Bert,6,30.363591,25.375957,22.584263,14.869611,2.234824,18.905909,4.323551,2.117495,0.313507,0.002920,6.633761,9.495229
cuda,functorch_dp_cifar10,64,12.799020,11.576302,8.634314,5.794057,1.388975,10.928867,2.376782,0.937941,0.066100,0.002593,21.970639,7.736883
cuda,hf_Albert,8,20.434204,17.881709,15.029555,8.117653,1.993578,12.017943,3.391558,1.512953,0.149704,0.002447,8.812200,8.556401
cuda,hf_Bart,4,41.052526,30.623941,27.573073,17.733367,2.920934,23.599288,4.548043,2.743916,0.287277,0.003454,3.715401,13.273250
cuda,hf_Bert,4,25.418808,20.429996,17.434138,9.851774,2.146686,13.542446,3.969592,1.931897,0.286775,0.002755,2.867271,8.933980
cuda,hf_Bert_large,4,45.111456,34.266171,31.330238,16.104097,4.504172,21.107668,7.903790,3.758498,0.833228,0.002704,2.586264,15.632931
