,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.01x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.03x,0.0x,1.00x
aot_nvfuser,aot_nvfuser,1.13x,1.11x,1.12x
inductor,inductor,1.49x,1.64x,1.35x
