dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.038705,82.802760,2.208960,94.108945,4.224920,1.285216,0.246034,0.000016,13.629952
cuda,Background_Matting,4,1.534369,28.263642,1.580552,55.941480,3.648331,2.089627,0.176603,0.436522,29.772254
cuda,LearningToPaint,96,0.631141,25.956122,0.674297,52.444075,0.934786,0.443169,0.064938,0.256943,27.453971
cuda,Super_SloMo,6,1.596391,48.022902,1.849635,73.002407,3.963116,1.712044,0.087205,0.397760,27.292635
cuda,alexnet,128,0.097347,7.804900,0.151823,14.044271,0.362687,0.160714,0.010736,0.152036,6.549633
cuda,attention_is_all_you_need_pytorch,256,1.687769,99.139986,2.033296,127.639509,4.197879,1.482949,0.305008,13.388844,44.034748
cuda,dcgan,32,0.121975,7.057009,0.131448,13.435502,0.140298,0.063208,0.010139,0.123550,6.640997
cuda,demucs,4,0.230935
cuda,densenet121,4,3.708741,151.852157,5.066046,281.700181,11.362700,3.617392,0.579215,0.950053,136.098654
cuda,drq,1,0.178288,7.167529,0.093401,13.553873,0.095735,0.048273,0.011606,0.300587,6.789352
cuda,fastNLP_Bert,6,2.018470,76.151312,1.897226,93.296979,3.769618,1.321714,0.239203,12.418497,31.570509
cuda,functorch_dp_cifar10,64,0.462304,14.615922,1.040118,44.006983,1.932613,0.558424,0.057522,17.048590,47.525889
cuda,hf_Albert,8,1.454661,10.177369,1.546059,37.291960,2.429765,0.950624,0.134389,21.585552,50.332026
cuda,hf_Bart,4,2.157582,49.126328,2.397193,93.783565,3.988244,1.566876,0.332338,18.846774,66.029883
cuda,hf_Bert,4,1.950650,33.424906,1.869901,46.583977,3.441213,1.167976,0.248157,1.488467,16.614980
cuda,hf_BigBird,2,9.166396,10.524150,1.507471,23.525299,2.014935,0.940259,0.180349,9.416303,24.037594
cuda,hf_DistilBert,8,0.797400,16.707943,1.044505,34.289851,1.649965,0.622205,0.105651,8.363126,27.039357
cuda,hf_GPT2,4,1.878660,69.847762,1.825011,82.325625,2.834212,1.138627,0.193339,9.365064,23.752804
cuda,hf_Reformer,4,2.931802,31.040199,0.675928,38.125983,1.067362,0.551171,0.055585,9.487384,17.305101
cuda,hf_T5_large,2,15.151536,297.160507,7.372270,364.157055,15.659933,4.497201,1.950425,25.933752,100.773584
cuda,lennard_jones,1000,0.067489,1.520828,0.056664,4.339110,0.040782,0.028777,0.005462,0.116372,2.996094
cuda,mnasnet1_0,32,1.442538,54.581936,1.569073,101.777696,2.895399,1.243641,0.181587,15.193687,64.041400
cuda,mobilenet_v2,96,1.524354,78.109485,1.739265,123.754332,3.355406,1.362017,0.212193,0.575934,48.050700
cuda,mobilenet_v3_large,32,1.561640,70.733622,1.803936,139.054432,3.351272,1.352319,0.215835,15.779530,86.000243
cuda,nvidia_deeprecommender,256,0.128506,2.574087,0.101148,8.844473,0.088669,0.044783,0.008104,1.343532,7.721431
cuda,pytorch_CycleGAN_and_pix2pix,1,0.533930,13.345301,0.695305,27.086900,1.459884,0.865688,0.063407,0.233357,14.713901
cuda,pytorch_stargan,16,0.573395,7.739052,0.546373,29.678619,0.712508,0.277941,0.046650,102.134229,124.655905
cuda,pytorch_struct,200,0.196935,6.854810,0.135894,23.142540,0.153335,0.091063,0.018053,97.226330,113.661612
cuda,pytorch_unet,1,0.726908,36.902511,0.744549,59.228828,1.689930,0.603929,0.068938,0.269490,23.376581
cuda,resnet18,16,0.579609,20.900213,0.686990,44.405455,1.305323,0.549937,0.063329,15.775109,40.115811
cuda,resnet50,32,1.498815,30.153185,1.578595,61.817855,2.619555,1.078885,0.182570,0.382514,33.709652
cuda,resnext50_32x4d,8,1.515998,35.016454,1.492981,74.208621,2.369773,1.102674,0.169585,15.051978,55.827414
cuda,shufflenet_v2_x1_0,128,1.736276,50.582979,2.126478,93.225834,3.302866,1.849380,0.255787,0.440587,45.311024
cuda,soft_actor_critic,256,0.111731,3.272308,0.056635,8.816058,0.048441,0.029654,0.005559,0.296482,5.902822
cuda,squeezenet1_1,32,0.236218,12.958355,0.358706,28.733020,0.544530,0.299356,0.028757,0.173943,16.321468
cuda,timm_efficientdet,1,21.690866,153.428968,7.056179,334.430049,16.057500,5.583770,1.280321,332.698783,521.139701
cuda,timm_efficientnet,32,2.394350,62.852226,2.296818,124.582271,3.601882,1.588534,0.274843,0.393609,64.528847
cuda,timm_nfnet,128,2.656269,44.587215,4.167449,84.408509,5.303859,1.720618,0.265882,2.503625,46.967805
cuda,timm_regnet,32,3.216862,32.790852,1.987641,68.017845,3.320083,1.301368,0.327840,0.587034,37.929423
cuda,timm_resnest,32,0.808413,55.062340,1.009022,97.980063,2.779029,1.125084,0.088563,60.678573,104.650246
cuda,timm_vision_transformer,8,1.018395,21.267535,1.491853,47.206693,2.342242,1.040131,0.163404,94.254107,121.758677
cuda,timm_vision_transformer_large,8,3.687450,28.172637,4.797568,57.804105,7.430028,3.152422,0.886572,56.697055,91.367826
cuda,timm_vovnet,32,1.868716,29.398489,1.324982,82.679121,3.432253,1.430647,0.143852,0.377977,55.051528
cuda,tts_angular,64,0.125760,1.848984,0.044656,3.662409,0.027618,0.014226,0.001519,0.110365,1.971217
cuda,vgg16,64,0.152123,9.505895,0.207680,17.534427,0.530632,0.220973,0.018202,0.243107,8.489313
cuda,yolov3,16,4.001508,93.335684,3.533771,786.551255,14.684872,5.463475,0.336238,31.319185,728.199425
