dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9987,9.3248,0.8617
cuda,beit_base_patch16_224,64,0.9823,5.4449,0.9545
cuda,botnet26t_256,128,0.9851,4.7322,0.8434
cuda,cait_m36_384,2,0.9721,18.1574,0.9020
cuda,coat_lite_mini,128,0.9983,5.3097,0.8777
cuda,convit_base,32,0.9938,6.0601,0.8861
cuda,convmixer_768_32,32,1.0000,6.8908,0.9854
cuda,convnext_base,32,0.9979,6.3582,0.9059
cuda,crossvit_9_240,64,0.9985,7.9884,0.8633
cuda,cspdarknet53,64,0.9548,7.9329,0.8528
cuda,deit_base_distilled_patch16_224,64,0.9979,4.1752,0.9442
cuda,dla102,64,0.9960,10.6917,0.9148
cuda,dm_nfnet_f0,128,1.0009,7.8528,0.8936
cuda,dpn107,32,0.9509,15.2068,0.9271
cuda,eca_botnext26ts_256,64,0.7702,5.1523,0.7669
cuda,eca_halonext26ts,64,0.7754,5.5331,0.7680
cuda,ese_vovnet19b_dw,128,0.9775,3.2654,0.8877
cuda,fbnetc_100,128,0.9638,7.3795,0.8518
cuda,fbnetv3_b,128,0.9616,11.3755,0.7828
cuda,gernet_l,128,0.9725,6.8841,0.7892
cuda,ghostnet_100,128,0.9943,10.4156,0.8768
cuda,gluon_inception_v3,128,0.9989,9.3951,0.8617
cuda,gluon_xception65,32,0.9974,11.9308,0.9365
cuda,gmixer_24_224,64,0.8412,7.1710,0.9645
cuda,gmlp_s16_224,64,0.9970,6.1202,0.9727
cuda,hrnet_w18,2,1.0893,33.8660,0.8779
cuda,inception_v3,128,0.9990,9.6808,0.8617
cuda,jx_nest_base,32,0.9946,9.3534,0.8966
cuda,lcnet_050,128,0.9498,3.6336,0.7521
cuda,mixer_b16_224,64,0.9984,3.0921,0.9574
cuda,mixnet_l,64,0.8729,12.6784,0.8449
cuda,mnasnet_100,128,0.9629,5.8737,0.9019
cuda,mobilenetv2_100,128,0.9643,5.6620,0.7621
cuda,mobilenetv3_large_100,128,0.9630,5.7583,0.8589
cuda,mobilevit_s,32,0.7651,7.5300,0.7668
cuda,nfnet_l0,64,0.7950,7.7109,0.8256
cuda,pit_b_224,64,0.9988,5.1432,0.7947
cuda,pnasnet5large,16,0.9983,24.1218,1.0110
cuda,poolformer_m36,64,0.9978,9.6393,0.9512
cuda,regnety_002,128,0.9918,6.1593,0.8104
cuda,repvgg_a2,128,0.9632,6.6912,0.8054
cuda,res2net101_26w_4s,64,0.9975,18.0078,0.9278
cuda,res2net50_14w_8s,2,1.0210,16.4170,0.8370
cuda,res2next50,2,1.0418,9.0934,0.8331
cuda,resmlp_12_224,128,1.0008,2.7314,0.9430
cuda,resnest101e,32,1.0455,17.3906,0.9435
cuda,rexnet_100,128,0.8166,7.7755,0.7843
cuda,sebotnet33ts_256,64,0.8073,6.8392,0.7084
cuda,selecsls42b,128,0.9988,4.2612,0.8896
cuda,spnasnet_100,128,0.9581,7.0447,0.9109
cuda,swin_base_patch4_window7_224,64,0.9786,13.4929,0.9288
cuda,swsl_resnext101_32x16d,32,0.9985,10.3372,0.8972
cuda,tf_efficientnet_b0,128,0.7824,7.3634,0.7688
cuda,tf_mixnet_l,64,0.8768,13.0792,0.8577
cuda,tinynet_a,128,0.7756,8.1749,0.7796
cuda,tnt_s_patch16_224,64,0.9986,10.2362,0.9715
cuda,twins_pcpvt_base,32,0.9666,13.4712,0.9101
cuda,visformer_small,128,1.0021,4.1987,0.9381
cuda,vit_base_patch16_224,64,0.9986,4.2494,0.9434
cuda,volo_d1_224,64,0.9962,8.0126,0.9213
cuda,xcit_large_24_p8_224,5,0.9835,17.3057,0.9194
