dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,0.909555
cuda,beit_base_patch16_224,64,1.035863
cuda,botnet26t_256,128,1.007865
cuda,cait_m36_384,2,2.415406
cuda,coat_lite_mini,128,1.064125
cuda,convit_base,32,0.779656
cuda,convmixer_768_32,32,0.815691
cuda,convnext_base,32,1.124098
cuda,crossvit_9_240,64,1.185941
cuda,cspdarknet53,64,1.313998
cuda,deit_base_distilled_patch16_224,64,0.839146
cuda,densenet121,64,2.239509
cuda,dla102,64,1.044634
cuda,dm_nfnet_f0,128,1.720340
cuda,dpn107,32,2.208752
cuda,eca_botnext26ts_256,64,1.017544
cuda,eca_halonext26ts,64,1.067543
cuda,ecaresnet101d,64,1.379792
cuda,ese_vovnet19b_dw,128,0.737401
cuda,fbnetc_100,128,1.290726
cuda,fbnetv3_b,128,1.805145
cuda,gernet_l,128,1.173945
cuda,ghostnet_100,128,0.885436
cuda,gluon_inception_v3,128,0.908281
cuda,gluon_senet154,32,2.227977
cuda,gluon_xception65,32,1.036353
cuda,gmixer_24_224,64,1.057103
cuda,gmlp_s16_224,64,0.985130
cuda,hardcorenas_a,128,0.888568
cuda,hrnet_w18,2,3.600814
cuda,inception_v3,128,0.905688
cuda,jx_nest_base,32,1.374330
cuda,lcnet_050,128,0.721856
cuda,legacy_senet154,32,1.967450
cuda,mixer_b16_224,64,0.602675
cuda,mixnet_l,64,3.555560
cuda,mnasnet_100,128,1.064500
cuda,mobilenetv2_100,128,1.112087
cuda,mobilenetv3_large_100,128,1.075231
cuda,mobilevit_s,32,1.236016
cuda,nasnetalarge,16,3.685934
cuda,nfnet_l0,64,1.432685
cuda,pit_b_224,64,0.912346
cuda,pnasnet5large,16,2.965568
cuda,poolformer_m36,64,1.498717
cuda,regnety_002,128,1.131370
cuda,repvgg_a2,128,1.133352
cuda,res2net101_26w_4s,64,1.759838
cuda,res2net50_14w_8s,2,1.627793
cuda,res2next50,2,1.056680
cuda,resmlp_12_224,128,0.711891
cuda,resnest101e,32,2.144876
cuda,resnet18,128,0.394341
cuda,rexnet_100,128,1.159820
cuda,sebotnet33ts_256,64,1.271441
cuda,selecsls42b,128,0.594888
cuda,spnasnet_100,128,1.272187
cuda,swin_base_patch4_window7_224,64,2.164103
cuda,swsl_resnext101_32x16d,32,1.132462
cuda,tf_efficientnet_b0,128,1.138224
cuda,tf_mixnet_l,64,3.829089
cuda,tinynet_a,128,1.251209
cuda,tnt_s_patch16_224,64,1.392683
cuda,twins_pcpvt_base,32,1.889089
cuda,visformer_small,128,0.781172
cuda,vit_base_patch16_224,64,0.836916
cuda,volo_d1_224,64,1.329123
cuda,xcit_large_24_p8_224,5,2.153780
