,Compiler,torchbench,huggingface,timm_models
eager,eager,0.98x,0.99x,0.99x
aot_eager,aot_eager,0.87x,0.92x,0.88x
inductor,inductor,0.85x,0.75x,1.03x
inductor_no_cudagraphs,inductor_no_cudagraphs,1.03x,1.05x,1.17x
