dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,14.473664,12.966750,6.256886,2.291224,8.269539,3.224862,1.324247,0.267130,8.117295,4.400586
cuda,Background_Matting,4,14.221949,13.355124,7.075011,2.681525,10.182579,5.074203,2.511436,0.263223,5.879136
cuda,LearningToPaint,96,6.203003,5.837430,3.329914,0.975151,4.120696,1.449462,0.588911,0.087791,1.803365
cuda,Super_SloMo,6,14.651432,13.502255,7.634802,2.947636,10.095688,5.140497,2.056261,0.116511,5.485977
cuda,alexnet,128,1.851798,1.777227,1.496176,0.194615,2.788337,0.701523,0.370719,0.013150,1.491810
cuda,attention_is_all_you_need_pytorch,256,29.916763,28.634186,21.691696,2.308024,23.915873,3.441214,1.515906,0.303217,9.005549,4.642098
cuda,dcgan,32,1.953014,1.867711,1.433511,0.185471,2.009051,0.173944,0.076038,0.011705,0.768636
cuda,demucs,4,0.228645
cuda,densenet121,4,37.355549,35.205014,18.284219,7.200423,22.688524,13.095300,4.228948,0.829387,11.856724
cuda,dlrm,1024,1.600151,1.431139,1.037124,0.151933,1.962954,0.339705,0.108327,0.014411,1.084799
cuda,drq,1,2.286234,2.111260,1.729013,0.113640,2.688095,0.113100,0.057643,0.012841,1.079906
cuda,fastNLP_Bert,6,15.599238,14.075322,8.264153,1.827880,11.755050,3.317895,1.366596,0.253339,4.245123,5.409630
cuda,functorch_dp_cifar10,64,5.407816,5.189466,2.915598,1.087763,5.545926,2.216929,0.613799,0.060705,3.757155,0.642062
cuda,hf_Albert,8,9.830675,8.565320,3.357891,1.778062,6.716507,3.057079,1.042981,0.139150,5.213657,2.936821
cuda,hf_Bart,4,18.458548,16.769762,8.989008,2.634070,13.027435,4.176424,1.703003,0.353919,3.395630,6.784924
cuda,hf_Bert,4,12.759670,11.276902,5.596012,1.792675,8.251283,2.608492,1.239394,0.247683,4.779258,0.368711
cuda,hf_Bert_large,4,26.129687,23.109943,11.802497,4.053766,15.627886,5.519830,2.392439,0.625065,8.048000,0.384838
cuda,hf_DistilBert,8,6.467090,5.861345,3.001858,0.944947,4.960318,1.580118,0.662062,0.108264,2.946174,1.879024
cuda,hf_GPT2,4,11.692582,10.075021,4.567415,2.023592,6.619546,2.461717,1.193346,0.216187,4.394580,1.861371
cuda,hf_GPT2_large,4,33.827376,28.743064,12.468153,6.298516,17.043571,9.118672,3.505392,1.025349,11.110758,1.252896
cuda,hf_Longformer,2,51.652194,45.349222,27.753314,7.070408,33.125793,14.586660,4.687957,0.403763,0.707778,12.741409
cuda,hf_Reformer,4,11.205496,9.514923,8.002418,0.709310,8.876111,1.324142,0.559795,0.049176,3.648620,1.617797
cuda,hf_T5,8,16.424695,14.096207,6.855143,2.036793,11.551249,3.872332,1.372696,0.286860,5.068889,7.069077
