dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.360287,9.016708,3.533115,1.781412,7.701225,3.026769,1.036214,0.141348,1.510227,7.540027,0.887407
cuda,AlbertForQuestionAnswering,4,10.220614,8.913657,3.467432,1.777188,7.805626,3.067908,1.030503,0.137732,1.080595,7.275001,0.509731
cuda,BartForCausalLM,4,12.704700,11.444576,5.813973,1.752428,9.178258,2.899678,1.255417,0.242170,1.332272,1.485898,6.532710
cuda,BartForConditionalGeneration,2,31.683381,28.201455,13.870439,4.985198,19.593956,8.141124,3.087378,0.888070,0.955250,1.212208,11.885462
cuda,BertForMaskedLM,16,13.253935,11.572712,5.906437,1.788996,8.435757,2.657169,1.562745,0.248806,1.904202,6.494267,1.424950
cuda,BertForQuestionAnswering,16,13.412776,11.647858,5.914287,1.956856,8.748444,2.719413,1.763856,0.254056,1.607971,6.490537,1.005001
cuda,BlenderbotSmallForCausalLM,64,7.956206,7.087716,3.261966,1.332067,5.532159,1.855409,0.874884,0.146209,2.401723,6.062987,2.052688
cuda,BlenderbotSmallForConditionalGeneration,64,19.837495,17.496462,7.976722,2.849604,12.269302,4.948319,2.096727,0.496066,2.079840,1.864849,9.369446
cuda,CamemBert,16,13.205061,11.512151,5.648969,1.800729,8.336179,2.678591,1.551497,0.252568,0.846961,5.426838,0.331994
cuda,DebertaForMaskedLM,4,25.531110,20.070164,12.298063,2.611681,15.782426,3.987667,1.955661,0.328733,17.683944,0.844919,24.022291
cuda,DebertaForQuestionAnswering,8,25.415437,19.912612,12.187058,2.570540,15.936102,3.943653,1.939938,0.326130,18.924023,1.779098,25.483643
cuda,DebertaV2ForMaskedLM,1,35.268685,26.402865,14.153126,2.940386,17.845478,4.317834,2.219438,0.552027,43.161585,1.425085,50.184300
cuda,DebertaV2ForQuestionAnswering,2,34.930460,26.103334,13.843302,3.489343,18.421106,5.251161,2.779090,0.565629,42.929905,0.489359,51.384650
cuda,DistilBertForMaskedLM,128,6.672686,6.034622,2.922232,0.958666,4.738191,1.438934,0.670082,0.110998,1.531372,4.353049,1.178352
cuda,DistilBertForQuestionAnswering,256,6.934729,6.278748,3.115488,0.963854,5.035016,1.457727,0.678369,0.109256,0.934517,3.864467,0.573154
cuda,DistillGPT2,16,8.945843,8.120513,5.068418,1.039048,6.954865,1.772197,0.687261,0.098256,2.099309,2.654590,5.071380
cuda,ElectraForCausalLM,32,15.203936,13.485472,7.774806,1.970828,11.089028,2.810445,1.325788,0.254157,3.540058,2.889684,8.918309
cuda,ElectraForQuestionAnswering,64,13.001373,11.298402,5.577481,1.802845,8.119145,2.681196,1.554169,0.254713,1.786190,6.405929,1.284812
cuda,GPT2ForSequenceClassification,4,11.596813,9.875131,4.631386,1.914980,6.837175,2.752555,1.203058,0.217988,1.373679,5.577674,1.016426
cuda,GoogleFnet,16,10.015324,9.031654,6.021549,1.098930,9.797884,1.611289,0.665241,0.112103,4.201873,1.745581,9.144921
cuda,LayoutLMForMaskedLM,16,14.142858,12.176119,6.094651,1.861076,8.883488,2.753835,1.597428,0.256669,1.936365,6.678287,1.405578
cuda,LayoutLMForSequenceClassification,16,13.644464,11.722009,5.792107,1.808209,10.120938,3.710772,1.486389,0.251388,7.061453,13.290139,6.493558
cuda,M2M100ForConditionalGeneration,16,30.143147,26.583126,12.620945,4.398980,19.641452,7.364962,3.212127,0.697291,4.166831,8.684751,15.801937
cuda,MBartForCausalLM,4,14.682033,13.194551,7.421093,1.999661,10.577902,2.984528,1.277462,0.243165,1.359590,1.345388,6.602157
cuda,MBartForConditionalGeneration,2,30.789627,27.318388,12.849183,4.638519,18.467693,8.084004,3.156510,0.918116,1.030564,0.542441,11.812356
cuda,MT5ForConditionalGeneration,16,23.173995,19.651989,8.913549,3.187064,13.958058,5.854072,1.916994,0.456628,3.860825,20.450449,12.545388
cuda,MegatronBertForCausalLM,4,22.396658,19.195432,7.775258,3.710480,11.869707,6.065742,2.453144,0.649391,1.170613,9.153003,0.388839
cuda,MegatronBertForQuestionAnswering,8,23.194031,19.800550,7.755366,3.668713,11.731788,6.029272,2.405910,0.651237,1.399161,9.222238,0.522244
cuda,MobileBertForMaskedLM,64,33.100722,26.284571,7.140918,5.417643,18.957861,9.516811,4.281648,2.346514,3.093586,20.648199,1.743029
cuda,MobileBertForQuestionAnswering,128,33.353524,26.519815,7.173139,5.459806,19.151386,9.526243,4.276230,2.484687,2.805502,20.568177,1.001459
cuda,OPTForCausalLM,2,12.998572,11.690803,6.178910,1.783116,9.343810,3.292208,1.335553,0.236684,1.493910,1.730528,6.524325
cuda,PLBartForCausalLM,8,8.508616,7.828321,4.716576,0.964222,7.046474,1.518673,0.698319,0.109424,1.138578,1.186256,4.478782
cuda,PLBartForConditionalGeneration,4,16.801731,14.929575,7.267921,2.435831,11.586555,4.508147,1.741730,0.361982,1.680317,1.734768,8.551661
cuda,PegasusForCausalLM,32,13.005985,11.669286,6.060155,1.728069,9.825876,2.890711,1.275549,0.238142,1.757914,1.575901,7.339254
cuda,PegasusForConditionalGeneration,32,28.515207,25.196356,10.883648,4.184432,16.713512,6.938548,3.105438,0.680364,2.297430,0.675430,12.532659
cuda,RobertaForCausalLM,16,13.482954,11.788299,6.099916,1.996433,8.510481,2.722671,1.588703,0.248527,0.828981,0.714647,5.326257
cuda,RobertaForQuestionAnswering,16,13.360967,11.650365,5.919616,1.968681,8.332275,2.644967,1.557279,0.244627,0.507745,4.980536
cuda,Speech2Text2ForCausalLM,256,8.371348,7.617391,4.899692,0.828998,7.745376,1.339080,0.647495,0.106386,1.315619,1.107010,5.034112
cuda,T5ForConditionalGeneration,4,16.570190,14.095728,6.855764,2.153531,12.967513,4.436849,1.417619,0.287092,2.347076,5.650058,10.727770
