dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,16.827165,14.900860,11.930931,6.586988,1.628738,12.472021,3.116575,1.393131,0.143001,0.002387,7.309701,7.659153
cuda,AlbertForQuestionAnswering,4,17.281465,15.367672,12.341552,7.018562,1.599476,13.062677,2.840612,1.624151,0.141111,0.002509,3.479739,7.789252
cuda,BartForCausalLM,4,22.489431,19.088550,15.925296,10.481647,1.609710,16.848144,2.587594,1.697586,0.189919,3.403726,1.864344,11.555938
cuda,BartForConditionalGeneration,2,39.380693,31.920594,28.878515,13.998260,4.245812,21.473338,7.603254,3.747585,1.036300,0.759592,0.443634,12.892803
cuda,BertForMaskedLM,16,20.396154,16.872503,13.796281,7.526213,1.743367,12.995639,2.860856,2.045351,0.264269,0.002644,2.638087,7.385907
cuda,BertForQuestionAnswering,16,20.420250,16.916373,13.801837,7.506122,1.736947,12.808439,3.072903,1.816170,0.256865,0.002573,2.179096,7.209802
cuda,BlenderbotSmallForCausalLM,64,15.298062,12.805600,10.182670,6.455166,1.115747,12.635230,1.877549,1.172736,0.131033,3.403115,2.433105,10.818765
cuda,BlenderbotSmallForConditionalGeneration,64,26.855469,21.867059,19.295154,9.393778,2.597511,15.737163,5.030181,2.546330,0.544350,1.536166,2.331796,10.750192
cuda,CamemBert,16,19.558771,15.998906,13.442786,7.209388,1.758412,11.670375,3.081145,1.820503,0.264626,0.002546,1.264663,6.392878
cuda,DebertaForMaskedLM,4,25.625748,20.104206,17.297743,11.512152,1.694629,18.802385,3.062132,1.807653,0.262324,15.535231,3.313106,24.798762
cuda,DebertaForQuestionAnswering,8,25.500581,20.026822,17.264329,11.506510,1.666077,19.418192,3.020826,1.794207,0.258352,16.538696,3.031338,26.393958
cuda,DebertaV2ForMaskedLM,1,36.530149,26.025688,23.156158,13.058613,2.169052,19.587903,3.502760,2.377049,0.498955,35.339432,1.437511,44.552933
cuda,DebertaV2ForQuestionAnswering,2,34.428184,23.858066,21.043712,10.834768,2.476439,17.842865,4.382124,2.914230,0.510803,35.181221,45.183353
cuda,DistilBertForMaskedLM,128,13.969200,12.406847,9.758307,6.659903,0.934941,10.667969,1.749127,0.876587,0.114447,3.448814,8.612540,8.476707
cuda,DistilBertForQuestionAnswering,256,13.915887,12.359970,9.728447,6.579857,0.930276,10.857945,1.784785,0.873319,0.106693,3.770353,10.198018,9.065076
cuda,DistillGPT2,16,13.690936,11.996223,9.281694,6.396390,1.009388,10.396771,1.880031,0.878703,0.099596,0.994261,4.040049,6.085589
cuda,ElectraForCausalLM,32,24.478636,20.927077,18.349563,12.095317,1.773520,24.237689,3.102445,1.883868,0.264977,1.847186,8.714084,15.936910
cuda,ElectraForQuestionAnswering,64,19.485204,15.991131,13.447193,7.193926,1.755136,15.998922,3.383640,1.584955,0.266220,0.002653,2.973505,10.731809
cuda,GPT2ForSequenceClassification,4,20.235013,16.796299,13.636809,8.156775,2.037686,11.241287,3.026465,1.571435,0.226918,0.272047,1.524633,5.548988
