dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,35.785008,31.770081,27.620689,16.005550,4.689312,24.275967,8.808251,5.005057,0.543799,43.475017,91.231365,56.787717
cuda,beit_base_patch16_224,64,17.228318,14.694715,11.930731,6.701282,1.452870,11.303005,3.260258,1.718970,0.232200,0.636172,2.878487,6.836016
cuda,botnet26t_256,128,21.874344,19.623391,16.848673,12.477495,2.205987,17.833491,5.731781,2.358239,0.125205,23.535404,52.629972,31.229931
cuda,cait_m36_384,4,45.082772,36.634969,33.324360,14.986635,4.942475,30.496653,12.494657,7.016786,1.861008,7.087289,20.181166,28.486659
cuda,coat_lite_mini,128,20.849880,18.576354,15.783393,10.906053,2.014961,21.563209,6.730501,2.607049,0.203954,13.528419,39.901194,26.341997
cuda,convit_base,64,18.758784,16.325540,13.487500,7.770867,2.037129,14.268781,4.456912,2.099821,0.254081,6.076575,8.743251,14.784739
cuda,convmixer_768_32,32,17.127537,15.648241,12.880431,5.187173,2.692503,8.357074,2.539337,1.720093,0.252028,3.477878,9.574030,3.018233
cuda,convnext_base,64,21.112008,16.690120,14.018993,7.683597,2.854921,15.455865,4.593152,2.325130,0.438430,5.679984,7.274859,16.513631
cuda,crossvit_9_240,128,24.274678,20.719784,17.903834,9.738501,2.507369,20.775516,6.061406,2.960921,0.372744,20.021288,31.680425,33.795694
cuda,cspdarknet53,64,25.933122,21.518714,17.933311,9.885477,3.018712,15.129722,4.115737,2.697605,0.313488,24.577606,53.341138,33.332282
cuda,deit_base_distilled_patch16_224,64,15.221226,13.222974,10.382358,6.118586,1.191338,11.769405,2.684916,1.458488,0.182930,2.381819,3.699077,9.348695
cuda,dla102,128,31.943924,27.642280,24.946665,12.552022,4.321550,19.013427,7.403029,3.491215,0.519834,17.794315,41.030437,28.955915
cuda,dm_nfnet_f0,128,23.293681,18.684299,15.199367,7.320896,3.412386,14.402106,4.599635,2.069345,0.247140,22.869520,27.905311,33.661717
cuda,dpn107,32,40.653654,33.277465,30.152209,14.930307,5.241501,22.719039,7.296034,4.020911,0.521863,14.114298,26.072615,27.596221
cuda,eca_botnext26ts_256,128,24.456923,21.995725,18.291548,13.311620,2.733719,18.564951,5.914439,2.416527,0.146003,32.645799,61.976211,40.797638
cuda,ese_vovnet19b_dw,128,14.869748,13.068485,10.246711,7.273922,1.308288,11.814559,3.072839,1.444672,0.105988,27.378835,51.257543,33.323875
cuda,fbnetc_100,128,24.572989,21.031600,18.157933,10.887829,3.019871,15.783155,3.974306,2.478570,0.270176,44.880380,98.862762,53.028648
cuda,fbnetv3_b,128,37.563125,31.590101,27.982285,14.940887,5.291878,22.394688,7.653727,3.705354,0.607932,51.691457,101.113939,64.831536
cuda,gernet_l,128,21.940006,18.157202,14.443898,7.874490,2.286712,11.887259,2.848863,1.687127,0.210138,22.992622,45.080630,29.491120
cuda,ghostnet_100,128,35.551169,29.989424,26.316070,15.027021,4.045623,25.472617,7.713525,3.815378,0.458914,96.104347,171.164159,110.925553
cuda,gluon_inception_v3,128,34.703338,30.653001,26.934026,15.792981,4.391594,23.694031,8.636126,5.032612,0.551943,41.746452,96.407028,54.661183
cuda,gluon_xception65,32,36.544310,31.490984,27.854489,12.755964,4.914447,17.819080,6.495173,3.166234,0.700521,14.516691,31.033621,25.304089
cuda,gmixer_24_224,128,23.218719,19.665162,15.829469,8.431272,1.959237,16.133397,5.284884,2.554456,0.380166,0.002569,6.268565,9.882654
cuda,gmlp_s16_224,128,23.799308,20.286440,16.462587,9.135737,2.186205,18.336935,5.207219,2.613868,0.368944,0.002639,12.422053,11.613121
cuda,hrnet_w18,128,93.605717,84.813240,81.012251,37.866940,16.901925,54.339356,24.484128,13.913282,4.871433,41.800349,87.125498,76.411020
cuda,inception_v3,128,33.426643,29.602759,26.720592,15.700454,4.610663,23.556371,8.522527,4.986507,0.545404,43.777911,100.532472,56.582832
cuda,jx_nest_base,32,31.433854,26.866885,24.090394,14.063249,3.200497,25.381189,8.834127,3.711138,0.555271,10.826000,19.189860,25.640864
cuda,lcnet_050,128,15.980045,14.297922,11.434034,7.523875,1.695361,11.322152,2.694139,1.363940,0.117749,35.263654,65.828144,41.030105
cuda,mixer_b16_224,128,13.910655,11.988436,9.306123,5.746109,1.132696,10.001735,1.931057,1.047117,0.132763,0.002547,5.210826,5.492397
cuda,mixnet_l,128,31.789937,25.583221,22.794837,12.925048,3.871268,20.244210,5.894543,3.370248,0.470348,62.797044,99.893140,74.284574
cuda,mnasnet_100,128,21.071001,18.288932,15.470543,9.812451,2.168220,14.119646,3.549870,1.842577,0.193786,39.606814,86.283097,46.457238
cuda,mobilenetv2_100,128,22.064744,19.249992,16.412194,9.885245,2.281440,14.413795,3.751853,1.861524,0.213811,43.495154,96.064630,50.494975
cuda,mobilenetv3_large_100,128,22.300239,19.418133,16.610510,10.447679,2.487261,16.409541,4.104353,2.109146,0.224326,64.613783,117.707795,73.248606
cuda,mobilevit_s,64,35.055718,31.326447,28.581632,21.218067,3.430487,34.417753,12.909848,6.066746,0.323358,52.873643,127.182886,69.733152
cuda,nfnet_l0,128,20.883169,17.050397,14.332444,7.059005,2.547906,14.073268,4.558904,1.997941,0.248588,29.884029,39.394669,39.653835
cuda,pit_b_224,64,17.785349,15.493183,12.695894,7.888388,1.488873,13.909510,3.695155,1.754655,0.212045,8.061706,11.400068,15.713334
cuda,pnasnet5large,16,64.531918,56.803591,53.943773,26.290675,10.031111,40.297989,17.985746,10.540192,1.822672,26.633896,49.255008,51.485915
cuda,poolformer_m36,64,34.274878,29.077033,26.348262,14.741534,5.350434,27.385168,13.914046,5.829072,0.552972,8.719701,25.157629,27.063277
cuda,regnety_002,128,20.353263,16.928589,14.223739,8.480555,2.210744,13.052969,3.335456,1.746095,0.219155,41.428817,68.892671,48.395899
cuda,repvgg_a2,128,21.035463,17.418219,14.649275,7.761901,2.428452,11.369774,3.208906,1.527398,0.199310,13.430659,26.723773,19.669383
