dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,AlbertForMaskedLM,4,1.2541,308.2776,29.9225,1.2096,17.1890,14.2102,439,1,4,3
cuda,AlbertForQuestionAnswering,4,1.2548,305.3593,27.3286,1.2465,16.7994,13.4778,439,1,4,3
cuda,AllenaiLongformerBase,4,1.8152,137.1366,98.0314,0.8567,11.2370,13.1173,1713,159,130,9
cuda,BartForCausalLM,4,1.1736,106.1722,30.8672,0.9141,11.9283,13.0499,482,14,11,8
cuda,BartForConditionalGeneration,2,1.1045,135.4469,52.4928,0.9794,13.7366,14.0263,1258,1,4,3
cuda,BertForMaskedLM,16,1.1806,113.9934,30.4447,0.9848,15.4503,15.6886,370,1,4,3
cuda,BertForQuestionAnswering,16,1.2488,88.8899,29.9087,1.0711,11.5224,10.7571,377,1,4,3
cuda,BlenderbotForCausalLM,4,0.9804,102.4208,52.4905,0.9928,31.3480,31.5751,934,26,11,8
cuda,BlenderbotSmallForCausalLM,64,1.0536,61.5152,27.5633,0.8426,9.8731,11.7168,327,10,11,8
cuda,BlenderbotSmallForConditionalGeneration,64,1.0935,110.1899,39.8889,0.9055,14.2441,15.7305,840,1,4,3
cuda,CamemBert,16,1.1820,115.0283,28.0881,0.9820,15.6524,15.9390,377,1,4,3
cuda,DebertaForMaskedLM,4,0.7675,77.5166,39.8538,1.0107,5.9448,5.8816,720,92,154,12
cuda,DebertaForQuestionAnswering,8,0.9516,86.4905,43.9994,1.1413,7.5693,6.6322,727,92,154,12
cuda,DebertaV2ForMaskedLM,1,0.5865,151.3552,50.3447,0.9879,12.4135,12.5657,925,176,277,12
cuda,DebertaV2ForQuestionAnswering,2,0.6758,156.3991,47.6694,0.9759,12.3927,12.6982,932,176,277,12
cuda,DistilBertForMaskedLM,128,1.0548,115.9663,28.7710,0.8955,15.0926,16.8537,206,1,4,3
cuda,DistilBertForQuestionAnswering,256,1.1395,127.1754,31.4029,1.0349,13.8149,13.3492,214,1,4,3
cuda,DistillGPT2,16,1.4160,85.0712,22.6851,0.9667,14.7986,15.3090,330,1,4,3
cuda,ElectraForCausalLM,32,1.4266,74.5836,52.1107,0.9090,15.1264,16.6411,375,4,7,5
cuda,ElectraForQuestionAnswering,64,1.4111,88.6330,32.2928,1.0758,14.2891,13.2822,378,1,4,3
cuda,GPT2ForSequenceClassification,4,1.6465,62.1660,26.1017,1.1459,11.3622,9.9153,644,1,4,3
cuda,GoogleFnet,16,1.5454,65.8847,25.7727,1.1410,12.1376,10.6374,209,28,45,7
cuda,LayoutLMForMaskedLM,16,1.1949,114.7628,29.4387,0.9848,15.4801,15.7189,396,1,4,3
cuda,LayoutLMForSequenceClassification,16,1.2700,89.6389,35.6611,1.0557,11.5557,10.9456,394,1,4,3
cuda,M2M100ForConditionalGeneration,16,1.0900,112.9561,81.8564,0.8903,12.6466,14.2043,1270,20,26,7
cuda,MBartForCausalLM,4,1.1687,106.4114,34.9521,0.9142,11.9452,13.0669,481,14,11,8
cuda,MBartForConditionalGeneration,2,1.1251,134.5162,56.1546,0.9794,13.7535,14.0431,1263,1,4,3
cuda,MT5ForConditionalGeneration,16,1.4669,59.7865,117.8603,0.9119,13.0997,14.3646,1173,1,4,3
cuda,MegatronBertForCausalLM,4,1.1542,87.9681,48.1027,1.0256,10.6300,10.3648,721,1,4,3
cuda,MegatronBertForQuestionAnswering,8,1.2012,143.6926,46.4230,1.0630,16.7231,15.7324,724,1,4,3
cuda,MobileBertForMaskedLM,64,1.2299,99.9042,104.1013,0.7360,9.4875,12.8914,1447,1,3,2
cuda,MobileBertForQuestionAnswering,128,1.3103,117.7866,98.6417,0.5574,10.5072,18.8502,1451,1,3,2
cuda,OPTForCausalLM,2,1.7865,96.7180,29.5958,1.0940,15.8984,14.5330,533,14,11,8
cuda,PLBartForCausalLM,8,1.2868,93.6691,24.5341,0.9244,15.3250,16.5788,254,8,11,8
cuda,PLBartForConditionalGeneration,4,1.2548,97.7758,41.1420,0.9919,15.6113,15.7388,658,10,14,7
cuda,PegasusForCausalLM,32,1.0359,82.5709,33.8409,0.8902,9.1097,10.2336,478,16,12,8
cuda,PegasusForConditionalGeneration,32,1.0488,164.3682,54.1522,0.9645,15.7523,16.3322,1244,7,14,5
cuda,RobertaForCausalLM,16,1.2508,114.1756,28.2067,0.9847,15.4441,15.6845,381,1,4,3
cuda,RobertaForQuestionAnswering,16,1.2533,88.9835,27.0100,1.0711,11.5225,10.7572,384,1,4,3
cuda,Speech2Text2ForCausalLM,256,1.1462,54.9261,27.9287,0.8187,9.1300,11.1522,261,10,12,8
cuda,T5ForConditionalGeneration,4,1.3165,79.3071,41.6711,1.0871,10.9163,10.0418,798,1,4,3
cuda,T5Small,4,1.3183,79.1609,40.4329,1.0871,10.9163,10.0418,798,1,4,3
cuda,TrOCRForCausalLM,32,1.0680,157.7370,30.7901,0.8833,16.9658,19.2077,481,14,11,8
cuda,XGLMForCausalLM,8,1.0594,89.3983,51.8186,0.9132,11.0691,12.1213,998,28,12,8
cuda,XLNetLMHeadModel,8,1.6367,231.8833,73.5954,1.0737,20.6621,19.2436,764,1,6,4
cuda,YituTechConvBert,16,1.1891,130.9105,54.2645,0.9435,14.4224,15.2865,634,4,7,5
