dev,name,batch_size,accuracy,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,adv_inception_v3,8,pass,313,1,5,4
cuda,beit_base_patch16_224,8,pass,468,1,5,4
cuda,botnet26t_256,8,pass,336,1,5,4
cuda,cait_m36_384,4,pass,1341,1,5,4
cuda,coat_lite_mini,8,pass,459,1,5,4
cuda,convit_base,8,pass,887,54,20,5
cuda,convmixer_768_32,8,pass,230,1,4,3
cuda,convnext_base,8,pass,494,1,5,4
cuda,crossvit_9_240,8,pass,599,1,5,4
cuda,cspdarknet53,8,pass,438,1,5,4
cuda,deit_base_distilled_patch16_224,8,pass,376,1,5,4
cuda,dla102,8,pass,415,1,5,4
cuda,dm_nfnet_f0,8,pass,615,1,5,4
cuda,dpn107,8,pass,742,1,5,4
cuda,eca_botnext26ts_256,8,pass,366,1,5,4
cuda,ese_vovnet19b_dw,8,pass,157,2,5,4
cuda,fbnetc_100,8,pass,380,2,5,4
cuda,fbnetv3_b,8,pass,606,1,5,4
cuda,gernet_l,8,pass,405,1,5,4
cuda,ghostnet_100,8,pass,324,1,5,4
cuda,gluon_inception_v3,8,pass,313,1,5,4
cuda,gluon_xception65,8,pass,352,1,5,4
cuda,gmixer_24_224,8,pass,631,1,5,4
cuda,gmlp_s16_224,8,pass,487,1,5,4
cuda,hrnet_w18,8,pass,1369,1,4,3
cuda,inception_v3,8,pass,313,1,5,4
cuda,jx_nest_base,8,pass,858,1,5,4
cuda,lcnet_050,8,pass,164,1,5,4
cuda,mixer_b16_224,8,pass,223,1,5,4
cuda,mixnet_l,8,pass,673,1,5,4
cuda,mnasnet_100,8,pass,301,2,5,4
cuda,mobilenetv2_100,8,pass,300,1,5,4
cuda,mobilenetv3_large_100,8,pass,311,1,5,4
cuda,mobilevit_s,8,pass,516,2,5,4
cuda,nfnet_l0,8,pass,546,1,5,4
cuda,pit_b_224,8,pass,422,1,5,4
cuda,pnasnet5large,8,pass,954,1,4,3
cuda,poolformer_m36,8,pass,695,1,5,4
cuda,regnety_002,8,pass,364,1,5,4
cuda,repvgg_a2,8,pass,393,1,5,4
cuda,res2net101_26w_4s,8,pass,803,1,5,4
cuda,res2net50_14w_8s,8,pass,699,1,5,4
cuda,res2next50,8,pass,395,1,5,4
cuda,resmlp_12_224,8,pass,199,1,5,4
cuda,resnest101e,8,pass,1018,1,5,4
cuda,rexnet_100,8,pass,400,1,5,4
cuda,sebotnet33ts_256,8,pass,461,2,5,4
cuda,selecsls42b,8,pass,132,1,5,4
cuda,spnasnet_100,8,pass,372,1,5,4
cuda,swin_base_patch4_window7_224,8,pass,1378,1,5,4
cuda,swsl_resnext101_32x16d,8,pass,411,1,5,4
cuda,tf_efficientnet_b0,8,pass,367,1,5,4
cuda,tf_mixnet_l,8,pass,688,1,5,4
cuda,tinynet_a,8,pass,431,1,5,4
cuda,tnt_s_patch16_224,8,pass,822,1,5,4
cuda,twins_pcpvt_base,8,pass,1018,1,5,4
cuda,visformer_small,8,pass,313,1,5,4
cuda,vit_base_patch16_224,8,pass,373,1,5,4
cuda,volo_d1_224,8,pass,614,1,5,4
cuda,xcit_large_24_p8_224,8,pass,1191,1,5,4
