dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,33.345185,29.502935,26.635348,15.618472,4.672287,23.477414,8.641744,5.047042,0.552536,96.992087,12.863356
cuda,beit_base_patch16_224,64,19.390845,16.773425,12.882191,7.649456,1.466037,12.695253,3.321006,1.709480,0.232560,2.880105,6.655560
cuda,botnet26t_256,128,21.826441,19.550695,16.710972,12.288768,2.222173,17.939202,5.988625,2.360485,0.125996,50.306412,8.006014
cuda,cait_m36_384,4,46.763393,37.431570,34.117959,15.440407,5.540165,30.407540,12.573850,6.438225,1.930165,19.839411,21.451189
cuda,coat_lite_mini,128,21.682948,19.055940,16.237065,11.391431,2.012883,22.139563,6.708824,2.619877,0.204202,39.724352,12.900157
cuda,convit_base,64,21.137354,18.350427,14.600175,8.511498,2.279617,15.344236,4.170918,2.102207,0.252681,8.022742,9.275393
cuda,convmixer_768_32,32,18.741607,17.203574,13.445205,5.621610,3.201308,9.476829,2.560365,1.730745,0.256319,7.292413,2.647021
cuda,convnext_base,64,21.901191,17.309399,14.350374,7.741022,2.905218,16.218746,4.677343,2.370711,0.442257,7.105804,11.583184
cuda,crossvit_9_240,128,25.809626,22.226114,18.720157,10.399824,2.820873,21.863898,6.115559,2.957646,0.389437,33.130231,14.513883
cuda,cspdarknet53,64,25.368329,20.524164,17.749084,9.716362,3.088658,14.839969,4.507446,2.407285,0.315984,54.259002,8.688477
cuda,deit_base_distilled_patch16_224,64,18.091771,15.990461,12.014546,7.438080,1.217054,13.628401,2.732736,1.479821,0.184976,4.167399,7.533442
cuda,dla102,128,32.593651,28.251824,25.501383,12.914294,4.841006,19.045459,7.162437,3.541240,0.534016,38.437201,11.347520
cuda,dm_nfnet_f0,128,23.206267,18.157993,15.178307,7.250334,3.449264,14.155429,4.637125,2.097183,0.251524,25.626166,10.876194
cuda,dpn107,32,41.797517,34.405189,31.202054,15.222632,5.348389,22.860702,7.374006,4.046867,0.527763,27.259495,13.911512
cuda,eca_botnext26ts_256,128,24.630785,22.176605,18.878352,13.901070,2.731191,19.527771,5.970422,2.450795,0.149036,56.172437,8.792959
cuda,ese_vovnet19b_dw,128,16.048788,14.186758,10.535615,7.466824,1.332357,12.390675,3.118191,1.787395,0.107938,47.906413,6.355191
cuda,fbnetc_100,128,24.861305,21.323187,18.446771,10.824610,3.031838,15.862410,4.265729,2.508201,0.275775,94.218147,8.292510
cuda,fbnetv3_b,128,37.329740,31.277178,28.449852,14.827481,4.989351,22.624989,7.885598,3.705422,0.607268,100.241051,13.614909
cuda,gernet_l,128,21.188539,17.414917,14.608033,7.804189,2.325176,11.884212,2.847643,1.682592,0.212664,44.766515,6.594849
cuda,ghostnet_100,128,34.297837,28.857248,26.104387,14.992105,4.326439,25.085277,7.192476,4.219710,0.450339,176.574075,14.735114
cuda,gluon_inception_v3,128,33.898825,29.497028,26.705057,15.576044,4.401384,23.659602,8.663370,5.063853,0.551980,98.616302,13.087778
cuda,gluon_xception65,32,35.556647,30.482821,27.679895,12.607217,5.006663,17.518889,6.608574,3.195745,0.706890,28.793513,10.744174
cuda,gmixer_24_224,128,22.090024,18.270818,15.388110,8.046504,1.983438,15.499525,5.250175,2.544936,0.380594,6.260778,9.643441
cuda,gmlp_s16_224,128,22.353654,18.852217,15.971470,8.642496,2.479260,17.036501,4.928840,2.586739,0.375486,13.075515,11.089966
cuda,hrnet_w18,128,93.945759,85.293215,82.367649,37.685577,16.732993,52.215173,25.491136,11.108169,4.827528,88.239062,32.458450
cuda,inception_v3,128,33.459553,29.585097,26.676470,15.569265,4.713040,23.618314,8.664825,5.086762,0.548867,94.776634,13.099521
cuda,jx_nest_base,32,34.085707,28.657148,24.644347,14.572867,3.229200,26.263104,9.012775,3.734343,0.547094,18.593358,15.848698
cuda,lcnet_050,128,16.032997,14.142622,11.275190,7.584707,1.677278,11.487876,2.693676,1.365510,0.113518,72.535145,6.084235
cuda,mixer_b16_224,128,15.480491,13.712624,10.156210,6.524803,1.122650,11.570963,2.142752,1.057700,0.131680,5.282342,6.268767
cuda,mixnet_l,128,33.182412,26.553052,23.736311,13.308856,3.943432,20.675445,5.974262,3.434701,0.488183,98.294888,11.611598
cuda,mnasnet_100,128,21.419543,18.603870,15.721910,10.054694,2.219092,14.820062,3.845097,1.887240,0.195407,84.941187,7.365927
cuda,mobilenetv2_100,128,22.681692,19.595601,16.710043,10.196657,2.337207,15.043440,3.775308,1.888398,0.212731,94.771493,7.614855
cuda,mobilenetv3_large_100,128,23.098159,20.189439,17.296608,10.716850,2.830093,17.082164,4.189601,2.149440,0.232202,115.149070,9.379517
cuda,mobilevit_s,64,35.632468,31.916304,29.098215,21.347125,3.476681,35.002265,12.944998,6.438462,0.324690,128.515090,17.360821
cuda,nfnet_l0,128,21.399725,17.192922,14.409483,7.105116,2.842535,14.466225,4.568047,2.010942,0.251927,37.930222,10.405962
cuda,pit_b_224,64,18.245751,15.901179,13.038547,7.980259,1.502986,14.050525,3.731045,1.746717,0.214599,12.078777,7.711905
cuda,pnasnet5large,16,64.087597,56.385310,53.521084,26.041668,10.693135,38.953610,17.878087,9.414865,1.781560,47.470070,24.397937
cuda,poolformer_m36,64,35.286786,30.093642,27.305946,15.046945,5.330967,27.528489,13.943487,5.834656,0.541545,25.465226,18.616213
cuda,regnety_002,128,20.996263,17.592048,14.790159,8.737895,2.255022,13.558708,3.610928,1.779930,0.222265,70.896008,7.249704
cuda,repvgg_a2,128,20.995120,17.297628,14.506941,7.678000,2.399106,11.318158,3.181827,1.522143,0.199078,23.696892,6.535045
cuda,res2net101_26w_4s,64,52.638205,45.744395,42.934003,20.669789,8.349363,29.280049,12.618911,6.496039,1.411461,57.994563,17.601296
cuda,res2net50_14w_8s,128,48.825011,42.137491,39.352660,18.937255,6.656157,29.503702,12.528736,6.112644,1.177376,37.222340,18.383945
cuda,res2next50,128,29.708963,26.389498,23.493870,12.172538,3.977158,18.516718,6.855690,3.540910,0.457152,37.488468,10.629970
cuda,resmlp_12_224,128,12.078542,10.355591,7.489661,5.015321,0.820440,19.374657,1.937626,1.159151,0.118991,7.282089,15.253867
cuda,resnest101e,64,47.004804,39.605855,36.758324,17.131830,6.679338,27.338076,10.759417,5.579896,1.090940,75.601220,18.027303
