dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,0.9998,0.8418,1.0004
cuda,beit_base_patch16_224,64,0.9994,0.8617,1.0000
cuda,botnet26t_256,128,0.9647,1.0331,1.0000
cuda,cait_m36_384,2,1.0028,2.3132,1.0000
cuda,coat_lite_mini,128,0.9996,0.8403,1.0113
cuda,convit_base,32,0.9998,0.7594,1.0000
cuda,convmixer_768_32,32,0.9999,0.6831,1.0000
cuda,convnext_base,32,0.9994,1.0249,1.0000
cuda,crossvit_9_240,64,1.0064,1.0889,1.0001
cuda,cspdarknet53,64,0.8743,1.6524,1.0000
cuda,deit_base_distilled_patch16_224,64,0.9995,0.6398,1.0003
cuda,dla102,64,1.0000,0.9266,0.9931
cuda,dm_nfnet_f0,128,0.9998,1.5006,0.9387
cuda,dpn107,32,0.8793,3.3026,1.0007
cuda,eca_botnext26ts_256,64,0.9386,1.0934,1.0000
cuda,eca_halonext26ts,64,0.9412,1.0958,1.0000
cuda,ese_vovnet19b_dw,128,0.9349,0.8848,1.0001
cuda,fbnetc_100,128,0.8708,1.5154,1.0001
cuda,fbnetv3_b,128,0.8400,2.3637,1.0001
cuda,gernet_l,128,0.9188,1.5661,0.9882
cuda,ghostnet_100,128,0.9982,1.4915,1.0000
cuda,gluon_inception_v3,128,0.9996,0.8553,1.0004
cuda,gluon_xception65,32,0.9995,0.8485,1.0000
cuda,gmixer_24_224,64,0.9993,0.8500,0.9998
cuda,gmlp_s16_224,64,0.9986,0.8217,1.0000
cuda,hrnet_w18,2,1.0067,3.7760,0.9959
cuda,inception_v3,128,0.9995,0.9150,1.0004
cuda,jx_nest_base,32,0.9997,1.4083,1.0021
cuda,lcnet_050,128,0.8696,0.8370,1.0000
cuda,mixer_b16_224,64,0.9995,0.4941,1.0000
cuda,mixnet_l,64,0.8977,4.9321,1.0000
cuda,mnasnet_100,128,0.8847,1.2040,1.0000
cuda,mobilenetv2_100,128,0.8833,1.1931,1.0000
cuda,mobilenetv3_large_100,128,0.8813,1.1711,1.0000
cuda,mobilevit_s,32,0.9147,1.3157,1.0000
cuda,nfnet_l0,64,0.9995,1.2561,1.0006
cuda,pit_b_224,64,0.9991,0.7228,1.0003
cuda,pnasnet5large,16,0.9997,2.7904,1.0707
cuda,poolformer_m36,64,0.9994,1.3171,1.0006
cuda,regnety_002,128,0.9772,1.1898,1.0000
cuda,repvgg_a2,128,0.8770,1.5490,1.0005
cuda,res2net101_26w_4s,64,0.9993,1.6530,1.0003
cuda,res2net50_14w_8s,2,0.9995,1.5719,1.0000
cuda,res2next50,2,1.0017,0.9664,1.0000
cuda,resmlp_12_224,128,0.9996,0.5626,1.0000
cuda,resnest101e,32,1.0018,2.0683,1.0000
cuda,rexnet_100,128,0.9454,1.3622,1.0000
cuda,sebotnet33ts_256,64,0.9400,1.2815,1.0001
cuda,selecsls42b,128,0.9993,0.4611,1.0001
cuda,spnasnet_100,128,0.8548,1.5025,1.0003
cuda,swin_base_patch4_window7_224,64,0.9996,2.2314,1.0000
cuda,swsl_resnext101_32x16d,32,0.9997,0.9438,1.0006
cuda,tf_efficientnet_b0,128,0.9194,1.3815,1.0000
cuda,tf_mixnet_l,64,0.9037,5.0952,0.9998
cuda,tinynet_a,128,0.8806,1.5630,1.0001
cuda,tnt_s_patch16_224,64,1.0001,1.2728,1.0002
cuda,twins_pcpvt_base,32,1.0040,1.6859,0.9998
cuda,visformer_small,128,0.9995,0.6052,1.0011
cuda,vit_base_patch16_224,64,0.9988,0.6620,1.0000
cuda,volo_d1_224,64,0.9997,1.0314,0.9999
cuda,xcit_large_24_p8_224,5,1.0007,2.0789,0.9997
