dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,10.544744,6.351595,6.207998
cuda,beit_base_patch16_224,64,6.588039,3.782727,3.768226
cuda,botnet26t_256,128,4.881840,2.622579,2.608840
cuda,cait_m36_384,4,22.853150,13.930668,13.912140
cuda,coat_lite_mini,128,5.927639,3.510042,3.496343
cuda,convit_base,64,7.070487,4.390901,4.375922
cuda,convmixer_768_32,32,5.624816,4.138993,4.123565
cuda,convnext_base,64,9.136874,4.363316,4.347925
cuda,crossvit_9_240,128,9.570784,5.853639,5.834723
cuda,cspdarknet53,64,8.646551,4.227475,4.213022
cuda,deit_base_distilled_patch16_224,64,4.996511,2.995644,2.981456
cuda,dla102,128,11.059839,6.560702,6.544947
cuda,dm_nfnet_f0,128,8.949849,4.417258,4.403673
cuda,dpn107,32,16.773672,8.935012,8.919227
cuda,eca_botnext26ts_256,128,5.813856,3.300186,3.286339
cuda,ese_vovnet19b_dw,128,3.752641,1.886065,1.872149
cuda,fbnetc_100,128,7.445582,3.787801,3.773251
cuda,fbnetv3_b,128,12.906466,6.786906,6.771091
cuda,gernet_l,128,7.521121,3.660269,3.646341
cuda,ghostnet_100,128,11.789501,6.212429,6.192212
cuda,gluon_inception_v3,128,9.901190,5.774162,5.757965
cuda,gluon_xception65,32,12.802176,7.562575,7.545604
cuda,gmixer_24_224,128,9.407971,5.607140,5.591905
cuda,gmlp_s16_224,128,8.694985,5.052310,5.035922
cuda,hrnet_w18,128,30.902724,22.202388,22.176431
cuda,inception_v3,128,9.966294,5.945014,5.801364
cuda,jx_nest_base,32,11.166832,6.380080,6.364322
cuda,lcnet_050,128,3.804249,2.112214,2.098761
cuda,mixer_b16_224,128,3.994737,2.264318,2.250283
cuda,mixnet_l,128,12.575937,6.187493,6.171575
cuda,mnasnet_100,128,5.845594,3.045338,3.030441
cuda,mobilenetv2_100,128,6.087068,3.239208,3.224326
cuda,mobilenetv3_large_100,128,6.384581,3.342370,3.327472
cuda,mobilevit_s,64,8.456460,4.683354,4.666707
cuda,nfnet_l0,128,8.857749,4.998113,4.983794
cuda,pit_b_224,64,5.771544,3.348313,3.333777
cuda,pnasnet5large,16,22.767089,15.029774,15.007108
cuda,poolformer_m36,64,11.008634,5.435168,5.419224
cuda,regnety_002,128,6.586708,3.066044,3.051761
cuda,repvgg_a2,128,7.005793,3.255104,3.241218
cuda,res2net101_26w_4s,64,19.448195,12.355131,12.337300
cuda,res2net50_14w_8s,128,17.583680,11.560053,11.542459
cuda,res2next50,128,9.441370,6.114975,6.098965
cuda,resmlp_12_224,128,3.741845,1.975986,1.961564
cuda,resnest101e,64,18.223882,10.663433,10.644043
cuda,rexnet_100,128,8.632703,4.574140,4.559769
cuda,sebotnet33ts_256,64,7.103205,3.897331,3.882894
cuda,selecsls42b,128,4.160787,2.589873,2.575502
cuda,spnasnet_100,128,7.337076,3.731043,3.716519
cuda,swin_base_patch4_window7_224,64,15.408926,9.016680,9.000708
cuda,swsl_resnext101_32x16d,32,10.595279,6.478849,6.461860
cuda,tf_efficientnet_b0,128,7.772222,4.296202,4.281600
cuda,tf_mixnet_l,128,13.109946,6.218545,6.198545
cuda,tinynet_a,128,9.035802,4.918166,4.903735
cuda,tnt_s_patch16_224,128,12.546210,7.694068,7.678034
cuda,twins_pcpvt_base,64,15.998759,9.397188,9.380428
cuda,visformer_small,128,4.715688,2.826739,2.811944
cuda,vit_base_patch16_224,64,4.936130,2.956973,2.942509
cuda,volo_d1_224,64,8.999043,5.534169,5.518936
cuda,xcit_large_24_p8_224,5,20.254565,12.283581,12.265730
