dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,24.644426,21.487653,18.638652,11.368121,2.469555,15.579058,4.030813,1.801344,0.250582,10.044402,24.652366,19.470512
cuda,Background_Matting,4,21.852872,19.757735,16.190109,9.701544,2.471091,15.542439,5.247349,2.768131,0.202085,13.928471,28.619232,24.653839
cuda,LearningToPaint,96,13.100115,12.194078,8.550183,6.090267,0.946495,9.214323,1.095255,0.654560,0.065026,12.806624,24.346872,17.846309
cuda,Super_SloMo,6,21.869683,19.805491,16.634988,10.438788,2.748381,14.239223,5.008827,2.425212,0.119323,8.446406,6.719159
cuda,alexnet,128,5.761186,5.447366,2.287397,1.956444,0.175349,5.557642,0.853520,0.281439,0.012012,4.213831,8.114059,4.060253
cuda,attention_is_all_you_need_pytorch,256,25.072821,22.162932,19.184533,11.617612,2.280678,17.045088,4.349013,1.935123,0.335770,14.530668,31.270644,25.133613
cuda,dcgan,32,5.713338,5.422041,2.328784,1.885556,0.314630,2.581843,0.166911,0.097029,0.010437,0.120789,1.297665
cuda,demucs,4,12.417230,11.558416,8.315858,7.550835,0.423041,12.226586,0.903371,0.525329,0.031546,5.432275,8.301136,10.871899
cuda,densenet121,4,49.349091,44.484556,41.196013,25.029227,6.717153,33.075421,12.415010,5.521472,0.693191,28.621741,56.167712,49.916244
cuda,dlrm,1024,5.175159,4.867217,2.063847,1.602201,0.299010,2.823997,0.337873,0.133563,0.014715,0.125834,1.839765
cuda,drq,1,6.497366,6.026893,2.725116,2.360706,0.117544,3.807225,0.118093,0.070794,0.012583,0.268621,1.979987
cuda,fastNLP_Bert,6,25.402497,22.059421,19.174122,13.001204,1.974976,17.243522,3.518155,1.738524,0.268460,0.352826,6.629080,9.112815
cuda,functorch_dp_cifar10,64,11.646079,10.906895,7.778657,5.221187,1.235701,10.607681,1.953120,0.832440,0.053167,24.761695,32.824646,32.435149
cuda,hf_Albert,8,19.272217,17.242199,13.566589,7.848644,1.761279,11.975263,3.043407,1.412140,0.144517,0.002539,8.440226,8.024529
cuda,hf_Bart,4,27.029940,23.235168,20.168414,11.874295,2.464942,17.145577,4.193990,2.062366,0.380570,3.233898,3.245607,14.172869
cuda,hf_Bert,4,20.553668,17.189548,14.310029,8.340289,1.988599,11.965520,3.310702,1.554929,0.263259,0.002442,3.554400,8.007847
cuda,hf_Bert_large,4,35.520859,28.044502,25.219185,13.309300,3.593025,18.186821,6.230505,3.034741,0.722785,0.002862,3.092346,13.467010
cuda,hf_BigBird,2,70.353172,60.194485,56.516830,31.516724,8.983401,47.602761,20.000767,9.811183,0.551097,13.872508,7.238715,47.405168
cuda,hf_DistilBert,8,14.415280,12.860664,10.058231,7.006793,0.986601,10.091169,1.529013,0.857521,0.108041,2.137132,5.521151,7.586647
cuda,hf_GPT2,4,22.060484,18.822741,15.656261,9.953335,1.960463,12.382919,3.216566,1.844665,0.229511,0.266611,7.837110,6.880585
cuda,hf_Reformer,4,26.011440,22.582909,19.682155,17.679250,0.747308,20.785494,1.189545,0.675110,0.063304,0.464748,5.476641,5.208069
cuda,hf_T5,8,25.914844,21.661266,18.718347,10.739724,2.320494,14.913335,3.957712,1.627230,0.283555,2.119676,6.476540,11.642279
cuda,hf_T5_large,2,91.635037,70.310331,66.740820,34.697728,10.089615,44.462368,17.802637,6.272012,2.482605,3.427161,25.612792,34.975993
cuda,lennard_jones,1000,4.197437,3.944056,1.315502,1.104861,0.030430,1.924980,0.070469,0.037508,0.005775,0.103185,1.017040
cuda,mnasnet1_0,32,22.943090,21.072380,16.953000,11.040718,2.277304,15.093396,3.329018,1.974933,0.186061,38.560467,73.169910,47.512986
cuda,mobilenet_v2,96,23.952836,22.027723,18.803483,12.021200,2.479713,15.707054,3.774591,1.885675,0.211533,38.850944,90.401763,47.735102
cuda,mobilenet_v3_large,32,23.252383,21.169677,17.940860,11.683073,2.520475,17.136537,3.946448,1.891732,0.212424,60.591026,96.589834,71.307130
cuda,nvidia_deeprecommender,256,5.008364,4.676574,1.801811,1.455291,0.113490,4.323352,0.085432,0.060083,0.008557,0.615208,3.735163,0.485635
