dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,2.247299
cuda,beit_base_patch16_224,64,2.032215
cuda,botnet26t_256,128,1.842734
cuda,cait_m36_384,2,5.486410
cuda,convmixer_768_32,32,1.908172
cuda,convnext_base,32,2.573769
cuda,cspdarknet53,64,2.433897
cuda,densenet121,64,4.063776
cuda,dla102,64,2.564778
cuda,dm_nfnet_f0,128,2.485465
cuda,dpn107,32,4.145349
cuda,eca_botnext26ts_256,64,1.747946
cuda,eca_halonext26ts,64,1.872147
cuda,ecaresnet101d,64,3.473861
cuda,ese_vovnet19b_dw,128,1.244247
cuda,fbnetv3_b,128,3.583006
cuda,gernet_l,128,2.324979
cuda,ghostnet_100,128,2.260373
cuda,gluon_inception_v3,128,2.217001
cuda,gluon_senet154,32,5.963284
cuda,gluon_xception65,32,2.840490
cuda,gmixer_24_224,64,2.543643
cuda,gmlp_s16_224,64,2.410345
cuda,hardcorenas_a,128,1.608787
cuda,hrnet_w18,2,9.169904
cuda,inception_v3,128,2.346339
cuda,jx_nest_base,32,2.767572
cuda,lcnet_050,128,1.230400
cuda,legacy_senet154,32,4.898771
cuda,mixer_b16_224,64,1.586796
cuda,mobilevit_s,32,2.398640
cuda,nasnetalarge,16,9.111053
cuda,nfnet_l0,64,2.327105
cuda,pit_b_224,64,1.926184
cuda,pnasnet5large,16,7.026875
cuda,poolformer_m36,64,3.284522
cuda,regnety_002,128,2.167817
cuda,repvgg_a2,128,2.255432
cuda,res2net101_26w_4s,64,4.041055
cuda,res2net50_14w_8s,2,3.498136
cuda,res2next50,2,2.200576
cuda,resmlp_12_224,128,1.244304
cuda,resnest101e,32,5.047453
cuda,resnet18,128,0.938902
cuda,sebotnet33ts_256,64,2.191634
cuda,selecsls42b,128,1.282329
cuda,swin_base_patch4_window7_224,64,4.020389
cuda,swsl_resnext101_32x16d,32,2.964958
cuda,tf_efficientnet_b0,128,2.373774
cuda,tf_mixnet_l,64,5.458135
cuda,tinynet_a,128,2.528926
cuda,twins_pcpvt_base,32,4.253825
cuda,visformer_small,128,1.744017
cuda,vit_base_patch16_224,64,1.906192
cuda,xcit_large_24_p8_224,5,4.778249
