dev,name,batch_size,speedup
cuda,AlbertForMaskedLM,2,1.6252
cuda,AlbertForQuestionAnswering,2,1.6382
cuda,AllenaiLongformerBase,1,2.2666
cuda,BartForCausalLM,2,1.4110
cuda,BartForConditionalGeneration,1,0.7865
cuda,BertForMaskedLM,64,1.2963
cuda,BertForQuestionAnswering,64,1.4194
cuda,BigBird,0,0.0000
cuda,BlenderbotSmallForCausalLM,64,1.2286
cuda,BlenderbotSmallForConditionalGeneration,32,1.7843
cuda,CamemBert,1,3.3962
cuda,DebertaForMaskedLM,4,1.3318
cuda,DebertaForQuestionAnswering,4,2.2126
cuda,DistilBertForMaskedLM,16,1.6428
cuda,DistilBertForQuestionAnswering,32,1.6520
cuda,DistillGPT2,1,2.3142
cuda,ElectraForCausalLM,1,5.2494
cuda,ElectraForQuestionAnswering,64,1.8956
cuda,GPT2ForSequenceClassification,4,2.5190
cuda,LayoutLMForMaskedLM,16,1.4655
cuda,LayoutLMForSequenceClassification,16,1.6128
cuda,M2M100ForConditionalGeneration,2,3.0952
cuda,MBartForCausalLM,16,1.2858
cuda,MBartForConditionalGeneration,0,0.0000
cuda,MT5ForConditionalGeneration,2,5.9495
cuda,MegatronBertForCausalLM,2,4.1104
cuda,MegatronBertForQuestionAnswering,8,2.5517
cuda,MobileBertForMaskedLM,16,5.1922
cuda,MobileBertForQuestionAnswering,32,4.3179
cuda,OPTForCausalLM,0,0.0000
cuda,PLBartForCausalLM,16,1.3888
cuda,PLBartForConditionalGeneration,0,0.0000
cuda,PegasusForCausalLM,8,1.6019
cuda,PegasusForConditionalGeneration,4,2.8543
cuda,RobertaForCausalLM,4,3.2908
cuda,RobertaForQuestionAnswering,64,1.4170
cuda,Speech2Text2ForCausalLM,64,1.8459
cuda,T5ForConditionalGeneration,4,1.6622
cuda,T5Small,1,1.7606
cuda,TrOCRForCausalLM,8,1.9345
cuda,XGLMForCausalLM,0,0.0000
cuda,XLNetLMHeadModel,0,0.0000
cuda,YituTechConvBert,1,4.6572
