,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.02x,1.00x
ts_nvfuser,ts_nvfuser,1.04x,1.04x,1.03x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.00x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,1.19x,1.36x,1.33x
inductor_cudagraphs,inductor_cudagraphs,1.86x,2.11x,1.69x
