dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,24.111122,22.033401,19.410508,13.674293,7.775468,20.824090,3.288184,1.536916,0.160244,3.330223,7.188360,18.407958
cuda,AlbertForQuestionAnswering,4,22.927236,20.857198,18.328375,12.609337,7.668623,18.691585,3.268075,1.522776,0.157415,1.200758,3.650322,15.103989
cuda,BartForCausalLM,4,30.521942,26.092504,22.722377,15.544560,7.679775,19.428902,3.504236,2.118886,0.233636,3.625755,1.877849,15.415420
cuda,BartForConditionalGeneration,2,57.255314,45.686080,42.981703,24.577978,20.909271,24.543240,9.031126,5.504798,1.177463,0.635544,0.467793,22.353378
cuda,BertForMaskedLM,16,29.859900,24.759334,21.549699,13.960580,7.897269,18.925936,4.259218,2.251115,0.311335,0.555973,6.352140,13.634796
cuda,BertForQuestionAnswering,16,29.446024,24.399026,21.458165,13.837975,7.829185,17.365690,4.235500,2.270941,0.309463,0.201256,5.994824,11.773542
cuda,BlenderbotSmallForCausalLM,64,23.375396,20.389783,16.588161,11.957013,5.339909,18.569506,2.322165,1.451558,0.157980,3.526464,2.425966,15.629650
cuda,BlenderbotSmallForConditionalGeneration,64,40.039759,32.858605,29.637029,17.407449,13.346338,19.544529,6.725567,3.364029,0.638166,1.529537,2.300975,17.372244
cuda,CamemBert,16,29.710975,24.731598,21.663215,14.147548,7.850761,17.446612,4.496383,2.048302,0.309403,0.557154,5.042361,11.922725
cuda,DebertaForMaskedLM,4,34.822045,28.576780,24.996524,18.113754,6.652706,24.471180,3.657128,2.111345,0.289851,16.523457,3.215859,29.847605
cuda,DebertaForQuestionAnswering,8,33.754945,27.481159,24.072044,17.148180,6.644368,23.619787,3.651532,2.125688,0.292194,18.210490,2.991260,31.641318
cuda,DebertaV2ForMaskedLM,1,49.754853,36.629020,33.765514,21.145248,14.122304,21.825289,4.779920,3.176312,0.572338,37.451593,1.335984,52.866205
cuda,DebertaV2ForQuestionAnswering,2,47.661889,34.612620,31.777290,19.091868,14.292322,20.547215,5.687188,3.760201,0.587652,37.953737,54.312446
cuda,DistilBertForMaskedLM,128,18.370155,16.413534,13.248225,9.468884,4.359021,12.150264,2.084985,1.075647,0.133887,3.446344,8.477981,10.596145
cuda,DistilBertForQuestionAnswering,256,18.670009,16.714616,13.393319,9.570856,4.359302,12.880398,2.146958,1.078925,0.130318,3.603681,10.144938,11.382786
cuda,DistillGPT2,16,17.921814,15.949010,12.350523,8.811931,3.880038,11.834286,2.188052,1.050218,0.115934,1.082171,2.063164,8.086506
cuda,ElectraForCausalLM,32,36.199342,31.052433,27.407434,19.717482,8.194413,30.961101,4.616704,2.124727,0.310910,1.929373,12.817896,21.588274
cuda,ElectraForQuestionAnswering,64,31.739709,26.722213,22.785018,15.116380,7.964826,23.174271,4.491889,2.022605,0.315823,0.201182,6.666458,16.442739
cuda,GPT2ForSequenceClassification,4,27.221054,23.294395,19.398550,12.656166,7.096845,14.159708,3.970050,2.130867,0.273026,0.470795,1.447660,9.267584
cuda,GoogleFnet,16,20.250675,17.685057,14.367306,10.708698,3.203535,17.471602,2.058728,1.141679,0.134261,4.144769,2.065644,14.256716
cuda,LayoutLMForMaskedLM,16,33.118751,28.095315,24.580414,16.905963,8.284179,21.907645,4.239883,2.103033,0.331520,3.090526,6.315830,16.604955
cuda,LayoutLMForSequenceClassification,16,31.462513,26.432757,23.451490,15.894879,8.272164,21.205279,4.216371,2.095571,0.315751,5.454641,8.627784,19.259817
cuda,M2M100ForConditionalGeneration,16,73.538518,56.184618,53.264564,32.276031,21.434651,34.833347,11.267081,6.425902,0.759802,16.647846,21.641164,41.329688
cuda,MBartForCausalLM,4,29.396637,25.107790,21.734916,14.958371,7.771716,19.290483,3.603504,2.176498,0.237293,3.628497,1.892069,15.955801
cuda,MBartForConditionalGeneration,2,59.167094,47.550792,44.824619,26.253431,20.466875,26.755533,9.554302,5.643612,1.181210,0.591344,0.420460,22.586378
cuda,MT5ForConditionalGeneration,16,46.332660,39.411909,36.575787,23.736365,14.157291,28.836900,5.724815,2.649444,0.429307,38.907933,75.388818,58.529779
cuda,MegatronBertForCausalLM,4,53.520468,42.263241,39.110127,24.057912,15.692903,26.871696,8.575926,4.433237,0.830438,1.928725,11.708295,20.875402
