dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,5.443747,82.990627,1.972479,97.563309,3.944123,1.396175,0.285244,0.000019,16.682084
cuda,Background_Matting,4,4.820976,54.124006,1.296425,110.635395,4.795777,1.965064,0.208172,20.892020,78.791723
cuda,LearningToPaint,96,1.279412,70.483854,0.570483,126.961106,1.382427,0.791102,0.076610,20.588912,77.678768
cuda,Super_SloMo,6,3.000706,60.709121,1.354043,103.004682,4.535687,1.675506,0.107522,0.398476,44.135400
cuda,alexnet,128,0.225433,13.311446,0.127903,26.263654,0.435766,0.190667,0.013951,0.147641,13.235444
cuda,attention_is_all_you_need_pytorch,256,4.932987,104.366588,2.089816,138.242807,3.793576,1.601649,0.339974,19.710770,55.809892
cuda,dcgan,32,0.227112,10.008931,0.119010,18.424878,0.183861,0.074781,0.012761,0.133109,8.676933
cuda,demucs,4,0.861032
cuda,densenet121,4,15.533782,497.819057,3.284904,778.520101,15.275846,4.584446,0.747509,57.654390,342.403608
cuda,drq,1,0.322611,12.978870,0.092752,23.352096,0.148002,0.067359,0.014497,0.303842,10.780563
cuda,fastNLP_Bert,6,5.565327,79.933783,1.555375,100.332503,4.108045,1.519438,0.289106,12.410826,34.492884
cuda,functorch_dp_cifar10,64,0.887710,38.786628,0.658215,84.248965,2.441101,0.668058,0.074050,42.504650,88.674680
cuda,hf_Albert,8,1.690102,19.769415,1.550202,52.857487,2.532416,1.014372,0.143346,20.361898,55.097706
cuda,hf_Bart,4,8.070229,49.814278,1.841917,101.388148,4.835146,1.735433,0.384259,21.544673,75.116183
cuda,hf_Bert,4,5.697190,34.247872,1.491433,51.442790,3.458080,1.324793,0.285000,1.830317,20.636041
cuda,hf_BigBird,2,13.294812,15.308877,1.379230,30.585223,2.593637,1.193346,0.212560,10.123031,26.916267
cuda,hf_DistilBert,8,2.007409,20.628352,1.078636,39.503261,1.698252,0.722466,0.119018,8.375949,28.395298
cuda,hf_GPT2,4,4.058229,68.241545,1.365528,87.196141,3.153055,1.240417,0.228221,8.050989,28.472535
cuda,hf_Reformer,4,3.710665,44.333133,0.564330,53.133204,1.206705,0.596842,0.063487,10.047709,19.472706
cuda,hf_T5,8,4.741277,73.721433,1.578431,120.600473,4.183199,1.425106,0.278682,12.513947,61.109410
cuda,hf_T5_large,2,39.493883,316.811799,5.726918,1553.856931,20.489141,5.505790,2.094372,22.133477,1266.439482
cuda,lennard_jones,1000,0.154264,3.867990,0.055663,7.067788,0.071000,0.040460,0.006611,0.112572,3.373416
cuda,mnasnet1_0,32,3.974864,134.790045,1.447291,310.158853,5.088201,1.875483,0.228600,354.462697,531.576635
cuda,mobilenet_v2,96,4.032696,134.763667,1.591547,311.926848,5.608649,2.022302,0.266914,220.484522,399.347760
cuda,mobilenet_v3_large,32,4.443059,213.107039,1.593456,440.546120,5.723952,2.020560,0.259040,250.674288,479.818153
cuda,moco,32,12.947528,196.426646,2.689297,352.868726,6.462715,2.531658,0.303196,100.217838,259.516617
cuda,nvidia_deeprecommender,256,0.246007,5.425106,0.083173,12.604898,0.117681,0.056500,0.009547,1.571466,8.841659
