dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,beit_base_patch16_224,64,4.884259,28.783360,1.199330,57.176705,2.806071,1.190107,0.210263,6.809819,36.491684
cuda,cait_m36_384,2,48.837177,41.054808,3.753453,89.786171,10.743258,4.456929,1.591269,71.271218,124.069561
cuda,coat_lite_mini,128,3.350737,88.644699,2.356876,249.823760,5.566823,2.044239,0.180809,212.048709,375.674044
cuda,convit_base,32,4.312362,53.042364,1.557610,110.110662,3.616143,1.543554,0.241976,46.071845,104.800038
cuda,convnext_base,32,11.859636,59.554636,2.431231,172.436915,7.389981,2.652531,0.458794,92.324279,207.767085
cuda,crossvit_9_240,64,7.784328,45.208299,1.865385,104.575212,4.513340,1.725110,0.319839,93.831465,155.198556
cuda,cspdarknet53,64,6.563860,140.915385,1.686415,262.765465,4.958371,2.172188,0.365806,70.925582,194.588173
cuda,deit_base_distilled_patch16_224,64,3.209475,24.389131,0.993271,55.572860,2.446887,1.032789,0.169519,14.995457,47.248516
cuda,dla102,64,11.543892,172.372184,2.200837,314.239949,7.958956,3.108699,0.570484,57.806795,202.385655
cuda,dpn107,32,14.694469,336.769972,3.055182,448.911115,9.102130,3.437450,0.548136,13.668729,129.093567
cuda,eca_botnext26ts_256,64,2.814891,126.754316,2.236194,280.183812,6.506547,2.618585,0.155025,186.614978,342.361494
cuda,eca_halonext26ts,64,3.013831,112.030605,2.540099,240.542813,11.184008,3.262494,0.162383,152.150714,283.486074
cuda,ese_vovnet19b_dw,128,2.096462,145.252972,0.908293,257.463186,4.346188,1.610448,0.121153,56.572836,169.746021
cuda,fbnetc_100,128,6.357141,171.330460,1.923790,340.379265,5.329805,2.835631,0.317370,168.828511,339.917818
cuda,fbnetv3_b,128,14.254604,135.498114,3.082655,320.323031,9.284515,3.317322,0.745803,154.970284,343.071247
cuda,gernet_l,128,5.484848,71.503698,1.228388,176.958913,3.479187,1.533859,0.239135,40.051530,146.837280
cuda,ghostnet_100,128,9.973147,209.754033,2.585241,371.959385,8.977641,3.495195,0.485921,103.598259,268.541511
cuda,gmixer_24_224,64,8.584615,33.188175,1.216423,65.161003,4.494709,1.748122,0.320642,26.199785,59.746505
cuda,gmlp_s16_224,64,9.653971,36.874188,1.710255,67.513000,7.226327,2.351566,0.317112,30.011515,62.503143
cuda,hrnet_w18,2,109.379592,153.895172,5.671499,333.648831,18.955211,5.708665,2.664304,370.520790,557.316872
cuda,jx_nest_base,32,10.171479,96.181484,2.772082,204.484921,9.568739,3.367480,0.513974,61.443044,172.687370
cuda,lcnet_050,128,2.134882,75.240207,0.986948,129.824839,3.249144,1.231430,0.161136,39.501491,95.295036
cuda,mixer_b16_224,64,2.806892,32.218280,0.872123,60.335312,2.486259,0.882746,0.126604,13.982779,43.213201
cuda,mixnet_l,64,14.115770,196.672247,1.906732,335.276896,6.407368,2.945161,0.528857,58.299022,198.959922
cuda,mnasnet_100,128,4.699404,127.147858,1.580818,273.583692,4.522044,1.838800,0.225035,116.863276,264.970731
cuda,mobilenetv2_100,128,4.630699,101.125905,1.649263,200.645324,4.962770,1.881171,0.250741,67.726721,168.986976
cuda,mobilenetv3_large_100,128,4.978134,107.858149,1.720240,213.149351,5.577032,2.430811,0.266443,42.403980,149.511504
cuda,mobilevit_s,32,6.374137,222.350324,3.427391,401.762841,13.951755,6.661592,0.305160,192.067498,375.032146
cuda,nfnet_l0,64,6.566226,33.686022,1.510076,77.517699,3.227327,1.182512,0.265843,2.874833,48.345624
cuda,regnety_002,128,5.232776,81.606079,1.194221,183.915401,3.624052,1.481851,0.250405,66.318766,170.119086
