dev,name,batch_size,speedup,start_latency,peak_memory
cuda,adv_inception_v3,128,0.9996,1.7067,13.2814
cuda,beit_base_patch16_224,64,0.9995,1.4262,10.9192
cuda,botnet26t_256,128,0.9649,1.5027,11.6538
cuda,cait_m36_384,2,0.9996,2.9083,10.7435
cuda,coat_lite_mini,128,0.9999,1.6565,11.7710
cuda,convit_base,32,0.9910,2.2594,8.1312
cuda,convmixer_768_32,32,0.9997,1.8621,13.5445
cuda,convnext_base,32,0.9993,1.6367,8.3066
cuda,crossvit_9_240,64,1.0037,1.3469,3.7560
cuda,cspdarknet53,64,0.8716,2.2436,10.6698
cuda,deit_base_distilled_patch16_224,64,0.9995,1.1592,10.0661
cuda,densenet121,64,0.9892,3.1682,8.5832
cuda,dla102,64,0.9992,1.5500,9.4445
cuda,dm_nfnet_f0,128,0.9997,2.3661,14.5043
cuda,dpn107,32,0.8807,3.8716,11.1553
cuda,eca_botnext26ts_256,64,0.9392,1.4228,8.0473
cuda,eca_halonext26ts,64,0.9403,1.4978,8.1055
cuda,ese_vovnet19b_dw,128,0.9337,1.1195,9.8250
cuda,fbnetc_100,128,0.8691,1.9382,7.0751
cuda,fbnetv3_b,128,0.8395,3.0287,11.1193
cuda,gernet_l,128,0.9190,2.0289,8.4537
cuda,ghostnet_100,128,0.9982,1.9480,5.5364
cuda,gluon_inception_v3,128,0.9996,1.6972,13.2814
cuda,gluon_xception65,32,0.9996,1.7414,13.8650
cuda,gmixer_24_224,64,0.9993,1.3565,7.8057
cuda,gmlp_s16_224,64,0.9990,1.2816,9.2750
cuda,hrnet_w18,2,1.0070,4.3019,0.4946
cuda,inception_v3,128,0.9997,1.6998,13.2814
cuda,jx_nest_base,32,0.9996,2.0203,10.3606
cuda,lcnet_050,128,0.8672,0.9442,2.2553
cuda,mixer_b16_224,64,0.9994,0.9061,8.2778
cuda,mixnet_l,64,0.8972,5.3170,7.6263
cuda,mnasnet_100,128,0.8832,1.6066,5.9525
cuda,mobilenetv2_100,128,0.8823,1.6483,10.3031
cuda,mobilenetv3_large_100,128,0.8802,1.5946,5.9291
cuda,mobilevit_s,32,0.9070,1.5949,6.1768
cuda,nfnet_l0,64,0.9997,1.7210,6.1791
cuda,pit_b_224,64,0.9997,1.3617,12.0544
cuda,pnasnet5large,16,0.9988,4.2119,17.4329
cuda,poolformer_m36,64,0.9993,2.0769,16.2654
cuda,regnety_002,128,0.9721,1.4035,2.6781
cuda,repvgg_a2,128,0.8751,1.9005,5.4389
cuda,res2net101_26w_4s,64,0.9991,2.3867,11.1812
cuda,res2net50_14w_8s,2,0.9985,1.9152,0.5267
cuda,res2next50,2,1.0034,1.1653,0.5225
cuda,resmlp_12_224,128,0.9992,0.8760,7.1428
cuda,resnest101e,32,1.0039,2.5539,8.3577
cuda,resnet18,128,0.9992,0.5498,3.1659
cuda,rexnet_100,128,0.9435,1.8600,12.0836
cuda,sebotnet33ts_256,64,0.9401,1.6788,10.4578
cuda,selecsls42b,128,0.9994,0.8200,6.3610
cuda,spnasnet_100,128,0.8527,1.8718,6.5440
cuda,swin_base_patch4_window7_224,64,0.9997,3.2438,15.4409
cuda,swsl_resnext101_32x16d,32,0.9999,1.8084,14.8301
cuda,tf_efficientnet_b0,128,0.9218,1.8900,11.7314
cuda,tf_mixnet_l,64,0.9038,5.7690,8.4006
cuda,tinynet_a,128,0.8810,2.0086,9.3388
cuda,tnt_s_patch16_224,64,0.9994,2.2469,9.6085
cuda,twins_pcpvt_base,32,1.0020,2.2886,6.0257
cuda,visformer_small,128,0.9998,1.1508,11.0763
cuda,vit_base_patch16_224,64,0.9995,1.2144,9.9824
cuda,volo_d1_224,64,0.9997,1.6772,9.6172
cuda,xcit_large_24_p8_224,5,1.0014,2.8495,10.0726
