dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,1.8506,124.6101,3.4610
cuda,Background_Matting,4,1.1405,45.2776,12.6083
cuda,LearningToPaint,96,1.2170,35.5122,1.3717
cuda,Super_SloMo,6,1.1752,66.8316,5.3579
cuda,alexnet,128,1.1102,9.4235,1.9478
cuda,attention_is_all_you_need_pytorch,256,1.0564,155.7739,9.9604
cuda,dcgan,32,1.5503,8.1928,0.0972
cuda,demucs,0,0.0000
cuda,densenet121,4,1.0910,214.3339,0.7361
cuda,dlrm,2048,1.3329,10.2092,5.4431
cuda,drq,0,0.0000
cuda,fastNLP_Bert,6,1.1111,216.0512,5.6583
cuda,hf_Albert,8,1.6367,37.2743,7.5029
cuda,hf_Bart,4,1.1503,102.5259,7.0933
cuda,hf_Bert,4,1.1106,45.0589,5.2579
cuda,hf_BigBird,2,2.8841,98.9746,7.1667
cuda,hf_DistilBert,8,1.1333,25.0067,5.6844
cuda,hf_GPT2,4,1.4106,203.3125,5.7618
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,0,0.0000
cuda,hf_T5,0,0.0000
cuda,mnasnet1_0,32,1.3769,80.8552,1.7629
cuda,mobilenet_v2,96,1.2810,88.2342,7.7255
cuda,mobilenet_v2_quantized_qat,96,1.2335,122.1006,8.6963
cuda,mobilenet_v3_large,32,1.7585,80.3893,1.7602
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.7572,6.3381,5.5347
cuda,pytorch_CycleGAN_and_pix2pix,1,1.6607,19.7730,0.5997
cuda,pytorch_stargan,16,1.1298,33.4931,1.3318
cuda,pytorch_struct,200,1.6714,24.5848,1.0027
cuda,pytorch_unet,1,1.1973,32.3706,4.1474
cuda,resnet18,16,1.6898,32.4883,0.7557
cuda,resnet50,32,1.1802,35.3784,3.5829
cuda,resnet50_quantized_qat,32,1.0308,84.2445,4.6854
cuda,resnext50_32x4d,8,1.8124,46.7069,1.4405
cuda,shufflenet_v2_x1_0,128,1.2718,62.8154,2.7921
cuda,soft_actor_critic,0,0.0000
cuda,speech_transformer,0,0.0000
cuda,squeezenet1_1,32,1.5911,16.1879,0.7137
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,0.9835,97.7115,2.6534
cuda,timm_nfnet,128,1.4459,78.6828,13.3778
cuda,timm_regnet,32,1.1079,55.9803,7.1107
cuda,timm_resnest,32,1.4897,94.2830,2.6193
cuda,timm_vision_transformer,8,0.8002,52.9711,1.0612
cuda,timm_vovnet,32,0.6865,74.4619,3.2891
cuda,tts_angular,0,0.0000
cuda,vgg16,64,1.1616,12.4570,10.0409
cuda,yolov3,0,0.0000
