dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BERT_pytorch,16,1.410073
cuda,Background_Matting,4,0.559268
cuda,LearningToPaint,96,0.443310
cuda,Super_SloMo,6,0.745921
cuda,alexnet,128,0.328173
cuda,attention_is_all_you_need_pytorch,256,1.102741
cuda,dcgan,32,0.312988
cuda,demucs,4,0.502887
cuda,densenet121,4,1.321002
cuda,dlrm,2048,0.528827
cuda,drq,1,0.351294
cuda,fastNLP_Bert,6,1.427573
cuda,hf_Albert,8,1.061501
cuda,hf_Bart,4,1.315333
cuda,hf_Bert,4,1.223672
cuda,hf_BigBird,2,6.366886
cuda,hf_DistilBert,8,0.572763
cuda,hf_GPT2,4,1.258609
cuda,hf_Longformer,2,1.122816
cuda,hf_Reformer,4,1.340107
cuda,hf_T5,8,1.910929
cuda,mnasnet1_0,32,0.602946
cuda,mobilenet_v2,96,0.624244
cuda,mobilenet_v2_quantized_qat,96,2.269887
cuda,mobilenet_v3_large,32,0.656356
cuda,moco,32,1.350217
cuda,nvidia_deeprecommender,256,0.331202
cuda,pytorch_CycleGAN_and_pix2pix,1,0.432416
cuda,pytorch_stargan,16,0.441352
cuda,pytorch_struct,200,0.361089
cuda,pytorch_unet,1,0.475243
cuda,resnet18,16,0.427406
cuda,resnet50,32,0.637456
cuda,resnet50_quantized_qat,32,1.963891
cuda,resnext50_32x4d,8,0.655508
cuda,shufflenet_v2_x1_0,128,0.717982
cuda,soft_actor_critic,256,0.284896
cuda,speech_transformer,32,1.458799
cuda,squeezenet1_1,32,0.400531
cuda,tacotron2,64,10.739565
cuda,timm_efficientdet,1,18.111345
cuda,timm_efficientnet,32,1.361352
cuda,timm_nfnet,128,1.543607
cuda,timm_regnet,32,1.739470
cuda,timm_resnest,32,0.461059
cuda,timm_vision_transformer,8,0.699223
cuda,timm_vovnet,32,1.286870
cuda,tts_angular,64,0.412435
cuda,vgg16,64,0.343797
cuda,yolov3,16,5.527775
