,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,0.99x,1.00x
aot_eager,aot_eager,0.86x,0.90x,0.89x
inductor,inductor,0.83x,0.93x,0.98x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.90x,1.04x,0.99x
