dev,name,batch_size,speedup
cuda,adv_inception_v3,128,1.3984
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,1.3063
cuda,cait_m36_384,0,0.0000
cuda,coat_lite_mini,128,1.3018
cuda,convit_base,64,1.2605
cuda,convmixer_768_32,64,1.0647
cuda,convnext_base,64,0.6923
cuda,crossvit_9_240,0,0.0000
cuda,cspdarknet53,64,1.1305
cuda,deit_base_distilled_patch16_224,0,0.0000
cuda,densenet121,128,1.3067
cuda,dla102,128,1.5416
cuda,dm_nfnet_f0,0,0.0000
cuda,dpn107,64,1.0871
cuda,eca_botnext26ts_256,0,0.0000
cuda,eca_halonext26ts,0,0.0000
cuda,ecaresnet101d,128,1.3457
cuda,ese_vovnet19b_dw,128,1.2095
cuda,fbnetc_100,128,1.1065
cuda,fbnetv3_b,128,1.0685
cuda,gernet_l,128,0.9367
cuda,ghostnet_100,0,0.0000
cuda,gluon_inception_v3,128,1.3987
cuda,gluon_senet154,64,1.1319
cuda,gluon_xception65,32,1.1156
cuda,gmixer_24_224,128,1.1055
cuda,gmlp_s16_224,128,1.3956
cuda,hardcorenas_a,128,1.2989
cuda,hrnet_w18,128,1.4987
cuda,inception_v3,128,1.3978
cuda,jx_nest_base,0,0.0000
cuda,lcnet_050,128,1.5630
cuda,legacy_senet154,64,1.1313
cuda,levit_128,0,0.0000
cuda,mixer_b16_224,128,0.9960
cuda,mixnet_l,128,1.1128
cuda,mnasnet_100,128,1.1744
cuda,mobilenetv2_100,128,1.1760
cuda,mobilenetv3_large_100,128,1.2132
cuda,mobilevit_s,0,0.0000
cuda,nasnetalarge,0,0.0000
cuda,nfnet_l0,128,1.4497
cuda,pit_b_224,64,1.4242
cuda,pnasnet5large,0,0.0000
cuda,poolformer_m36,64,1.1062
cuda,regnety_002,128,1.9847
cuda,repvgg_a2,128,0.9499
cuda,res2net101_26w_4s,128,1.2745
cuda,res2net50_14w_8s,128,1.3997
cuda,res2next50,128,1.4001
cuda,resmlp_12_224,128,0.9539
cuda,resnest101e,64,1.4490
cuda,resnet18,128,1.3885
cuda,rexnet_100,0,0.0000
cuda,sebotnet33ts_256,0,0.0000
cuda,selecsls42b,128,1.4045
cuda,spnasnet_100,128,1.0807
cuda,swin_base_patch4_window7_224,64,1.5836
cuda,swsl_resnext101_32x16d,32,1.0943
cuda,tf_efficientnet_b0,0,0.0000
cuda,tf_mixnet_l,128,1.1263
cuda,tinynet_a,0,0.0000
cuda,tnt_s_patch16_224,0,0.0000
cuda,twins_pcpvt_base,0,0.0000
cuda,visformer_small,128,1.2412
cuda,vit_base_patch16_224,0,0.0000
cuda,volo_d1_224,0,0.0000
cuda,xcit_large_24_p8_224,0,0.0000
