dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.376642,23.532344,20.613551,10.708823,2.711394,15.204772,5.031756,1.989655,0.365305,13.514492,7.573595
cuda,Background_Matting,4,27.709002,24.788352,19.615203,11.416007,2.920200,16.833780,6.180661,2.800225,0.281660,8.452349
cuda,LearningToPaint,96,15.052672,13.930999,9.485754,6.250466,1.098854,9.051847,1.656040,0.713172,0.096681,3.946358
cuda,Super_SloMo,6,26.993811,24.641450,20.934765,13.059221,3.070239,17.516309,6.545068,2.481319,0.178649,7.617328
cuda,alexnet,128,7.975004,7.604163,4.071748,3.592802,0.200100,5.801014,0.881840,0.449343,0.019153,2.416249
cuda,attention_is_all_you_need_pytorch,256,28.726383,25.217353,22.139102,12.033473,2.737174,16.695090,5.293752,2.234160,0.448095,14.293133,7.821057
cuda,dcgan,32,7.707126,7.374147,3.800069,3.209538,0.219410,4.531208,0.371516,0.108564,0.015758,1.551202
cuda,demucs,4,17.642360,16.579867,12.557777,11.166059,0.688376,15.739966,1.315134,0.680238,0.056121,1.861168,5.288135
cuda,densenet121,4,61.327589,53.524019,49.181115,28.557040,7.564502,39.499330,15.021122,5.223613,0.768779,19.341108
cuda,drq,1,11.010152,10.473443,5.262530,4.673811,0.152022,7.362019,0.450519,0.119292,0.019933,2.850155
cuda,fastNLP_Bert,6,30.942089,26.423727,23.473639,14.442866,2.595458,19.541924,4.383324,2.062238,0.351149,5.891125,7.819204
cuda,functorch_dp_cifar10,64,13.072528,12.111448,8.524715,5.478282,1.422439,10.698356,2.572638,1.033254,0.082939,6.691898,0.708079
cuda,hf_Albert,8,26.190688,24.009050,20.173959,12.469592,1.902628,21.800204,3.733466,1.356668,0.160394,4.277708,11.327544
cuda,hf_Bart,4,33.736692,28.585437,25.417554,13.375922,3.462348,20.036036,5.716772,2.530002,0.520902,4.226436,10.520999
cuda,hf_Bert,4,29.501959,24.357994,21.037839,12.180583,2.304599,18.524180,4.303761,2.197914,0.348653,7.459637,8.978336
cuda,hf_Bert_large,4,51.170576,40.080141,36.913890,18.956463,5.033955,27.544212,9.117409,3.786300,0.925549,11.652714,13.859869
cuda,hf_BigBird,2,80.226848,68.577342,65.211420,34.547247,10.154585,53.700365,23.814146,10.343208,0.637042,10.643371,29.699807
cuda,hf_DistilBert,8,17.454951,15.503886,12.450895,7.809227,1.186502,11.541692,2.099800,1.044817,0.143990,5.246603,5.405729
cuda,hf_GPT2,4,25.885510,22.452883,18.383107,10.471515,2.714319,13.972623,4.084869,1.762088,0.303298,1.751866,6.318162
cuda,hf_GPT2_large,4,60.135966,47.384694,44.030430,20.464539,8.123389,30.243455,13.025800,5.137202,1.576516,1.334066,18.219137
cuda,hf_Longformer,2,80.307615,69.491293,66.178194,44.605130,6.401914,57.356142,17.635040,5.591198,0.463762,4.699608,19.488753
cuda,hf_Reformer,4,24.170625,21.551224,18.471665,16.323258,0.912080,20.153584,1.650631,0.956131,0.070558,3.179906,4.788344
cuda,hf_T5,8,36.507035,32.070087,28.787544,18.446546,2.804112,26.341013,4.729978,2.022599,0.297586,8.195247,10.838434
cuda,hf_T5_large,2,107.449203,87.310405,83.553846,43.060560,12.421030,59.191823,19.070863,8.586830,1.857044,37.215482,29.431905
cuda,lennard_jones,1000,5.438862,5.136093,2.297276,1.929827,0.079719,2.988498,0.226403,0.066358,0.008639,1.143917
cuda,mnasnet1_0,32,27.537670,24.596783,20.573820,12.560683,2.707000,17.178681,4.323272,1.948930,0.262151,7.440337,2.334385
cuda,mobilenet_v2,96,28.323824,25.682985,21.833866,13.239321,3.100003,17.054734,5.002529,2.052995,0.293267,7.042948
cuda,mobilenet_v3_large,32,30.445480,27.555420,23.801368,14.686284,3.273121,21.831314,5.389775,2.129236,0.295277,10.547019,28.398859
cuda,nvidia_deeprecommender,256,6.478166,6.111200,3.027865,2.475076,0.140689,5.596585,0.161659,0.231264,0.012546,3.270256,0.425218
cuda,phlippe_densenet,128,29.369007,26.696745,22.982457,14.631590,3.015111,19.862673,5.090142,2.296344,0.280944,8.362219
cuda,phlippe_resnet,128,13.504782,12.412147,8.735214,5.674602,1.035239,7.471323,1.392736,0.687427,0.088816,2.876513
cuda,pytorch_CycleGAN_and_pix2pix,1,13.063519,11.906521,8.357931,4.961804,1.145619,7.803673,2.150712,0.886720,0.082248,4.032729
cuda,pytorch_stargan,16,16.406118,15.412997,11.386513,7.923796,1.006627,12.126193,1.574564,0.524081,0.072517,34.871818,5.255126
cuda,pytorch_struct,200,7.982968,7.266062,3.497720,2.568986,0.181028,6.428916,0.315758,0.178701,0.026990,4.201441,13.208185
cuda,pytorch_unet,1,16.254816,14.972495,11.218452,7.478380,1.269133,11.021768,2.721014,1.078153,0.102613,4.864445
cuda,resnet152,32,58.580150,49.151213,45.222522,21.161683,8.841467,25.813381,11.926491,4.517204,1.141967,14.163268,2.345920
cuda,resnet18,16,14.772095,13.509783,9.871781,6.728015,1.116586,10.313884,2.076951,0.833589,0.088854,4.747204,2.544374
cuda,resnet50,32,25.782816,23.088239,18.411394,10.280212,2.923225,14.603811,3.857052,1.980724,0.274608,7.363385,2.399845
cuda,resnext50_32x4d,8,23.654850,20.977871,17.085592,9.036415,2.779293,13.551761,3.506699,1.781544,0.250845,7.412523,2.885903
cuda,shufflenet_v2_x1_0,128,27.093420,24.183536,20.552518,11.833863,3.529958,15.698076,5.243902,2.681392,0.347842,7.522376
cuda,soft_actor_critic,256,6.781926,6.452109,3.498121,3.055899,0.069830,4.648983,0.090271,0.054209,0.008122,1.668232
cuda,speech_transformer,32,34.085776,28.538969,25.624653,14.038549,2.961134,20.464665,6.065659,2.628870,0.392454,9.542603
cuda,squeezenet1_1,32,10.559501,9.761179,6.150838,4.913396,0.475779,8.042713,1.701766,0.741227,0.060585,3.624353
cuda,timm_efficientdet,1,99.122401,80.028957,75.902667,40.236778,15.127525,64.004081,21.380152,7.399036,1.568510,45.901166,39.401102
cuda,timm_efficientnet,32,33.506953,29.197831,25.290900,15.092356,3.623924,22.576936,5.801930,2.428449,0.349299,11.253514,34.415265
cuda,timm_nfnet,128,30.225819,25.488795,21.622605,11.133294,4.229312,17.708359,6.535609,2.274628,0.323041,10.962219
cuda,timm_regnet,32,32.945125,27.261038,23.378779,12.179929,4.150851,17.588187,5.246428,2.319513,0.419799,9.965174,19.855959
cuda,timm_resnest,32,21.181346,19.493487,15.754513,11.685444,1.696369,18.442760,3.611347,1.538226,0.122529,40.404612,8.513440
cuda,timm_vision_transformer,8,23.835538,21.204982,17.484642,10.824943,1.837781,19.888951,3.590147,1.700710,0.267040,16.548629,10.992692
cuda,timm_vision_transformer_large,8,55.913526,45.585026,41.668950,20.187936,6.377573,40.196421,13.017879,6.004715,1.635504,11.517577,27.040440
cuda,timm_vovnet,32,22.352800,19.362870,15.543438,9.491162,2.375349,14.991134,4.497776,1.828723,0.190239,7.962844,2.347399
cuda,tts_angular,64,6.251596,5.940978,2.591450,2.410336,0.068474,3.397691,0.185666,0.038149,0.004632,1.059597
cuda,vgg16,64,8.814266,8.258346,4.626992,3.841020,0.293497,5.878604,1.184433,0.447719,0.035094,2.344307
cuda,yolov3,16,40.165741,35.839385,32.064418,19.568719,4.523685,25.711671,8.619350,3.123645,0.425448,4.786355,10.844654
