dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,14.398977,9.325644,9.309546
cuda,beit_base_patch16_224,64,9.316017,5.688097,5.672288
cuda,botnet26t_256,128,6.228139,3.820502,3.806319
cuda,cait_m36_384,4,37.853183,21.232916,21.213603
cuda,coat_lite_mini,128,8.418047,5.463623,5.449611
cuda,convit_base,64,9.695802,6.289806,6.274984
cuda,convmixer_768_32,32,7.763291,6.215018,6.197855
cuda,convnext_base,64,13.756328,7.660294,7.643311
cuda,crossvit_9_240,128,14.555534,9.367791,9.351883
cuda,cspdarknet53,64,11.351018,6.625642,6.610891
cuda,deit_base_distilled_patch16_224,64,7.787383,5.106141,5.090909
cuda,dla102,128,16.273069,10.283372,10.266386
cuda,dm_nfnet_f0,128,11.588532,6.713558,6.698460
cuda,dpn107,32,20.637765,12.246403,12.230769
cuda,eca_botnext26ts_256,128,7.149167,4.576292,4.562305
cuda,eca_halonext26ts,128,7.325010,4.683906,4.669894
cuda,ese_vovnet19b_dw,128,4.828655,2.714900,2.701246
cuda,fbnetc_100,128,10.515175,6.065277,6.050507
cuda,fbnetv3_b,128,19.223201,11.513242,11.367160
cuda,gernet_l,128,9.293858,5.275094,5.259882
cuda,ghostnet_100,128,16.251771,9.510216,9.492980
cuda,gluon_inception_v3,128,14.579778,9.444889,9.428333
cuda,gluon_xception65,32,19.920439,12.351257,12.332924
cuda,gmixer_24_224,128,14.483803,9.087180,9.070348
cuda,gmlp_s16_224,128,13.686472,8.502310,8.485040
cuda,hrnet_w18,128,38.779996,31.301098,31.131053
cuda,inception_v3,128,14.278697,9.237969,9.222089
cuda,jx_nest_base,32,15.407747,9.657831,9.641622
cuda,lcnet_050,128,5.407283,3.306083,3.292063
cuda,mixer_b16_224,128,6.397606,4.038131,4.023363
cuda,mixnet_l,128,17.021109,9.924155,9.908490
cuda,mnasnet_100,128,8.440586,5.021925,5.006695
cuda,mobilenetv2_100,128,8.657015,5.203256,5.188339
cuda,mobilenetv3_large_100,128,9.234137,5.510566,5.496144
cuda,mobilevit_s,64,12.247412,7.723588,7.707817
cuda,nfnet_l0,128,11.480445,6.932774,6.917358
cuda,pit_b_224,64,8.798644,5.603129,5.587905
cuda,pnasnet5large,16,27.750163,21.870524,21.847529
cuda,poolformer_m36,64,14.467946,7.790833,7.774277
cuda,regnety_002,128,9.087305,5.209464,5.194504
cuda,repvgg_a2,128,9.192652,5.234469,5.219200
cuda,res2net101_26w_4s,64,30.069111,18.647648,18.627652
cuda,res2net50_14w_8s,128,26.947269,17.401148,17.377360
cuda,res2next50,128,14.005678,9.312773,9.296051
cuda,resmlp_12_224,128,5.603676,3.347852,3.333461
cuda,resnest101e,64,28.560304,17.032656,17.012627
cuda,rexnet_100,128,12.125242,7.287172,7.268848
cuda,sebotnet33ts_256,64,7.499117,5.476631,5.462152
cuda,selecsls42b,128,6.295064,4.122381,4.107410
cuda,spnasnet_100,128,10.199023,5.837237,5.822628
cuda,swin_base_patch4_window7_224,64,20.799949,13.431349,13.414580
cuda,swsl_resnext101_32x16d,32,15.871894,9.960589,9.943345
cuda,tf_efficientnet_b0,128,11.282389,6.717716,6.702734
cuda,tf_mixnet_l,128,17.421581,9.929178,9.912899
cuda,tinynet_a,128,13.371045,8.051811,8.036806
cuda,tnt_s_patch16_224,128,18.723744,12.093601,12.076507
cuda,twins_pcpvt_base,64,26.963168,16.153666,16.135936
cuda,visformer_small,128,6.499990,4.268111,4.253127
cuda,vit_base_patch16_224,64,7.501753,4.877915,4.862569
cuda,volo_d1_224,64,12.789942,8.369754,8.354378
cuda,xcit_large_24_p8_224,5,33.037817,19.281292,19.262339
