,Compiler,torchbench,huggingface,timm_models
eager,eager,"95%, 56/59","100%, 45/45","100%, 61/61"
aot_eager,aot_eager,"93%, 55/59","100%, 45/45","97%, 59/61"
inductor,inductor,"86%, 51/59","91%, 41/45","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"86%, 51/59","98%, 44/45","95%, 58/61"
