dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,2.363111
cuda,beit_base_patch16_224,64,2.283159
cuda,botnet26t_256,128,2.523853
cuda,cait_m36_384,2,9.287022
cuda,coat_lite_mini,128,2.210980
cuda,convit_base,32,0.970582
cuda,convmixer_768_32,32,1.272258
cuda,convnext_base,32,3.174702
cuda,crossvit_9_240,64,3.333482
cuda,cspdarknet53,64,5.303757
cuda,deit_base_distilled_patch16_224,64,1.547179
cuda,densenet121,64,13.786116
cuda,dla102,64,2.759669
cuda,dm_nfnet_f0,128,9.944702
cuda,dpn107,32,14.109600
cuda,eca_botnext26ts_256,64,2.761099
cuda,eca_halonext26ts,64,3.043824
cuda,ecaresnet101d,64,4.832170
cuda,ese_vovnet19b_dw,128,1.434053
cuda,fbnetc_100,128,3.882205
cuda,fbnetv3_b,128,7.595693
cuda,gernet_l,128,4.342419
cuda,ghostnet_100,128,2.072053
cuda,gluon_inception_v3,128,2.342228
cuda,gluon_senet154,32,10.062125
cuda,gluon_xception65,32,2.518181
cuda,gmixer_24_224,64,2.834766
cuda,gmlp_s16_224,64,2.603921
cuda,hardcorenas_a,128,1.867992
cuda,hrnet_w18,2,20.153493
cuda,inception_v3,128,2.328216
cuda,jx_nest_base,32,4.384598
cuda,lcnet_050,128,1.338584
cuda,legacy_senet154,32,6.235924
cuda,mixer_b16_224,64,1.183189
cuda,mixnet_l,64,10.144556
cuda,mnasnet_100,128,2.754574
cuda,mobilenetv2_100,128,2.755425
cuda,mobilenetv3_large_100,128,2.758425
cuda,mobilevit_s,32,4.083583
cuda,nasnetalarge,16,31.009316
cuda,nfnet_l0,64,6.123445
cuda,pit_b_224,64,1.798110
cuda,pnasnet5large,16,23.758255
cuda,regnety_002,128,3.722567
cuda,repvgg_a2,128,4.164781
cuda,res2net101_26w_4s,64,6.176219
cuda,res2net50_14w_8s,2,4.268757
cuda,res2next50,2,2.293477
cuda,resnest101e,32,8.529178
cuda,resnet18,128,0.532887
cuda,rexnet_100,128,4.421665
cuda,sebotnet33ts_256,64,3.827668
cuda,selecsls42b,128,0.871311
cuda,spnasnet_100,128,3.789508
cuda,swin_base_patch4_window7_224,64,9.200114
cuda,swsl_resnext101_32x16d,32,2.585674
cuda,tf_efficientnet_b0,128,3.858996
cuda,tf_mixnet_l,64,13.558955
cuda,tinynet_a,128,4.224901
cuda,tnt_s_patch16_224,64,4.150776
cuda,twins_pcpvt_base,32,6.539634
cuda,vit_base_patch16_224,64,1.533556
cuda,volo_d1_224,64,3.172867
cuda,xcit_large_24_p8_224,5,7.416654
