dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,botnet26t_256,128,2.580828
cuda,coat_lite_mini,128,2.121341
cuda,convit_base,32,0.957465
cuda,convnext_base,32,3.129876
cuda,crossvit_9_240,64,3.292726
cuda,cspdarknet53,64,5.321679
cuda,deit_base_distilled_patch16_224,64,1.548788
cuda,densenet121,64,13.811544
cuda,dla102,64,2.740794
cuda,eca_botnext26ts_256,64,2.780286
cuda,eca_halonext26ts,64,2.955756
cuda,ese_vovnet19b_dw,128,1.424069
cuda,fbnetc_100,128,3.864194
cuda,fbnetv3_b,128,7.690524
cuda,gernet_l,128,4.349443
cuda,ghostnet_100,128,2.046161
cuda,gmixer_24_224,64,2.694411
cuda,gmlp_s16_224,64,2.561435
cuda,hardcorenas_a,128,1.882635
cuda,hrnet_w18,2,19.996341
cuda,lcnet_050,128,1.317987
cuda,mixer_b16_224,64,1.175283
cuda,mixnet_l,64,10.216945
cuda,mnasnet_100,128,2.752202
cuda,mobilenetv2_100,128,2.756005
cuda,mobilenetv3_large_100,128,2.766562
cuda,mobilevit_s,32,4.085694
cuda,nfnet_l0,64,6.168052
cuda,regnety_002,128,3.766459
cuda,repvgg_a2,128,4.136950
cuda,res2net101_26w_4s,64,6.105819
cuda,res2net50_14w_8s,2,4.270324
cuda,res2next50,2,2.314347
cuda,resmlp_12_224,128,1.152359
cuda,resnest101e,32,8.477141
cuda,resnet18,128,0.534814
cuda,selecsls42b,128,0.848909
cuda,spnasnet_100,128,3.772409
cuda,tf_mixnet_l,64,13.734846
cuda,tinynet_a,128,4.264597
cuda,tnt_s_patch16_224,64,4.117245
cuda,twins_pcpvt_base,32,6.526088
cuda,visformer_small,128,1.460126
cuda,vit_base_patch16_224,64,1.547777
cuda,volo_d1_224,64,3.162854
cuda,xcit_large_24_p8_224,5,7.422949
