dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,adv_inception_v3,128,12.775809,6.743747,6.727757
cuda,beit_base_patch16_224,64,8.833081,4.601798,4.587016
cuda,botnet26t_256,128,6.302638,3.074544,3.059675
cuda,cait_m36_384,4,30.704226,16.837490,16.818026
cuda,coat_lite_mini,128,8.294461,4.659043,4.641869
cuda,convit_base,64,9.210427,5.376348,5.361472
cuda,convmixer_768_32,32,6.771274,5.047594,5.031468
cuda,convnext_base,64,13.112010,5.853313,5.837041
cuda,crossvit_9_240,128,13.785331,7.807285,7.790629
cuda,cspdarknet53,64,11.202606,5.066883,5.052134
cuda,deit_base_distilled_patch16_224,64,7.479797,4.055120,4.040562
cuda,dla102,128,14.644130,7.678575,7.661296
cuda,dm_nfnet_f0,128,11.973844,5.513575,5.498663
cuda,dpn107,32,19.708946,9.503332,9.486353
cuda,eca_botnext26ts_256,128,7.157980,3.741596,3.727148
cuda,ese_vovnet19b_dw,128,4.699662,2.171712,2.156933
cuda,fbnetc_100,128,9.502899,4.254582,4.240049
cuda,fbnetv3_b,128,17.390621,8.556494,8.540230
cuda,gernet_l,128,9.179661,4.010121,3.995418
cuda,ghostnet_100,128,15.154715,7.237306,7.220307
cuda,gluon_inception_v3,128,12.648521,6.656118,6.640151
cuda,gluon_xception65,32,16.993437,9.009471,8.992267
cuda,gmixer_24_224,128,13.367272,7.109288,7.093290
cuda,gmlp_s16_224,128,12.499841,6.555483,6.539247
cuda,hrnet_w18,128,35.265378,25.633154,25.605271
cuda,inception_v3,128,12.926177,6.787441,6.771555
cuda,jx_nest_base,32,14.929502,8.040033,8.023657
cuda,lcnet_050,128,5.062463,2.629233,2.615021
cuda,mixer_b16_224,128,6.217811,3.183364,3.168933
cuda,mixnet_l,128,16.554656,7.575322,7.555016
cuda,mnasnet_100,128,7.541219,3.497856,3.483422
cuda,mobilenetv2_100,128,7.858383,3.761786,3.747350
cuda,mobilenetv3_large_100,128,8.450009,4.152264,4.137318
cuda,mobilevit_s,64,11.547935,5.981419,5.965804
cuda,nfnet_l0,128,11.166666,5.687985,5.673183
cuda,pit_b_224,64,8.292933,4.502661,4.487612
cuda,pnasnet5large,16,26.123769,17.662142,17.637308
cuda,poolformer_m36,64,13.885571,6.102746,6.086204
cuda,regnety_002,128,8.896600,3.977348,3.962789
cuda,repvgg_a2,128,8.891603,3.964675,3.950299
cuda,res2net101_26w_4s,64,25.018145,13.998619,13.979078
cuda,res2net50_14w_8s,128,22.635582,13.200996,13.183129
cuda,res2next50,128,12.369230,7.033249,7.017023
cuda,resmlp_12_224,128,5.529463,2.579309,2.564372
cuda,resnest101e,64,24.410118,12.901727,12.882173
cuda,rexnet_100,128,11.364748,5.504614,5.489807
cuda,sebotnet33ts_256,64,9.018442,4.662155,4.647889
cuda,selecsls42b,128,5.667475,3.036199,3.021151
cuda,spnasnet_100,128,9.335926,4.360106,4.200864
cuda,swin_base_patch4_window7_224,64,19.604844,10.633552,10.617025
cuda,swsl_resnext101_32x16d,32,13.969086,7.273913,7.256194
cuda,tf_efficientnet_b0,128,10.476217,5.317332,5.301759
cuda,tf_mixnet_l,128,17.105675,7.728244,7.712776
cuda,tinynet_a,128,12.274849,6.169713,6.153838
cuda,tnt_s_patch16_224,128,17.026166,9.685506,9.669703
cuda,twins_pcpvt_base,64,23.884250,12.965381,12.947120
cuda,visformer_small,128,6.321869,3.402292,3.387292
cuda,vit_base_patch16_224,64,7.237780,3.929138,3.914644
cuda,volo_d1_224,64,12.179675,6.882839,6.867000
cuda,xcit_large_24_p8_224,5,28.536559,15.614167,15.595737
