dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.463985,16.890504,13.968193,7.169977,1.877373,13.529496,3.171178,1.521854,0.151235,0.002427,6.915492,8.582876
cuda,AlbertForQuestionAnswering,4,19.474682,16.932701,13.800821,6.957783,1.860948,13.429019,3.128605,1.513430,0.146501,0.002384,3.457933,8.682397
cuda,AllenaiLongformerBase,4,78.579618,67.471720,63.989964,41.867517,8.465051,57.918829,21.428485,7.749701,0.437756,16.662803,5.063808,41.935133
cuda,BartForCausalLM,4,27.509972,21.212477,18.128851,11.087539,1.889430,17.646424,3.304860,2.097033,0.207905,4.391797,2.735127,13.046211
cuda,BartForConditionalGeneration,2,51.855009,39.510462,36.231632,16.830792,4.958483,25.239235,10.015707,4.829808,1.257016,0.845986,0.438063,14.696101
cuda,BertForMaskedLM,16,24.978892,19.755056,16.136430,8.351890,2.026681,14.483690,4.135786,1.968309,0.290020,0.002474,2.975356,8.359259
cuda,BertForQuestionAnswering,16,25.226099,20.031027,16.626892,8.703781,2.024953,14.645747,4.069742,1.941565,0.290240,0.002616,2.584764,8.163435
cuda,BlenderbotSmallForCausalLM,64,22.011020,17.642299,13.906628,9.125573,1.305886,16.840786,2.368235,1.447659,0.142816,4.110171,3.056324,13.272340
cuda,BlenderbotSmallForConditionalGeneration,64,35.835386,28.154253,24.600883,11.985459,3.301989,18.822287,6.440236,3.279888,0.643112,1.580113,2.322268,12.038764
cuda,CamemBert,16,23.884659,18.777357,15.937141,8.276881,2.002208,13.518378,3.986513,1.936382,0.288891,0.002563,1.662130,7.436939
cuda,DistilBertForMaskedLM,128,17.571645,15.095598,11.754267,7.639416,1.249208,11.890197,1.933068,1.068610,0.118259,3.587215,8.793522,9.187338
cuda,DistilBertForQuestionAnswering,256,17.003510,14.600508,11.656977,7.740685,1.221321,12.560455,1.985676,1.074020,0.113177,3.941783,10.514925,10.082059
cuda,DistillGPT2,16,16.465177,14.020419,10.385969,6.846566,1.360198,11.196023,1.857645,1.015416,0.110857,0.994356,4.461932,6.796440
cuda,ElectraForCausalLM,32,33.471687,25.788212,22.931542,15.222972,2.277543,29.414447,4.163879,2.081950,0.307785,2.243227,9.619481,18.910136
cuda,ElectraForQuestionAnswering,64,24.610559,19.516335,16.645289,8.955596,2.010875,19.034328,4.075213,1.968781,0.292008,0.002365,3.121694,12.284695
cuda,GPT2ForSequenceClassification,4,23.486274,18.781435,15.229778,8.404891,2.212518,12.733103,3.881924,1.832412,0.262654,0.483257,2.338718,7.208486
cuda,LayoutLMForMaskedLM,16,25.115978,19.650527,16.796410,8.977890,2.080009,14.774549,4.139356,1.993740,0.300290,2.031241,2.993773,10.103394
cuda,LayoutLMForSequenceClassification,16,24.627802,19.167418,16.288100,8.403191,2.015325,16.026324,4.845393,2.216141,0.293953,6.488559,7.436796,16.319426
cuda,M2M100ForConditionalGeneration,16,54.509536,40.974015,37.953739,19.758331,5.082136,32.840150,8.918609,5.313714,0.668691,18.309554,24.169681,36.962881
cuda,MBartForCausalLM,4,28.220941,21.981928,18.784827,11.806162,2.018236,19.107545,3.401439,2.149603,0.217564,4.500968,2.887381,14.019589
cuda,MBartForConditionalGeneration,2,53.646722,41.383883,37.885103,18.838665,5.270760,28.820766,10.349183,4.989412,1.369575,0.553659,0.383636,16.302020
cuda,MT5ForConditionalGeneration,16,37.555380,29.551141,26.530541,13.306716,3.837704,21.999150,6.524857,2.704415,0.486142,39.944470,76.021210,52.834576
cuda,MegatronBertForCausalLM,4,42.642983,32.039816,29.222444,13.426516,4.218794,21.626301,8.334713,3.967932,0.902622,1.073709,3.389305,14.188304
cuda,MegatronBertForQuestionAnswering,8,42.273500,31.601067,28.768547,12.763200,4.198443,22.037479,8.281874,3.878226,0.878332,1.423906,2.854266,15.283069
cuda,MobileBertForMaskedLM,64,65.890368,48.444221,44.728510,17.300349,6.287600,36.358193,15.010957,7.661979,3.729732,22.216945,40.062886,48.262548
