dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.281769,22.474722,19.638960,10.743004,2.824923,16.515890,4.187912,2.090865,0.320119,11.541208,28.947147,20.351519
cuda,Background_Matting,4,23.896202,20.508093,16.585291,9.274166,2.514564,16.771896,5.794056,2.968971,0.236243,18.328490,33.951094,28.542114
cuda,LearningToPaint,96,13.168986,11.735865,8.438924,5.533199,1.007586,9.405064,1.253770,0.739630,0.074112,12.234572,22.590521,17.196745
cuda,Super_SloMo,6,23.868440,20.870047,17.962482,10.633755,2.723778,16.224601,5.979493,2.942009,0.150271,8.472868,7.651685
cuda,alexnet,128,6.198725,5.689423,2.680960,2.255997,0.178942,5.444415,0.945051,0.326232,0.015260,4.877129,8.255307,4.731063
cuda,attention_is_all_you_need_pytorch,256,26.927504,22.598619,19.829884,10.840345,2.499988,17.933572,4.941204,2.348723,0.386192,14.435501,32.822465,24.270134
cuda,dcgan,32,5.789279,5.353284,2.510449,1.986656,0.337190,2.996121,0.221581,0.115819,0.012530,0.119894,1.482857
cuda,demucs,4,13.341345,11.840360,8.891279,7.873661,0.462539,12.691600,1.159701,0.678526,0.045713,4.516446,7.557204,9.829983
cuda,densenet121,4,52.766838,45.477416,42.390637,23.626157,6.779630,35.217911,13.792502,5.596171,0.711492,29.679000,58.205206,48.865610
cuda,dlrm,1024,5.195957,4.812532,2.294108,1.641709,0.176320,3.066630,0.387136,0.166496,0.016217,0.129935,1.745581
cuda,drq,1,7.788119,7.105371,3.351281,2.864891,0.130663,4.510133,0.190964,0.111058,0.015730,0.401045,2.191545
cuda,fastNLP_Bert,6,30.375512,25.388770,21.927280,14.110119,2.061672,19.793548,4.268077,2.122331,0.318492,0.382403,7.231339,8.324671
cuda,functorch_dp_cifar10,64,12.291754,11.065717,8.131162,5.300095,1.314268,10.864780,2.215864,1.095100,0.065793,26.856835,36.193379,33.814080
cuda,hf_Albert,8,19.268730,16.715555,13.855450,6.882552,1.863144,11.879670,3.379345,1.534247,0.153043,0.002590,9.644191,7.022355
cuda,hf_Bart,4,39.717831,29.170553,26.005952,16.144279,2.857583,24.198367,4.549732,2.740540,0.289984,4.353329,4.431456,15.525361
cuda,hf_Bert,4,24.377303,19.363910,16.322249,8.629331,2.017522,14.078556,4.036989,1.950591,0.287154,0.002444,3.597150,7.659816
cuda,hf_Bert_large,4,41.475519,30.717133,27.806699,12.673028,3.814959,20.738043,7.816817,3.741384,0.817929,0.002661,3.431785,12.264250
cuda,hf_BigBird,2,74.508585,61.847526,58.780025,31.304296,8.850039,49.900750,21.452516,10.347285,0.590760,14.823356,9.852129,42.991443
cuda,hf_DistilBert,8,16.805398,14.319722,10.788245,6.722487,1.079670,11.188054,1.904735,1.062249,0.116934,2.117117,6.378347,7.766220
cuda,hf_GPT2,4,23.578604,18.937274,15.331569,8.629342,2.160341,12.852911,3.740287,1.822256,0.260907,0.341067,8.279730,6.900702
cuda,hf_GPT2_large,4,59.625505,44.650187,41.353027,21.147863,6.227922,35.562369,12.426995,6.046748,1.433729,0.687745,16.391592,22.176667
cuda,hf_Longformer,2,78.365670,67.253150,63.948497,41.836085,8.419153,57.098186,21.464911,7.782413,0.439095,16.597599,6.544948,41.031765
cuda,hf_Reformer,4,31.522284,27.346044,23.760375,21.515665,0.796646,26.474367,1.411064,0.833729,0.073910,0.467641,5.665283,6.341331
cuda,hf_T5,8,28.459708,22.795267,19.151727,10.099187,2.742450,16.264926,4.336377,1.933662,0.302444,3.232546,8.641138,12.383414
cuda,hf_T5_large,2,99.161299,72.517353,69.269040,32.598115,9.436985,50.959393,22.546823,7.375132,2.569935,4.118309,27.571971,32.921479
cuda,lennard_jones,1000,4.518894,4.121668,1.489317,1.192629,0.068810,2.184663,0.086483,0.063328,0.006527,0.104124,1.172276
cuda,mnasnet1_0,32,24.131322,21.114340,17.264332,10.370140,2.411237,16.187396,3.765313,2.197092,0.209232,39.046996,74.538910,47.476601
cuda,mobilenet_v2,96,25.997108,22.942671,19.048002,11.745770,2.813632,16.800209,3.983823,2.323747,0.232877,42.914289,92.761166,50.997832
cuda,mobilenet_v3_large,32,25.453098,22.153781,18.830691,11.311052,2.757654,18.630125,4.562232,2.181664,0.236662,60.021006,94.329263,70.312584
cuda,nvidia_deeprecommender,256,5.568973,5.082995,2.091513,1.609611,0.134475,4.845247,0.139208,0.091123,0.009779,0.694591,4.076862,0.561351
cuda,phlippe_densenet,128,26.495478,23.342518,20.205240,13.352348,2.730165,20.350223,4.570260,2.365067,0.225954,58.650675,130.029351,68.583582
cuda,phlippe_resnet,128,11.403494,10.050876,7.053705,4.419395,0.928841,7.161779,1.055752,0.708485,0.069154,8.590749,16.796954,12.336522
cuda,pytorch_CycleGAN_and_pix2pix,1,12.216478,11.004244,7.950901,4.860611,1.050377,8.436278,2.017274,1.012026,0.068508,9.596420,18.294479,14.299533
cuda,pytorch_stargan,16,13.109769,11.856766,8.055248,5.022162,0.943160,8.404350,1.233843,0.547406,0.059309,12.886153,26.767576,17.295766
