dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,21.347959,18.439262,15.437518,8.577586,2.537392,13.771566,3.014599,1.547551,0.151736,6.671683,10.440719
cuda,AlbertForQuestionAnswering,4,20.773126,18.210090,15.170959,8.240197,2.238908,13.379342,2.989150,1.531857,0.148075,3.286325,10.327482
cuda,BartForCausalLM,4,26.279599,20.419139,17.278588,9.810134,2.112619,14.354459,3.845519,1.939500,0.289319,2.460723,9.744073
cuda,BartForConditionalGeneration,2,55.780446,43.224225,40.105164,20.805085,5.932858,25.518156,10.127446,4.904109,1.243700,0.446593,18.349348
cuda,BertForMaskedLM,16,26.240667,20.718653,17.734609,9.997544,2.503706,14.049580,3.843289,1.966454,0.290912,2.969618,9.725384
cuda,BertForQuestionAnswering,16,27.043386,21.410542,18.413663,10.556399,2.532133,14.615862,3.851907,2.007722,0.293703,2.602915,9.823282
cuda,BlenderbotForCausalLM,4,43.046465,30.968897,28.086536,13.366063,4.301406,20.466005,7.779092,3.973097,0.901716,8.151209,17.856099
cuda,BlenderbotSmallForCausalLM,64,19.067819,15.297523,11.192252,6.109632,1.423882,9.777870,2.287569,1.320341,0.172956,3.552708,7.410955
cuda,BlenderbotSmallForConditionalGeneration,64,39.401316,31.232313,27.277642,14.709294,3.649317,19.358563,6.594625,3.277565,0.644170,2.311693,13.355389
cuda,CamemBert,16,28.045686,22.460551,18.529253,10.671119,2.497243,14.114464,3.824621,1.986718,0.290813,1.652639,9.118846
cuda,DebertaForMaskedLM,4,37.917371,30.158316,26.230298,18.766723,2.237528,27.852271,4.307941,2.559208,0.291759,3.406658,14.968940
cuda,DebertaForQuestionAnswering,8,34.325069,27.099733,23.839765,16.509423,2.209772,25.421183,4.757811,2.514269,0.295717,4.154955,14.461784
cuda,DebertaV2ForMaskedLM,1,55.302518,39.732513,35.630382,21.351331,3.587048,29.889349,5.979785,4.000261,0.556656,1.462914,18.787544
cuda,DebertaV2ForQuestionAnswering,2,52.903851,37.516646,33.619208,19.226538,3.689971,27.222410,6.668218,5.164545,0.572719,18.539458
cuda,DistilBertForMaskedLM,128,19.515772,17.078712,13.224483,9.348820,1.571533,13.135454,1.952442,1.074606,0.118425,9.210218,7.004028
cuda,DistilBertForQuestionAnswering,256,19.161739,16.746468,12.910188,9.045946,1.338524,13.498761,2.220329,1.060221,0.113061,10.374915,7.423401
cuda,DistillGPT2,16,18.024775,15.549961,11.602569,8.119953,1.277010,12.334442,2.236097,0.983919,0.110491,4.449466,6.975773
cuda,ElectraForCausalLM,32,27.820254,22.681143,19.002097,11.315300,2.521896,20.358287,4.025171,2.064156,0.298064,10.395366,14.687204
cuda,ElectraForQuestionAnswering,64,27.443431,22.032573,18.370355,10.629620,2.460272,19.483999,3.794698,1.934644,0.290916,3.154398,14.437647
cuda,GPT2ForSequenceClassification,4,25.736748,21.002769,17.149993,10.295130,2.399490,13.294946,3.847412,1.820633,0.259604,2.362900,8.244098
cuda,LayoutLMForMaskedLM,16,28.641188,22.728261,19.042992,11.129910,2.565326,16.211676,3.907604,1.990994,0.304234,2.915287,10.847725
cuda,LayoutLMForSequenceClassification,16,27.771658,22.351349,18.661962,10.812501,2.493180,17.126719,4.619522,2.240690,0.286399,7.772042,11.970732
cuda,M2M100ForConditionalGeneration,16,55.502519,42.417742,39.341955,19.855542,5.775405,28.562580,11.043519,5.260818,1.431620,56.567991,22.993946
cuda,MBartForCausalLM,4,28.766523,22.968540,18.988741,11.561349,2.276173,16.905003,4.045491,2.039832,0.319194,2.276866,10.704318
cuda,MBartForConditionalGeneration,2,58.725932,46.336788,42.380626,23.094005,6.205660,29.163978,10.495895,5.012795,1.375401,0.388667,20.115455
cuda,MT5ForConditionalGeneration,16,41.028544,33.056153,29.270830,15.974100,4.233914,23.188869,6.616372,2.775498,0.484645,75.823456,16.656588
cuda,MegatronBertForCausalLM,4,46.755657,36.008344,32.216055,17.075274,4.623229,22.948401,8.372717,3.956229,0.914535,3.177616,17.213481
