dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,21.310627,17.758839,7.980840,2.883176,11.308557,4.948716,1.931957,0.366539,13.348238,6.343324
cuda,Background_Matting,4,19.914815,17.530479,8.969145,3.261868,12.510169,6.776812,2.679335,0.291794,6.925174
cuda,LearningToPaint,96,8.073372,7.175693,3.804065,1.356584,4.501698,1.470906,0.677881,0.093869,2.107524
cuda,Super_SloMo,6,19.547072,17.526597,9.695807,3.160675,12.537391,6.528860,2.724251,0.176272,6.100592
cuda,alexnet,128,2.765447,2.545405,2.039320,0.206917,3.369134,0.997228,0.305394,0.020128,1.544984
cuda,attention_is_all_you_need_pytorch,256,22.867857,19.935524,9.930890,3.298025,12.644968,5.391365,2.090242,0.431872,14.148123,6.154795
cuda,dcgan,32,2.800212,2.612417,2.010135,0.216761,2.616249,0.244527,0.101749,0.016084,0.833314
cuda,demucs,4,2.574767,1.814703,1.608811,0.128830,1.473052,0.166439,0.080397,0.012918
cuda,densenet121,4,50.516316,44.079946,21.782904,8.486886,26.559136,15.428370,4.988870,0.786681,14.067318
cuda,dlrm,1024,1.975822,1.772176,1.197455,0.185683,2.164803,0.404368,0.140081,0.017164,1.161954
cuda,drq,1,3.218614,2.867434,2.253815,0.161704,3.285605,0.231030,0.113818,0.020635,1.203955
cuda,fastNLP_Bert,6,22.492919,19.090691,10.111464,2.564880,13.547554,5.038172,2.025587,0.362166,5.718665,6.355973
cuda,functorch_dp_cifar10,64,7.581006,6.875427,3.975947,1.658923,6.334700,2.417132,0.797634,0.086413,4.067252,0.650450
cuda,hf_Albert,8,14.662644,12.735469,5.100070,2.286671,7.980621,3.132718,1.242795,0.157021,4.276940,5.258035
cuda,hf_Bart,4,27.224113,23.046003,11.012589,3.265285,15.229499,6.125453,2.393352,0.505556,4.040978,7.636253
cuda,hf_Bert,4,19.658994,15.938585,7.007096,2.471885,9.844916,4.166768,1.798181,0.349995,2.042279,5.425509
cuda,hf_Bert_large,4,37.248718,30.345387,12.792345,5.588892,17.463894,8.690095,3.487625,0.940983,1.865082,10.489897
cuda,hf_DistilBert,8,11.515892,9.921751,5.375457,1.591586,7.333665,2.149105,1.007987,0.146370,5.250973,3.612619
cuda,hf_GPT2,4,18.291084,15.368800,7.243980,2.393589,10.422929,4.342659,2.098006,0.308773,3.634289,5.690378
cuda,hf_GPT2_large,4,51.405657,41.817505,18.147620,7.219530,27.857177,13.724201,5.659514,1.546034,2.694388,17.642007
cuda,hf_Longformer,2,63.392075,54.794706,33.452755,7.019188,41.385511,18.852631,6.138417,0.458561,4.611619,15.301013
cuda,hf_Reformer,4,13.557102,11.030609,8.885779,0.952708,9.638958,1.487457,0.741899,0.070855,3.123942,1.750637
cuda,hf_T5,8,23.451839,19.856040,9.233409,2.977893,12.987716,5.640767,1.875911,0.371038,6.753105,6.866649
cuda,hf_T5_large,2,90.000371,73.228345,31.816137,10.786409,48.616221,27.992434,7.201280,2.914070,25.696582,29.741959
cuda,lennard_jones,1000,2.088686,1.923472,1.572418,0.076899,2.128835,0.103879,0.061564,0.008819,0.638656
cuda,mnasnet1_0,32,19.041164,16.627789,8.205523,2.922623,10.035583,4.321648,1.830455,0.258271,4.872461,2.210770
cuda,mobilenet_v2,96,20.310057,18.154312,9.143351,3.092941,10.433129,5.039752,1.930027,0.290414,4.510101
cuda,mobilenet_v3_large,32,21.236451,18.864484,9.232767,3.258469,11.733965,5.237364,2.023367,0.292223,5.893250,27.278890
cuda,nvidia_deeprecommender,256,2.508337,2.292749,1.765461,0.138578,2.842819,0.167036,0.083298,0.012696,1.223793,0.427758
cuda,phlippe_densenet,128,19.915652,17.705183,9.009059,2.932848,11.490965,5.227504,2.415157,0.283261,5.537124
cuda,phlippe_resnet,128,7.627901,6.755179,3.599044,1.202052,4.237893,1.438735,0.644352,0.091207,1.887795
cuda,pytorch_CycleGAN_and_pix2pix,1,7.618798,6.852119,3.485357,1.267342,5.680633,2.297678,0.816662,0.085877,3.511428
cuda,pytorch_stargan,16,7.871019,7.079699,3.710789,1.147261,4.717640,1.307461,0.489434,0.071784,38.464789,2.330940
cuda,pytorch_struct,200,2.834527,2.451768,1.514718,0.196383,2.826123,0.340249,0.180339,0.027813,1.522884,15.108018
cuda,pytorch_unet,1,9.518309,8.485796,4.563332,1.370486,6.470809,2.848875,1.029212,0.105073,3.334034
cuda,resnet152,32,50.992989,44.129307,17.740423,9.138621,19.404323,10.977608,4.171446,1.109417,11.166243,3.277418
cuda,resnet18,16,8.817553,7.956367,4.591890,1.147136,5.650937,2.109417,0.793495,0.090452,2.374122,2.582976
cuda,resnet50,32,18.689376,16.179411,7.530338,2.814723,9.097242,4.112132,1.678646,0.263405,4.717534,2.465990
cuda,resnext50_32x4d,8,17.840559,15.360904,6.813134,2.854187,8.417090,3.579708,1.677031,0.240513,4.582191,2.540688
cuda,shufflenet_v2_x1_0,128,21.617852,19.166947,9.403910,3.337187,11.470362,5.780998,2.628388,0.350079,5.541788
cuda,soft_actor_critic,256,2.758311,2.558233,2.242566,0.072435,3.194566,0.093173,0.052139,0.008285,1.030149
cuda,speech_transformer,32,26.426226,22.151643,10.846852,3.118705,14.888493,6.222098,2.750498,0.345722,7.318141
cuda,squeezenet1_1,32,4.938216,4.332305,3.055536,0.552393,4.901594,1.721190,0.924673,0.061618,2.420273
cuda,timm_efficientdet,1,79.739773,63.200334,27.649518,14.381116,38.661883,22.159152,6.845871,1.653394,45.290085,26.648115
cuda,timm_efficientnet,32,23.698972,20.179443,10.026702,3.465433,13.237919,6.238283,2.360071,0.359030,6.827125,37.049023
cuda,timm_nfnet,128,22.164016,18.339514,7.853070,4.114076,11.612939,6.264632,2.118990,0.335008,8.295362
cuda,timm_regnet,32,25.671948,20.986574,9.069279,4.232428,11.222620,5.376575,2.199106,0.423435,6.561657,20.144789
cuda,timm_resnest,32,12.496671,11.082441,6.774946,1.758163,9.482096,3.623715,1.466231,0.123651,41.537342,4.528052
cuda,timm_vision_transformer,8,14.484683,12.365912,6.242916,2.038396,12.222017,3.862416,1.609634,0.264780,16.670058,8.106615
cuda,timm_vision_transformer_large,8,43.956336,36.562704,15.891344,6.655065,33.644146,12.533344,5.640625,1.601024,11.990585,24.969367
cuda,timm_vovnet,32,16.002867,13.376509,6.960908,2.442798,9.616318,4.475313,1.712934,0.186889,5.190549,2.386306
cuda,tts_angular,64,2.034718,1.804180,1.629539,0.068486,2.112347,0.063808,0.033500,0.004357,0.554857
cuda,vgg16,64,3.497390,3.132481,2.315658,0.442930,3.447726,1.034080,0.428348,0.036937,1.588542
cuda,yolov3,16,29.374127,25.851746,12.529337,4.647562,15.529274,7.864145,2.908808,0.418264,4.677884,7.830545
