,Compiler,torchbench,huggingface,timm_models
eager,eager,"98%, 56/57","98%, 44/45","100%, 61/61"
aot_eager,aot_eager,"95%, 54/57","96%, 43/45","95%, 58/61"
inductor,inductor,"89%, 51/57","96%, 43/45","97%, 59/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"89%, 51/57","98%, 44/45","95%, 58/61"
