dev,name,batch_size,time,memory,graphs
cuda,AlbertForMaskedLM,2,5.4368,9.9070,1
cuda,AlbertForQuestionAnswering,2,5.4413,9.5154,1
cuda,AllenaiLongformerBase,1,12.6332,3.2323,4
cuda,BartForCausalLM,4,5.9119,12.1217,1
cuda,BartForConditionalGeneration,2,13.7362,12.0942,1
cuda,BertForMaskedLM,64,8.5482,11.9168,1
cuda,BertForQuestionAnswering,64,8.5113,7.4353,1
cuda,BigBird,1,13.9963,3.5825,64
cuda,BlenderbotSmallForCausalLM,64,4.0084,11.5330,1
cuda,BlenderbotSmallForConditionalGeneration,64,10.6240,15.5501,1
cuda,CamemBert,1,8.3718,1.8602,1
cuda,DebertaForMaskedLM,4,8.4008,5.5240,204
cuda,DebertaForQuestionAnswering,4,8.5300,3.5234,204
cuda,DebertaV2ForMaskedLM,1,14.5899,10.8224,304
cuda,DebertaV2ForQuestionAnswering,1,14.0175,10.5301,304
cuda,DistilBertForMaskedLM,16,3.0720,2.3396,1
cuda,DistilBertForQuestionAnswering,32,3.1016,2.2044,1
cuda,DistillGPT2,1,3.7477,1.6056,1
cuda,ElectraForCausalLM,1,8.4618,0.5878,1
cuda,ElectraForQuestionAnswering,64,8.7910,14.9342,1
cuda,GPT2ForSequenceClassification,4,7.8660,12.0241,2
cuda,GPTNeoForCausalLM,1,13.2227,15.9637,1
cuda,GPTNeoForSequenceClassification,1,13.2019,15.9894,2
cuda,GoogleFnet,1,3.1432,1.1674,27
cuda,LayoutLMForMaskedLM,16,8.9529,16.0085,1
cuda,LayoutLMForSequenceClassification,16,8.7908,11.9698,2
cuda,M2M100ForConditionalGeneration,2,13.7123,6.0502,7
cuda,MBartForCausalLM,16,5.6623,5.3720,1
cuda,MBartForConditionalGeneration,8,13.3881,5.0859,1
cuda,MT5ForConditionalGeneration,2,19.5872,4.4939,1
cuda,MegatronBertForCausalLM,2,22.5589,4.0354,1
cuda,MegatronBertForQuestionAnswering,8,22.4341,4.7898,1
cuda,MobileBertForMaskedLM,16,79.1595,2.7388,1
cuda,MobileBertForQuestionAnswering,32,80.0577,2.7559,1
cuda,OPTForCausalLM,4,5.7064,1.8431,1
cuda,PLBartForCausalLM,16,3.1794,3.3208,1
cuda,PLBartForConditionalGeneration,8,5.6309,2.3987,1
cuda,PegasusForCausalLM,8,5.3927,3.1166,4
cuda,PegasusForConditionalGeneration,4,13.0117,4.9639,7
cuda,RobertaForCausalLM,4,8.3876,1.5888,1
cuda,RobertaForQuestionAnswering,64,8.7394,7.4353,1
cuda,Speech2Text2ForCausalLM,64,3.1868,2.7309,4
cuda,T5ForConditionalGeneration,4,12.3258,11.1248,1
cuda,T5Small,1,12.1262,3.1151,1
cuda,TrOCRForCausalLM,8,5.4802,3.5954,1
cuda,XGLMForCausalLM,2,11.9002,7.1448,4
cuda,XLNetLMHeadModel,4,23.0040,11.8872,1
cuda,YituTechConvBert,1,13.3722,1.7696,1
