dev,name,batch_size,time,memory,graphs
cuda,BERT_pytorch,16,16.6270,2.5401,1
cuda,Background_Matting,4,21.3653,12.2745,1
cuda,LearningToPaint,96,22.8356,1.2392,1
cuda,Super_SloMo,6,0,0,0
cuda,alexnet,128,2.5459,1.4940,1
cuda,attention_is_all_you_need_pytorch,256,0,0,0
cuda,dcgan,32,6.2477,0.0942,1
cuda,demucs,4,3.0618,4.0295,1
cuda,densenet121,4,77.9238,0.6714,1
cuda,detectron2_maskrcnn,1,0,0,0
cuda,dlrm,0,0.0000
cuda,drq,1,5.4088,0.0408,2
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,6,15.5188,4.5442,7
cuda,hf_Albert,8,16.8416,7.9713,1
cuda,hf_Bart,4,16.7963,6.2200,1
cuda,hf_Bert,4,17.2668,4.1375,1
cuda,hf_BigBird,2,22.3042,4.8062,64
cuda,hf_DistilBert,8,10.9839,4.4013,1
cuda,hf_GPT2,4,14.8191,5.0134,1
cuda,hf_Longformer,2,15.4739,4.9767,4
cuda,hf_Reformer,4,8.9553,1.4271,22
cuda,hf_T5,8,28.0981,21.0616,1
cuda,maml,1,0,0,0
cuda,maml_omniglot,1,5.6615,0.0058,1
cuda,mnasnet1_0,32,28.2089,1.8027,1
cuda,mobilenet_v2,96,33.9985,7.7404,1
cuda,mobilenet_v2_quantized_qat,96,72.5858,9.0798,1
cuda,mobilenet_v3_large,32,47.0104,1.6625,1
cuda,moco,32,5.8890,3.4569,11
cuda,nvidia_deeprecommender,256,3.3784,3.0640,1
cuda,opacus_cifar10,64,0,0,0
cuda,pyhpc_equation_of_state,1048576,0,0,0
cuda,pyhpc_isoneutral_mixing,1048576,0,0,0
cuda,pyhpc_turbulent_kinetic_energy,1048576,0,0,0
cuda,pytorch_CycleGAN_and_pix2pix,1,4.7435,0.5091,1
cuda,pytorch_stargan,16,5.0263,1.1363,1
cuda,pytorch_struct,200,3.9068,1.3649,1
cuda,pytorch_unet,1,17.6148,4.0420,1
cuda,resnet18,16,16.4068,0.6708,1
cuda,resnet50,32,28.5690,3.5992,1
cuda,resnet50_quantized_qat,32,46.9710,4.7017,1
cuda,resnext50_32x4d,8,25.3602,1.2707,1
cuda,shufflenet_v2_x1_0,128,21.1529,3.1654,1
cuda,soft_actor_critic,256,1.3855,0.0127,2
cuda,speech_transformer,32,4.9752,0.8791,4
cuda,squeezenet1_1,32,3.5814,0.7497,1
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,71.2031,1.3777,1
cuda,timm_efficientnet,32,54.9474,2.9285,1
cuda,timm_nfnet,128,36.5109,13.9529,1
cuda,timm_regnet,32,56.2788,2.5332,1
cuda,timm_resnest,32,37.5168,2.6560,1
cuda,timm_vision_transformer,8,9.9211,0.8725,1
cuda,timm_vovnet,32,26.0732,3.3750,1
cuda,tts_angular,64,1.9508,0.3356,4
cuda,vgg16,64,2.5855,9.1304,1
cuda,vision_maskrcnn,4,0,0,0
cuda,yolov3,16,51.9608,9.1098,5
