dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,26.086215,22.914469,20.164425,11.783748,2.486549,16.262293,4.149864,1.877913,0.253361,24.475197,10.041715
cuda,Background_Matting,4,22.782331,20.726091,17.590982,10.320290,2.639042,16.480952,5.343173,2.797623,0.203205,27.492696,11.238433
cuda,LearningToPaint,96,14.472954,13.580721,10.020407,6.395353,1.278012,9.769394,1.112186,0.683340,0.066011,23.862443,5.674210
cuda,Super_SloMo,6,23.015966,20.922543,17.909321,10.865089,2.863604,14.608297,5.117369,2.486419,0.119936,8.475022,7.685560
cuda,alexnet,128,7.151338,6.835848,3.840395,2.108411,0.184694,5.631828,0.737876,0.292137,0.012485,3.837450,3.817521
cuda,attention_is_all_you_need_pytorch,256,26.507995,23.665898,20.911114,11.779642,2.347678,16.521676,4.448374,2.018617,0.333618,31.325621,10.075590
cuda,dcgan,32,6.934169,6.644521,3.662873,1.902038,0.187165,2.863719,0.168139,0.101872,0.010523,1.325200
cuda,demucs,4,13.882398,13.049429,10.019046,8.719732,0.599569,12.733050,1.047880,0.539552,0.032023,7.458688,5.756307
cuda,densenet121,4,52.884027,47.658915,44.598372,26.341750,6.813717,34.492202,13.005041,5.409794,0.673141,51.823291,22.845312
cuda,dlrm,1024,6.097517,5.797592,3.220488,1.457450,0.170452,2.924459,0.341138,0.137418,0.014385,1.824130
cuda,drq,1,8.120106,7.655761,4.455142,2.798111,0.122179,4.592094,0.300269,0.077237,0.012742,2.066961
cuda,fastNLP_Bert,6,27.442388,24.109571,21.493161,14.489752,2.021812,18.033269,3.758579,1.788935,0.267941,6.526639,9.050290
cuda,functorch_dp_cifar10,64,12.148720,11.420419,8.918286,5.129765,1.259391,10.619255,2.294540,0.850266,0.052829,32.967455,7.839694
cuda,hf_Albert,8,18.195128,16.329766,13.921683,7.122719,1.782142,11.048063,2.699659,1.448074,0.144615,8.446197,8.093785
cuda,hf_Bart,4,28.667045,24.635482,21.854779,12.057590,2.835452,17.210447,4.010175,2.129947,0.376735,3.203400,11.204630
cuda,hf_Bert,4,22.730393,19.402142,16.563190,9.072862,2.404400,12.599142,2.898060,1.633089,0.265500,3.243750,8.407859
cuda,hf_Bert_large,4,37.892566,30.487363,27.728048,14.173271,3.719532,19.338123,6.426163,3.127987,0.724928,3.010316,14.003030
cuda,hf_BigBird,2,76.332470,65.675769,62.789105,32.815578,9.084212,49.636340,21.618654,10.954304,0.561976,7.511680,35.200584
cuda,hf_DistilBert,8,16.336914,14.754453,11.494995,6.730948,1.502640,10.012991,1.561401,0.889644,0.108747,5.276544,6.118378
cuda,hf_GPT2,4,23.163244,20.095973,17.332152,10.367010,2.002914,12.913196,3.542686,1.622690,0.232703,7.851031,6.808009
cuda,hf_GPT2_large,4,56.089026,45.699138,42.607880,24.120711,6.231271,29.583925,11.386358,4.800512,1.182563,14.532710,18.345461
cuda,hf_Reformer,4,27.824900,24.133683,21.693589,18.335825,0.774240,21.417559,1.202166,0.704849,0.064048,5.487242,4.864382
cuda,hf_T5,8,26.833355,22.776340,20.304790,10.885384,2.691167,14.887134,3.723023,1.714815,0.285165,6.485519,9.778631
cuda,hf_T5_large,2,92.847896,72.863663,69.901947,35.678421,9.823568,45.168703,18.453434,6.439053,2.492169,25.460583,31.846058
cuda,lennard_jones,1000,5.007816,4.757818,2.605621,1.118176,0.031122,1.947496,0.069875,0.037063,0.005785,0.923916
cuda,mnasnet1_0,32,24.263427,22.391039,18.293822,11.172095,2.806805,14.838191,3.525348,1.795664,0.184901,73.135190,8.996326
cuda,mobilenet_v2,96,26.108057,24.160699,20.068843,12.511503,2.680513,16.049456,4.132211,1.973597,0.213028,90.053113,8.889886
cuda,mobilenet_v3_large,32,25.449601,23.349746,19.058856,11.638167,3.091848,16.094747,3.886449,1.974555,0.219081,85.863174,10.323509
cuda,nvidia_deeprecommender,256,6.081149,5.763558,3.112599,1.601046,0.116179,4.791559,0.234948,0.059461,0.008293,3.441380,0.486610
cuda,phlippe_densenet,128,25.661154,23.421914,20.951962,13.584392,2.778876,18.357032,4.075026,2.436364,0.204812,126.874872,10.147711
cuda,phlippe_resnet,128,11.739199,10.879291,8.330582,4.854599,0.960405,7.019554,1.057011,0.642398,0.060666,14.012652,4.068277
cuda,pytorch_CycleGAN_and_pix2pix,1,13.958135,13.183664,9.524567,5.538593,1.021657,8.925053,1.860778,0.911494,0.058232,11.694575,5.352924
cuda,pytorch_stargan,16,14.177785,13.365410,9.938794,5.762555,0.951335,8.819397,1.119773,0.512517,0.052907,25.213536,5.041161
cuda,pytorch_struct,200,7.912635,7.467929,5.187985,3.430345,0.310127,6.648513,0.183647,0.128124,0.023883,12.444069,3.760712
cuda,pytorch_unet,1,14.204179,13.162268,10.656191,6.650789,1.294135,10.544986,2.183723,1.059030,0.075291,29.361625,6.328113
cuda,resnet152,32,47.844201,42.170557,38.786780,19.135985,7.369946,21.021419,8.343300,4.171226,0.894046,30.641299,16.712641
cuda,resnet18,16,15.036623,14.178745,10.247762,6.676618,1.066744,10.603208,1.965613,0.812955,0.066676,22.996868,5.967540
cuda,resnet50,32,23.060143,21.065688,17.154773,9.744181,2.534836,13.292739,3.274249,1.681002,0.189299,31.318072,8.678596
cuda,resnext50_32x4d,8,22.433492,20.154081,16.328298,8.951249,2.522641,12.212008,2.747592,1.702969,0.176795,19.181942,8.380060
cuda,shufflenet_v2_x1_0,128,25.407691,23.216753,18.958343,11.109356,3.647734,15.101806,4.044807,2.816635,0.253883,41.962329,10.593371
cuda,soft_actor_critic,256,7.074790,6.759633,3.982219,2.558266,0.060665,4.370714,0.243366,0.043375,0.006529,1.937988
cuda,speech_transformer,32,32.534668,28.926206,25.505387,16.651375,2.708823,23.046293,4.967977,2.358603,0.300833,27.097032,13.344513
cuda,squeezenet1_1,32,7.897310,7.271829,4.754114,2.628648,0.413363,6.681854,1.355325,0.607924,0.031689,4.766624,10.393006
cuda,timm_efficientnet,32,26.510378,23.244846,20.021936,11.842956,3.302536,16.430154,4.277665,2.186216,0.267605,94.247986,11.043292
cuda,timm_nfnet,128,25.837134,21.210809,18.201813,8.959155,3.768483,14.579969,4.701662,2.171252,0.252686,28.845900,13.126940
cuda,timm_regnet,32,29.112392,23.897723,20.767624,11.042400,3.252954,14.598779,4.165653,2.047273,0.314161,26.660014,10.731104
cuda,timm_resnest,32,17.968533,16.558796,13.703916,9.228233,1.349762,14.575454,3.129460,1.497178,0.091750,67.144114,7.972520
cuda,timm_vision_transformer,32,19.197126,16.942582,13.821015,8.113636,1.798071,12.561313,2.467388,1.470646,0.179686,14.133656,8.052317
cuda,timm_vovnet,32,21.186421,18.538867,15.314350,9.319803,1.983733,14.352823,3.658162,1.807486,0.139676,29.116875,9.052284
cuda,tts_angular,64,5.785596,5.513919,2.796172,1.341955,0.046603,2.166437,0.030407,0.018994,0.001919,0.899584
cuda,vgg16,64,7.533759,7.097926,4.182987,2.277438,0.244563,5.640715,0.790145,0.360039,0.019825,3.823117,3.692270
cuda,yolov3,16,33.719042,29.968563,26.853831,16.634317,4.142719,21.144492,6.651968,3.024178,0.341384,63.294901,12.450065
