dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.912030,0.000165
cuda,AlbertForQuestionAnswering,4,1.889186,0.000178
cuda,AllenaiLongformerBase,4,7.167724,0.000765
cuda,BartForCausalLM,4,3.281399,0.000181
cuda,BartForConditionalGeneration,2,7.491588,0.000473
cuda,BertForMaskedLM,16,3.446472,0.000160
cuda,BertForQuestionAnswering,16,3.379924,0.000169
cuda,BlenderbotForCausalLM,4,6.301357,0.000305
cuda,BlenderbotSmallForCausalLM,64,2.199167,0.000133
cuda,BlenderbotSmallForConditionalGeneration,64,4.964730,0.000266
cuda,CamemBert,16,3.463778,0.000153
cuda,DebertaForMaskedLM,4,5.909471,0.002902
cuda,DebertaForQuestionAnswering,8,5.463375,0.002837
cuda,DebertaV2ForMaskedLM,1,10.976315,0.005279
cuda,DebertaV2ForQuestionAnswering,2,10.628084,0.005215
cuda,DistilBertForMaskedLM,128,1.679118,0.000134
cuda,DistilBertForQuestionAnswering,256,1.658015,0.000119
cuda,DistillGPT2,16,1.783189,0.000153
cuda,ElectraForCausalLM,32,3.480198,0.000152
cuda,ElectraForQuestionAnswering,64,3.449564,0.000165
cuda,GPT2ForSequenceClassification,4,3.194786,0.000241
cuda,GoogleFnet,16,1.977669,0.000105
cuda,LayoutLMForMaskedLM,16,3.729530,0.000189
cuda,LayoutLMForSequenceClassification,16,3.663016,0.000165
cuda,M2M100ForConditionalGeneration,16,7.501142,0.000414
cuda,MBartForCausalLM,4,3.178125,0.000180
cuda,MBartForConditionalGeneration,2,7.558316,0.000710
cuda,MT5ForConditionalGeneration,16,5.988734,0.000440
cuda,MegatronBertForCausalLM,4,7.551223,0.000258
cuda,MegatronBertForQuestionAnswering,8,7.515476,0.000290
cuda,MobileBertForMaskedLM,64,15.162452,0.000626
cuda,MobileBertForQuestionAnswering,128,15.440618,0.000605
cuda,OPTForCausalLM,2,2.946678,0.000213
cuda,PLBartForCausalLM,8,2.006135,0.000117
cuda,PLBartForConditionalGeneration,4,3.737944,0.000219
cuda,PegasusForCausalLM,32,3.184981,0.000178
cuda,PegasusForConditionalGeneration,32,4.477545,0.000469
cuda,RobertaForCausalLM,16,3.498603,0.000158
cuda,RobertaForQuestionAnswering,16,3.423355,0.000154
cuda,Speech2Text2ForCausalLM,256,1.796517,0.000148
cuda,T5ForConditionalGeneration,4,4.204418,0.000298
cuda,T5Small,4,4.172459,0.000305
cuda,TrOCRForCausalLM,32,3.144778,0.000169
cuda,XGLMForCausalLM,8,5.850626,0.000327
cuda,XLNetLMHeadModel,8,7.074619,0.000356
cuda,YituTechConvBert,16,5.004833,0.000222
