dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,18.313190,16.434147,13.974436,7.307881,1.811480,12.198979,3.141618,1.443017,0.142586,6.304127,8.811745
cuda,AlbertForQuestionAnswering,4,18.494193,16.632744,14.179203,7.508056,1.786565,12.508521,3.147067,1.445381,0.143574,3.030992,8.875481
cuda,BartForCausalLM,4,21.450861,18.039209,15.498651,8.023784,2.099071,12.540714,2.546326,1.571748,0.250774,1.550771,8.907178
cuda,BartForConditionalGeneration,2,44.196852,36.788296,33.737046,16.759817,4.803089,21.918921,7.786548,3.906216,1.018082,0.443069,15.820354
cuda,BertForMaskedLM,16,22.365471,18.913643,16.498671,8.956483,1.935104,13.310357,3.383165,1.623615,0.264434,2.604687,8.732395
cuda,BertForQuestionAnswering,16,21.867185,18.443769,16.031199,8.483729,1.917917,12.943121,2.858284,1.871768,0.261442,2.264723,9.109744
cuda,BlenderbotForCausalLM,4,33.193795,26.583481,24.295552,11.396912,3.911150,17.020444,5.532473,3.158048,0.648347,8.711282,14.313795
cuda,BlenderbotSmallForCausalLM,64,15.566822,13.435721,10.553483,5.204561,1.513725,8.806452,1.818781,1.098538,0.153384,2.791470,6.762537
cuda,BlenderbotSmallForConditionalGeneration,64,31.169260,26.247152,23.430063,11.868115,3.416690,16.738497,5.219994,2.651297,0.553371,2.306054,12.283318
cuda,CamemBert,16,23.995976,20.383975,17.094360,9.039557,1.965823,12.893531,3.695835,1.638939,0.272095,1.254879,8.344317
cuda,DebertaForMaskedLM,4,33.410167,27.935086,25.120789,18.515520,2.076818,24.988061,3.656311,1.857952,0.259998,3.917892,12.162054
cuda,DebertaForQuestionAnswering,8,35.074490,29.536913,26.746794,19.944359,1.828583,28.202680,3.754653,1.838032,0.251385,3.528910,13.452962
cuda,DebertaV2ForMaskedLM,1,44.163820,32.992750,30.218276,17.972853,2.485579,23.099759,3.823637,2.450305,0.489360,1.423021,13.334011
cuda,DebertaV2ForQuestionAnswering,2,45.086208,33.910868,31.118002,18.343595,2.809326,24.446237,4.626882,3.887832,0.499168,0.510208,14.621448
cuda,DistilBertForMaskedLM,128,17.164351,15.563640,12.399632,7.761061,1.041081,11.786463,1.777973,1.152265,0.110654,8.214477,6.374621
cuda,DistilBertForQuestionAnswering,256,17.578443,16.010709,12.607204,7.899764,1.042821,12.361610,1.804328,1.306748,0.107802,9.679209,6.836625
cuda,DistillGPT2,16,16.787481,15.081612,12.146828,7.715968,1.115969,11.806337,1.894541,1.139797,0.099970,4.020964,6.421746
cuda,ElectraForCausalLM,32,24.491476,20.853759,17.676223,9.572881,2.003967,18.227293,3.652623,1.720246,0.269429,8.403871,13.205500
cuda,ElectraForQuestionAnswering,64,22.311295,18.897239,16.474155,8.857069,1.925497,16.961871,2.905272,1.907876,0.264204,3.003792,12.469854
cuda,GPT2ForSequenceClassification,4,24.589380,21.062878,17.496276,10.417933,2.044613,12.517758,3.064642,1.645074,0.226020,1.485577,6.597361
cuda,GoogleFnet,16,14.626736,12.644485,10.250335,6.015417,1.583833,10.043668,1.931821,0.965487,0.099872,6.341131,6.923072
cuda,LayoutLMForMaskedLM,16,23.040967,19.183482,16.618836,8.855991,1.978399,13.771653,3.523645,1.660608,0.266079,2.625180,9.353807
cuda,LayoutLMForSequenceClassification,16,24.631628,20.783024,17.570823,9.375568,1.987846,15.469480,4.256001,1.882682,0.267705,6.136860,10.648876
cuda,M2M100ForConditionalGeneration,16,45.945609,38.499609,35.641505,17.465242,4.640189,25.864333,8.821318,4.765320,1.093783,50.074113,19.181851
cuda,MBartForCausalLM,4,25.100953,21.477839,19.007616,11.087204,2.135774,15.372666,2.684254,1.625316,0.244010,1.408101,8.999333
cuda,MBartForConditionalGeneration,2,47.480883,40.088632,37.036936,19.455341,4.578136,24.541765,8.266902,4.064080,1.009977,0.388410,16.120826
