dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.664202,35.424809,32.228334,19.436456,5.326213,25.525264,9.646888,4.811020,0.542654,98.863598,16.589053
cuda,beit_base_patch16_224,64,21.740430,19.216371,15.644544,9.067980,1.602686,13.357117,3.441662,1.751135,0.230501,2.893739,8.012502
cuda,botnet26t_256,128,26.347511,24.101256,20.274601,14.401070,2.496299,20.034988,6.276183,2.426435,0.126421,53.180189,9.993508
cuda,cait_m36_384,4,51.509773,42.532343,39.433234,19.274793,5.576517,31.266182,12.732115,6.552254,1.891319,19.551877,26.178403
cuda,coat_lite_mini,128,24.951013,22.414527,19.196248,13.129706,2.151211,24.580286,6.698395,2.661018,0.205269,39.751025,15.609313
cuda,convit_base,64,23.357969,20.889120,17.340716,9.920008,2.561649,15.891841,4.302592,2.105343,0.248434,8.774104,10.917619
cuda,convmixer_768_32,32,21.306757,19.847435,16.675563,7.326038,3.001623,9.532823,2.558082,1.782906,0.258232,8.932829,2.175603
cuda,convnext_base,64,26.204530,21.703567,18.161020,10.151496,3.350088,17.417030,4.409253,2.399576,0.445166,7.288784,13.715928
cuda,crossvit_9_240,128,30.985535,26.700557,22.326156,12.518167,2.945471,22.891699,5.883985,3.016815,0.378591,32.138574,17.169138
cuda,cspdarknet53,64,28.816080,24.582345,21.496331,12.237316,3.718227,15.918812,4.245035,2.410365,0.312275,54.062171,10.831997
cuda,deit_base_distilled_patch16_224,64,18.949257,16.755048,13.688689,7.909247,1.325531,12.936739,2.730789,1.520074,0.182873,3.622654,8.374827
cuda,dla102,128,37.354019,33.050871,29.945661,16.199145,5.661861,20.130113,6.918680,4.064868,0.527131,36.849575,14.971079
cuda,dm_nfnet_f0,128,26.559925,21.754579,18.693322,9.170263,3.807023,14.693910,4.658771,2.156050,0.250720,24.825167,13.244786
cuda,dpn107,32,45.770502,38.560776,35.008068,18.109765,5.433033,22.058313,7.271008,4.089543,0.523154,30.628850,15.822437
cuda,eca_botnext26ts_256,128,27.381496,24.745016,21.544135,15.456837,2.972191,20.835123,5.953669,2.735048,0.145019,60.114371,10.493369
cuda,ese_vovnet19b_dw,128,18.595140,16.833951,12.905423,8.726365,1.657524,13.075672,3.172134,1.458717,0.111424,48.386546,7.343279
cuda,fbnetc_100,128,30.382752,26.823874,22.453457,14.038359,3.430006,17.986160,4.567179,2.586765,0.266585,94.197057,10.498680
cuda,fbnetv3_b,128,42.561222,36.682592,32.611818,18.636286,6.453686,22.590365,7.327128,3.825262,0.599625,102.261691,15.851004
cuda,gernet_l,128,25.172064,21.460412,17.575783,9.911586,2.577398,13.080702,3.216914,1.741437,0.210026,47.083155,8.494989
cuda,ghostnet_100,128,40.548362,35.077210,30.697989,18.557250,5.291144,26.808554,7.867086,4.602332,0.450776,175.428747,18.049261
cuda,gluon_inception_v3,128,39.215881,35.255084,31.392755,19.117124,5.255054,25.277705,9.676904,4.815685,0.543094,96.481987,16.307026
cuda,gluon_xception65,32,40.621181,35.026072,32.087056,15.836804,5.349392,18.033760,6.603774,3.242570,0.652871,30.950434,13.706759
cuda,gmixer_24_224,128,24.790421,21.061882,18.166135,9.612001,2.452823,15.899603,5.005692,2.589017,0.374828,6.163502,11.796514
cuda,gmlp_s16_224,128,27.007665,23.541666,19.881931,11.068255,2.722220,19.048796,4.997298,2.621983,0.370476,12.765720,13.853485
cuda,hrnet_w18,128,104.486942,95.587916,91.461869,47.979721,19.603045,54.588560,27.170067,11.394306,4.708684,84.019737,43.021749
cuda,inception_v3,128,39.181203,35.225738,31.505785,19.032469,5.275588,25.378954,9.798611,4.840132,0.548865,95.962006,16.251820
cuda,jx_nest_base,32,35.353427,30.906113,27.774397,16.803209,3.696295,26.593609,9.019176,3.742091,0.541008,19.858459,17.412542
cuda,lcnet_050,128,19.889585,18.231478,14.052917,8.940435,1.924388,12.924357,2.899704,1.394384,0.113719,66.487882,7.565356
cuda,mixer_b16_224,128,17.359581,15.655555,12.142755,7.324793,1.394660,11.951103,1.975849,1.066622,0.131790,5.191011,7.531351
cuda,mixnet_l,128,36.894554,30.851404,27.747225,16.270514,4.356969,22.130009,6.051505,3.496865,0.473572,97.128006,14.601754
cuda,mnasnet_100,128,24.818952,22.077523,18.846313,11.927915,2.773927,15.729174,3.780457,1.917487,0.192776,84.792565,9.048163
cuda,mobilenetv2_100,128,25.852465,23.103642,19.928082,12.252157,2.644690,15.690498,3.847063,1.919893,0.217853,91.428090,9.105250
cuda,mobilenetv3_large_100,128,26.045379,23.231084,19.989985,12.679296,2.876025,17.494571,4.288355,2.185741,0.227956,114.446803,10.639450
cuda,mobilevit_s,64,39.744270,36.168168,33.098103,24.541538,4.302382,36.796541,13.018819,6.269146,0.325770,126.833405,19.620347
cuda,nfnet_l0,128,24.093054,20.499322,17.299428,8.737008,2.814847,15.241491,4.610050,2.055864,0.247136,37.398521,12.795523
cuda,pit_b_224,64,20.949740,18.676430,15.541340,9.384349,1.604308,15.107738,3.796760,1.780333,0.207704,11.903143,9.290345
cuda,pnasnet5large,16,71.031746,63.348236,60.211610,32.362252,11.745722,39.977439,18.517525,8.953903,1.768275,47.693054,30.408582
cuda,poolformer_m36,64,38.665970,33.676268,30.646936,17.897332,6.089733,28.822435,14.217615,5.942649,0.535131,25.646986,22.534335
cuda,regnety_002,128,23.248461,19.993694,16.895969,9.987219,2.530922,14.130390,3.686377,1.810237,0.221336,71.859303,9.180253
cuda,repvgg_a2,128,23.939160,20.447532,17.329499,9.718996,2.642642,12.618541,3.262307,1.525801,0.195231,26.823947,8.225574
cuda,res2net101_26w_4s,64,62.376761,54.610235,51.535706,27.148022,8.604543,31.216736,13.916490,6.663371,1.433868,56.183707,23.060344
cuda,res2net50_14w_8s,128,56.913389,50.122998,47.058315,24.852206,7.948653,31.588443,13.383431,6.272850,1.188913,36.205185,23.855775
cuda,res2next50,128,33.391853,30.094564,26.891378,15.134516,4.534235,20.020325,7.096863,3.624107,0.449969,35.701373,13.829861
cuda,resmlp_12_224,128,15.011338,13.327648,10.275557,6.394470,0.903640,20.378314,2.023580,1.196814,0.120348,7.190573,16.074414
cuda,resnest101e,64,53.492559,45.679980,42.614772,21.985732,7.552380,29.223797,10.918563,5.708385,1.085675,75.553774,23.176058
