dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,AlbertForMaskedLM,4,1.2531,308.9569,28.7949,1.2096
cuda,AlbertForQuestionAnswering,4,1.2587,305.3775,27.3060,1.2403
cuda,AllenaiLongformerBase,4,1.8704,132.9887,98.1203,0.8567
cuda,BartForCausalLM,4,1.1641,106.3362,33.0929,0.9141
cuda,BartForConditionalGeneration,2,1.1277,133.7614,59.6908,0.9794
cuda,BertForMaskedLM,16,1.2062,112.1891,40.1365,0.9848
cuda,BertForQuestionAnswering,16,1.2770,87.3464,36.1169,1.0462
cuda,BlenderbotForCausalLM,4,1.0294,92.0713,52.1151,0.9928
cuda,BlenderbotSmallForCausalLM,64,1.0554,61.8059,26.9104,0.8426
cuda,BlenderbotSmallForConditionalGeneration,64,1.0963,110.6157,42.7776,0.9055
cuda,CamemBert,16,1.2060,113.0260,36.9241,0.9820
cuda,DebertaForMaskedLM,4,0.9485,63.3143,39.1416,1.0107
cuda,DebertaForQuestionAnswering,8,1.1546,71.2403,39.0119,1.1413
cuda,DebertaV2ForMaskedLM,1,0.7365,122.0216,56.6405,0.9879
cuda,DebertaV2ForQuestionAnswering,2,0.8357,137.2768,53.2466,0.9759
cuda,DistilBertForMaskedLM,128,1.0753,115.2077,23.4913,0.8955
cuda,DistilBertForQuestionAnswering,256,1.1520,126.3082,23.3280,1.0349
cuda,DistillGPT2,16,1.4233,84.8165,22.2430,0.9667
cuda,ElectraForCausalLM,32,1.4781,73.4377,49.1928,0.9090
cuda,ElectraForQuestionAnswering,64,1.4458,88.1323,42.0577,1.0554
cuda,GPT2ForSequenceClassification,4,1.6452,62.4014,29.6452,1.1472
cuda,GoogleFnet,16,1.5493,65.9559,25.9439,1.1410
cuda,LayoutLMForMaskedLM,16,1.2193,112.9536,41.2666,0.9833
cuda,LayoutLMForSequenceClassification,16,1.2989,87.7004,43.0286,1.0464
cuda,M2M100ForConditionalGeneration,16,1.1211,106.1084,82.3100,0.8909
cuda,MBartForCausalLM,4,1.1649,106.5858,36.0656,0.9142
cuda,MBartForConditionalGeneration,2,1.1228,134.8280,63.8590,0.9794
cuda,MT5ForConditionalGeneration,16,1.5060,58.4541,81.8542,0.9118
cuda,MegatronBertForCausalLM,4,1.1829,87.3316,66.5449,1.0257
cuda,MegatronBertForQuestionAnswering,8,1.2172,142.6680,63.2421,1.0459
cuda,MobileBertForMaskedLM,64,1.3390,93.5457,87.7760,0.8793
cuda,MobileBertForQuestionAnswering,128,1.2349,115.3779,82.9101,0.5615
cuda,OPTForCausalLM,2,1.7728,96.5856,32.2571,1.0940
cuda,PLBartForCausalLM,8,1.2694,93.3424,26.7146,0.9244
cuda,PLBartForConditionalGeneration,4,1.2537,97.5762,44.7777,0.9919
cuda,PegasusForCausalLM,32,1.0403,82.8103,33.5981,0.8902
cuda,PegasusForConditionalGeneration,32,1.0495,165.0385,49.1116,0.9645
cuda,RobertaForCausalLM,16,1.2772,112.3204,38.9573,0.9847
cuda,RobertaForQuestionAnswering,16,1.2808,87.5402,35.6725,1.0462
cuda,Speech2Text2ForCausalLM,256,1.1814,54.8624,24.3601,0.8187
cuda,T5ForConditionalGeneration,4,1.2741,82.2664,49.6304,1.0871
cuda,T5Small,4,1.2787,82.2792,49.7137,1.0871
cuda,TrOCRForCausalLM,32,1.0656,157.7365,34.6242,0.8833
cuda,XGLMForCausalLM,8,1.1087,78.6533,57.7238,0.9132
cuda,XLNetLMHeadModel,8,1.5486,241.1299,76.5630,1.0732
cuda,YituTechConvBert,16,1.2297,127.4674,65.3329,0.9433
