dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,25.320817,21.868902,19.371658,10.897719,2.516131,14.449262,4.476582,1.773959,0.292876,10.294660,6.386644
cuda,Background_Matting,4,22.311949,19.642127,16.452402,9.545823,2.910758,14.166355,5.320230,2.892009,0.248280,7.658482
cuda,LearningToPaint,96,13.126963,11.853812,8.275102,5.425395,1.005788,7.579363,1.299020,0.660663,0.087306,3.213063
cuda,Super_SloMo,6,22.511139,20.052478,17.035997,10.581706,2.691726,14.078739,5.288490,2.270535,0.146848,6.277928
cuda,alexnet,128,6.591089,6.247657,3.353179,2.969091,0.190573,4.748901,0.769558,0.285336,0.016073,1.978362
cuda,attention_is_all_you_need_pytorch,256,25.952972,22.564457,19.958920,11.196357,2.513213,15.011659,4.225423,2.181912,0.385940,12.491999,6.728421
cuda,dcgan,32,6.823968,6.513385,3.469045,2.971807,0.189862,4.253439,0.333090,0.099315,0.013535,1.481646
cuda,demucs,4,14.683651,13.647362,10.414272,9.261564,0.506830,12.453184,1.199918,0.569891,0.046206,1.823508,3.724663
cuda,densenet121,4,55.740805,49.091761,45.734489,27.510366,8.298541,36.027943,14.193438,5.030243,0.725924,17.168048
cuda,dlrm,1024,4.390198,4.103578,1.748933,1.313551,0.153258,2.661609,0.458612,0.118967,0.014728,1.509815
cuda,drq,1,8.305988,7.805395,4.323163,3.886189,0.134103,5.805769,0.162128,0.085776,0.016711,2.064302
cuda,fastNLP_Bert,6,25.990661,22.328712,19.885075,12.711523,2.054453,17.702203,3.731240,1.993043,0.312402,5.351953,7.547436
cuda,functorch_dp_cifar10,64,10.946192,10.051434,7.099942,4.411950,1.345555,8.963291,2.091615,0.944850,0.070274,5.954419,0.651668
cuda,hf_Albert,8,20.053520,18.180260,15.678590,9.753443,2.045095,16.033473,2.812718,1.224513,0.156718,4.109417,8.598451
cuda,hf_Bart,4,31.575487,24.646065,22.242347,12.866932,2.771064,18.874312,3.988724,2.391135,0.318482,3.502141,8.952726
cuda,hf_Bert,4,25.027032,20.424549,17.918975,10.977763,2.013677,16.608407,4.081402,1.631644,0.306375,6.640353,7.773067
cuda,hf_Bert_large,4,42.793597,32.663357,30.101802,16.155517,4.127807,24.211031,7.643743,3.159713,0.814378,10.563273,12.439535
cuda,hf_BigBird,2,71.659023,59.909023,57.122105,29.303628,8.208512,49.050196,21.814886,9.579504,0.596797,9.682835,28.415860
cuda,hf_DistilBert,8,14.859529,13.070821,10.216323,6.505427,1.026255,10.459681,1.951100,0.878231,0.131423,4.721437,5.047582
cuda,hf_GPT2,4,23.150718,19.896904,17.012169,10.159473,1.989001,13.309412,3.798710,1.566742,0.263805,2.205148,5.250694
cuda,hf_GPT2_large,4,56.436265,44.330814,41.412392,21.324341,6.205030,28.677135,11.911740,4.551256,1.314949,1.641817,14.163503
cuda,hf_Longformer,2,76.523072,66.153709,63.225085,41.614027,7.628726,57.587055,21.132402,7.020239,0.453272,4.760135,24.244214
cuda,hf_Reformer,4,20.504258,17.983150,15.425664,13.380755,0.805298,17.474556,1.675887,0.699760,0.065219,3.603433,4.954398
cuda,hf_T5,8,31.569743,27.097530,24.596658,16.010367,2.374245,21.971460,4.367559,1.740889,0.282566,7.677953,8.492786
cuda,hf_T5_large,2,96.717237,77.154959,73.732564,39.408151,10.435077,51.912544,16.158967,6.636205,1.757642,34.455034,23.560565
cuda,lennard_jones,1000,4.264846,3.988212,1.850498,1.602553,0.037828,2.456470,0.089583,0.046377,0.007956,0.896717
cuda,mnasnet1_0,32,24.052851,21.610778,18.601854,11.760365,2.621202,15.613754,4.434511,1.811593,0.239631,6.605857,2.514427
cuda,mobilenet_v2,96,25.382021,22.602131,19.054882,11.633749,2.831759,14.510913,4.351566,1.968231,0.284032,5.847836
cuda,mobilenet_v3_large,32,25.371556,22.689272,19.574795,12.143394,3.138740,18.054478,4.322578,1.925680,0.270954,9.188777,24.279646
cuda,nvidia_deeprecommender,256,5.083423,4.744607,2.370835,1.835837,0.114474,4.341692,0.108722,0.065182,0.010968,2.628331,0.376482
cuda,phlippe_densenet,128,26.037605,23.497731,20.507092,13.343492,2.627180,17.872438,4.798471,2.213423,0.265457,7.493144
cuda,phlippe_resnet,128,11.139033,10.105655,7.126891,4.429133,1.093904,6.114582,1.146823,0.656655,0.081547,2.831808
cuda,pytorch_CycleGAN_and_pix2pix,1,10.962173,10.072159,7.059581,4.134144,1.023447,7.063440,2.111626,0.799340,0.070120,4.002808
cuda,pytorch_stargan,16,13.035964,12.086040,9.118355,6.007522,1.075414,9.076880,1.290164,0.484786,0.066073,34.896551,4.198916
cuda,pytorch_struct,200,7.488747,6.975875,4.536183,3.834888,0.162988,6.559435,0.228643,0.134266,0.024997,9.633509,2.902246
cuda,pytorch_unet,1,13.955522,12.747714,9.741738,6.388076,1.159900,8.949549,2.552726,1.029328,0.094292,3.781179
cuda,resnet152,32,52.317994,43.353731,40.099799,18.913136,8.205158,22.822198,10.658379,4.145771,1.073390,12.506148,2.374398
cuda,resnet18,16,12.574288,11.545418,8.490678,5.692808,1.043304,9.582442,2.101622,0.784872,0.081074,4.985076,2.613472
cuda,resnet50,32,22.087804,19.579515,16.504983,9.381610,3.026083,12.687029,3.717760,1.659822,0.242203,6.465872,2.594048
cuda,resnext50_32x4d,8,21.319180,18.799660,15.814272,8.663880,2.359381,12.525354,3.762052,1.714737,0.223572,6.354293,2.296308
cuda,shufflenet_v2_x1_0,128,24.176574,21.408343,18.353477,10.419441,2.775753,14.175928,4.687132,2.902918,0.328786,6.684608
cuda,soft_actor_critic,256,5.432673,5.118027,2.772627,2.538301,0.061184,3.871882,0.065554,0.041987,0.007429,1.400305
cuda,speech_transformer,32,28.745307,23.917993,21.526659,12.370953,2.583979,17.920011,5.098799,2.210726,0.351322,8.299028
cuda,squeezenet1_1,32,8.590260,7.830845,4.831437,3.837442,0.466976,6.598305,1.464099,0.641519,0.050987,3.248637
cuda,timm_efficientdet,1,103.337447,85.095080,81.608639,52.134415,11.941243,98.317816,19.452466,7.743325,1.389179,35.092499,59.526548
cuda,timm_efficientnet,32,28.541710,24.176167,20.951984,12.545706,3.319749,18.078615,4.825955,2.132151,0.326569,9.018284,34.834243
cuda,timm_nfnet,128,27.343303,22.230271,19.015522,9.471206,3.830206,15.352145,5.684052,2.239949,0.311299,9.888355
cuda,timm_regnet,32,28.590721,23.471651,20.289806,10.800143,3.718498,15.581124,4.779562,2.022512,0.386145,9.072127,19.485793
cuda,timm_resnest,32,18.604210,17.190211,14.066141,10.508250,1.505073,16.393254,3.488521,1.433229,0.112789,40.614130,7.461941
cuda,timm_vision_transformer,8,19.391138,16.701613,13.626174,8.610249,1.644899,13.671085,2.881344,1.422655,0.214477,18.264051,6.803752
cuda,timm_vision_transformer_large,8,46.359408,36.102039,32.869389,16.292203,5.136844,24.140554,9.619305,4.359107,1.197068,11.795897,13.637968
cuda,timm_vovnet,32,19.456132,16.879276,13.733409,8.384211,1.969487,13.475430,4.281032,1.752163,0.174917,7.163387,2.384953
cuda,tts_angular,64,4.926870,4.621495,2.048913,1.873107,0.064905,2.688939,0.064600,0.036222,0.004560,0.884756
cuda,vgg16,64,7.359792,6.839555,3.866558,3.255041,0.272576,5.199693,1.007011,0.374932,0.028097,2.231380
cuda,yolov3,16,34.801827,30.674210,27.564878,17.187580,4.141690,22.121561,7.169532,2.914089,0.421778,4.238434,9.563351
