,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.18x,1.31x,1.05x
aot_nvfuser,aot_nvfuser,1.06x,0.0x,1.08x
inductor,inductor,1.73x,2.28x,1.26x
