dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,1.787214,26.517528,3.537732,19.340364,11.385852,7.127893,0.260934,223.629949,220.092521
cuda,beit_base_patch16_224,64,1.869817,25.878771,3.205374,10.369379,6.937275,2.950962,0.238631,87.366989,75.145642
cuda,botnet26t_256,128,2.169533,74.722135,2.575959,11.295087,7.395357,3.367347,0.115193,192.508335,131.703855
cuda,cait_m36_384,2,8.206310,58.892797,11.035107,42.447572,29.444231,11.580162,0.916372,150.526916,145.778435
cuda,coat_lite_mini,128,1.608004,203.940053,4.807936,17.924063,11.530131,5.572024,0.238330,532.383964,351.257952
cuda,convit_base,32,0.638273,35.396164,3.065484,9.614644,5.563167,3.649959,0.223924,81.838720,59.205483
cuda,convmixer_768_32,32,0.699387,5.815051,1.519193,5.808159,3.236890,2.224637,0.190174,10.880509,12.472194
cuda,convnext_base,32,2.666864,102.799090,5.608857,21.096596,13.500365,6.739506,0.409591,302.973797,227.001923
cuda,crossvit_9_240,64,2.670197,70.182483,4.672581,13.942273,9.016340,4.198710,0.347233,217.439279,165.999907
cuda,cspdarknet53,64,4.919220,20.247975,2.383112,8.599145,5.072434,2.933758,0.197029,136.502567,127.316996
cuda,deit_base_distilled_patch16_224,64,1.063377,17.016448,2.535076,7.688786,5.048750,2.250998,0.210013,58.251283,51.529154
cuda,densenet121,64,13.222063,73.453866,4.020586,40.880052,25.824342,13.519070,0.344904,330.810672,302.415010
cuda,dla102,64,2.254270,29.443003,2.789646,14.100277,8.368470,4.958200,0.271974,131.443144,119.001755
cuda,dm_nfnet_f0,128,9.533094,15.964208,4.070940,16.712254,10.964112,4.847243,0.342047,2.461890,7.646681
cuda,dpn107,32,13.544231,77.363015,3.788093,17.857451,10.039123,6.724422,0.322070,260.760869,205.192758
cuda,eca_botnext26ts_256,64,2.384194,72.751496,3.329221,12.707299,8.527547,3.624515,0.148664,206.802351,150.148288
cuda,eca_halonext26ts,64,2.585542,80.729663,4.154537,16.867676,11.481973,4.774756,0.164577,165.308432,105.664767
cuda,ecaresnet101d,64,4.269214,15.273460,3.140201,13.795589,8.273990,4.734647,0.362914,80.139370,81.949275
cuda,ese_vovnet19b_dw,128,1.073373,18.151778,1.150037,8.630841,5.359050,2.825534,0.102415,108.386529,100.047458
cuda,fbnetc_100,128,3.480917,15.527741,1.732250,7.654408,4.447099,2.651836,0.179803,104.353806,98.281098
cuda,fbnetv3_b,128,7.232943,30.866043,4.349528,15.731563,9.490180,5.289503,0.403575,155.537560,144.901972
cuda,gernet_l,128,4.101027,8.472821,1.484884,4.981239,2.785004,1.798829,0.145205,65.797368,63.848418
cuda,ghostnet_100,128,1.625664,38.511227,2.725368,15.197869,8.772945,5.522999,0.277917,284.063973,263.581026
cuda,gluon_inception_v3,128,1.796335,8.492321,3.671615,19.825336,11.688081,7.346014,0.269279,1.982743,17.089971
cuda,gluon_senet154,32,8.933932,20.910785,4.769209,17.760882,10.273987,6.328306,0.635587,75.706004,77.553673
cuda,gluon_xception65,32,1.827331,16.784434,2.493959,10.560700,5.938713,3.873556,0.373591,106.601939,103.017427
cuda,gmixer_24_224,64,2.200770,25.726102,3.094162,13.158327,8.481477,4.106622,0.338512,96.948578,87.761548
cuda,gmlp_s16_224,64,2.001676,32.322198,4.367129,16.327741,10.571967,5.205375,0.325147,90.283870,78.788701
cuda,hardcorenas_a,128,1.456756,19.131649,1.486037,7.424698,4.418468,2.447813,0.160336,111.482004,101.313558
cuda,hrnet_w18,2,18.588839,31.227843,7.671755,30.952796,19.076431,10.325894,0.804083,232.375193,240.119890
cuda,inception_v3,128,1.780876,8.232594,3.500573,19.232363,11.369590,7.106416,0.256793,2.007329,16.607660
cuda,jx_nest_base,32,3.824986,72.044195,6.937435,25.873791,16.922343,8.038229,0.504811,169.129925,130.261631
cuda,lcnet_050,128,1.004954,8.556278,1.566189,6.123547,3.792096,1.957446,0.129875,49.913106,49.093760
cuda,legacy_senet154,32,5.342980,14.787596,4.353578,17.342046,10.022475,6.215240,0.613781,9.143397,16.511416
cuda,mixer_b16_224,64,0.752627,22.141666,2.188488,7.224988,4.674160,2.202658,0.167746,73.444543,60.778713
cuda,mixnet_l,64,9.666219,37.404710,2.866940,15.284241,8.787733,5.533689,0.395194,174.823576,155.686749
cuda,mnasnet_100,128,2.379199,7.320571,1.546379,6.610523,3.846660,2.297903,0.149575,51.293897,52.185599
cuda,mobilenetv2_100,128,2.342275,10.715887,1.831687,7.958155,4.832027,2.583366,0.192916,41.104369,40.251632
cuda,mobilenetv3_large_100,128,2.370068,6.647264,1.965273,8.987315,5.418093,2.955051,0.202636,44.194059,48.567921
