,Compiler,torchbench,huggingface,timm_models
eager,eager,"100%, 51/51","100%, 44/44","100%, 68/68"
ts_nvfuser,ts_nvfuser,"92%, 47/51","89%, 39/44","100%, 68/68"
aot_eager,aot_eager,"92%, 47/51","100%, 44/44","100%, 68/68"
aot_cudagraphs,aot_cudagraphs,"82%, 42/51","77%, 34/44","68%, 46/68"
aot_nvfuser,aot_nvfuser,"84%, 43/51","100%, 44/44","96%, 65/68"
inductor_cudagraphs,inductor_cudagraphs,"73%, 37/51","93%, 41/44","96%, 65/68"
