dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BERT_pytorch,16,3.488379
cuda,Background_Matting,4,0.854777
cuda,LearningToPaint,96,0.572220
cuda,Super_SloMo,6,1.298614
cuda,alexnet,128,0.366040
cuda,attention_is_all_you_need_pytorch,256,2.833764
cuda,dcgan,32,0.349188
cuda,demucs,4,0.647548
cuda,densenet121,4,4.214681
cuda,dlrm,2048,0.638307
cuda,drq,1,0.433478
cuda,hf_Albert,8,2.119685
cuda,hf_Bart,4,3.905063
cuda,hf_Bert,4,5.374121
cuda,hf_BigBird,2,10.318989
cuda,hf_DistilBert,8,1.159131
cuda,hf_GPT2,4,4.672312
cuda,hf_Longformer,2,10.604493
cuda,hf_Reformer,4,2.355799
cuda,mnasnet1_0,32,0.846224
cuda,mobilenet_v2,96,0.860493
cuda,mobilenet_v3_large,32,1.031734
cuda,moco,32,2.139497
cuda,nvidia_deeprecommender,256,0.363737
cuda,pytorch_CycleGAN_and_pix2pix,1,0.576990
cuda,pytorch_stargan,16,0.559747
cuda,pytorch_struct,200,0.436366
cuda,pytorch_unet,1,0.650734
cuda,resnet18,16,0.557210
cuda,resnet50,32,1.013664
cuda,resnext50_32x4d,8,1.020668
cuda,shufflenet_v2_x1_0,128,1.170252
cuda,soft_actor_critic,256,0.344433
cuda,squeezenet1_1,32,0.508892
cuda,timm_efficientdet,1,53.164002
cuda,timm_efficientnet,32,3.259911
cuda,timm_regnet,32,6.601218
cuda,timm_resnest,32,0.708720
cuda,timm_vision_transformer,8,1.426847
cuda,timm_vovnet,32,2.396658
cuda,tts_angular,64,0.502135
cuda,vgg16,64,0.418192
