dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.874577,22.165625,3.498419,10.360358,7.150672,2.679482,0.260193,53.443693,45.227039
cuda,Background_Matting,4,0.511894,16.301686,1.776711,15.131601,9.450583,5.288486,0.141686,67.013353,67.673122
cuda,LearningToPaint,96,0.285111,10.307132,0.607171,2.313100,1.379709,0.702759,0.056486,84.455427,77.090665
cuda,Super_SloMo,6,0.835100,54.148423,2.053848,11.001306,6.263490,4.154648,0.127110,68.212363,27.170290
cuda,alexnet,128,0.145110,5.938085,0.202143,1.746749,1.018720,0.608689,0.021986,16.794591,12.809734
cuda,attention_is_all_you_need_pytorch,256,2.173568,67.820548,4.028443,9.825305,6.136773,3.116359,0.299807,144.538453,90.673556
cuda,dcgan,32,0.138748,3.225880,0.125433,0.467195,0.240752,0.133992,0.012582,16.492716,13.864383
cuda,densenet121,4,3.503774,83.700540,3.357734,39.152940,24.441973,13.258130,0.326904,403.528794,362.703347
cuda,drq,1,0.263578,5.452632,0.086943,0.372446,0.178376,0.092558,0.020622,10.513823,5.527436
cuda,fastNLP_Bert,6,3.844069,20.892635,3.113261,8.736283,5.584811,2.695215,0.257540,68.052598,59.099317
cuda,hf_Albert,8,1.688048,15.173008,3.170513,8.427822,5.633762,2.405831,0.184073,67.175087,63.682996
cuda,hf_Bart,4,3.380483,10.533798,4.259680,15.098223,6.351629,7.470179,0.332841,9.193885
cuda,hf_Bert,4,4.892998,14.994990,3.207764,8.169180,5.275120,2.462596,0.248767,17.922413,14.390231
cuda,hf_DistilBert,8,0.794086,8.566631,1.770274,4.239348,2.611671,1.345009,0.128399,20.161969,17.783377
cuda,hf_GPT2,4,4.133658,19.668440,2.570077,7.532862,4.814074,2.336317,0.220078,33.546672,24.055341
cuda,hf_Reformer,4,1.830635,33.105712,0.970948,4.517711,2.793096,1.485641,0.071132,49.617593,22.040788
cuda,mnasnet1_0,32,0.436948,19.091597,1.410434,5.904052,3.356541,2.097632,0.144390,158.310892,146.587861
cuda,mobilenet_v2,96,0.455346,19.912916,1.823812,7.713901,4.687250,2.525439,0.189445,157.810344,147.505956
cuda,mobilenet_v3_large,32,0.613352,34.970972,1.809271,8.140185,4.809942,2.724521,0.196944,162.630380,137.676989
cuda,nvidia_deeprecommender,256,0.160954,1.686505,0.101640,0.344590,0.172292,0.085401,0.012396,18.670231,17.435295
cuda,pytorch_CycleGAN_and_pix2pix,1,0.262467,12.805400,1.076847,5.400627,3.628895,1.483853,0.096410,115.852608,109.558555
cuda,pytorch_stargan,16,0.252201,8.515747,0.599528,2.136470,1.356030,0.603283,0.057604,28.662848,22.907268
cuda,pytorch_struct,200,0.195517,17.217280,0.236565,0.680122,0.356497,0.198876,0.028605,40.774170,24.482271
cuda,pytorch_unet,1,0.323191,12.539500,0.674525,4.042445,2.509685,1.293719,0.064372,33.462851,25.664643
cuda,resnet18,16,0.278918,9.039843,0.633751,3.105417,1.865871,0.997993,0.056718,63.194049,57.915624
cuda,resnet50,32,0.609054,2.959794,1.299469,5.727179,3.358798,1.979715,0.135434,73.650403,77.896353
cuda,resnext50_32x4d,8,0.610487,13.017796,1.190086,5.211920,3.030690,1.792849,0.135909,95.085085,88.650053
cuda,shufflenet_v2_x1_0,128,0.733947,17.918517,1.948725,8.413856,5.052399,2.897599,0.170867,124.065736,116.575796
cuda,soft_actor_critic,256,0.198784,1.842540,0.062601,0.232271,0.102155,0.051660,0.008138,7.081547,5.537831
cuda,squeezenet1_1,32,0.247524,9.359477,0.304092,2.874640,1.694804,0.998867,0.048352,15.777844,9.607516
cuda,timm_efficientnet,32,2.798233,30.045854,2.378387,9.817060,5.912313,3.231582,0.247053,124.945574,107.179674
cuda,timm_nfnet,128,9.291764,47.298935,4.293633,16.654632,10.996188,4.861527,0.348114,100.647740,74.439620
cuda,timm_regnet,32,6.118610,19.591530,1.855357,6.809740,3.866138,2.420071,0.222107,104.462422,93.618300
cuda,timm_resnest,32,0.453467,32.513101,1.192911,8.542665,5.275951,2.875686,0.085296,97.035984,74.288762
cuda,timm_vision_transformer,8,1.075050,19.742568,2.850061,7.753375,5.032932,2.349870,0.205449,76.908288,67.839010
cuda,timm_vovnet,32,2.085330,15.509369,1.313328,9.926015,6.050221,3.376622,0.112847,177.724849,173.496881
cuda,vgg16,64,0.173393,6.946387,0.215279,1.978607,1.114548,0.731949,0.029628,17.792938,13.047367
