dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.100104,6.830869,2.131051,8.738243,3.714761,1.356945,0.269583,7.483828,4.312942
cuda,Background_Matting,4,1.607961,4.988965,2.031533,8.642746,4.518257,1.975677,0.190079,5.761176
cuda,LearningToPaint,96,0.620833,2.520362,0.764569,3.323969,0.958579,0.455178,0.065048,1.598772
cuda,Super_SloMo,6,1.806451,7.362332,2.593944,10.169436,5.199997,2.165221,0.114214,5.476048
cuda,alexnet,128,0.114635,1.541167,0.190019,2.842285,0.704834,0.390456,0.012592,1.496089
cuda,attention_is_all_you_need_pytorch,256,1.861983,21.432344,1.990544,24.010423,3.874259,1.541353,0.307304,8.519584,4.949563
cuda,dcgan,32,0.122192,1.941660,0.148663,2.557784,0.160931,0.075631,0.010640,2.611712,0.770834
cuda,demucs,4,0.227146
cuda,densenet121,4,3.531172,13.697663,5.102928,20.200777,11.441604,4.201416,0.545576,12.111768
cuda,dlrm,1024,0.205897,1.045187,0.146465,1.964376,0.331187,0.099994,0.013477,1.072157
cuda,drq,1,0.196345,1.685756,0.107903,2.642379,0.111876,0.057531,0.012385,1.071067
cuda,fastNLP_Bert,6,2.202575,8.432147,2.251879,11.662049,3.014212,1.644825,0.254764,4.193198,5.576008
cuda,hf_Albert,8,1.724048,3.308899,2.055684,6.374325,2.616374,1.039507,0.133417,5.197205,3.174213
cuda,hf_Bart,4,2.491715,9.480969,2.992373,13.505585,4.410137,1.758247,0.359083,3.310922,7.132508
cuda,hf_Bert,4,2.137832,6.447034,1.929501,9.041506,3.410260,1.304641,0.254425,4.613665,0.374638
cuda,hf_DistilBert,8,0.896253,3.329923,1.021819,5.232879,1.817065,0.713175,0.116026,3.118546,1.857363
cuda,hf_GPT2,4,2.180748,4.426896,1.631597,7.183772,3.122294,1.234420,0.216502,4.466402,1.691214
cuda,hf_GPT2_large,4,7.603518,11.327136,4.860027,17.325576,9.114014,3.406364,1.026718,11.086412,1.270256
cuda,hf_Reformer,4,2.215533,7.500080,0.693133,8.274086,1.241246,0.535996,0.046020,3.519032,1.503961
cuda,hf_T5,8,3.164640,6.685134,1.917067,11.770030,4.188717,1.407593,0.285788,5.152756,7.114868
cuda,hf_T5_large,2,16.301765,20.915287,8.412525,35.572383,19.480856,5.116361,2.360585,22.693270,23.500987
cuda,lennard_jones,1000,0.073591,0.894031,0.056393,1.435542,0.043459,0.028606,0.005394,0.601326
cuda,mnasnet1_0,32,1.417642,5.476539,2.093723,7.093889,2.777626,1.281291,0.182243,4.026386,2.566315
cuda,mobilenet_v2,96,1.445709,6.401311,2.179704,7.556205,3.434553,1.381418,0.205731,3.414316
cuda,mobilenet_v2_quantized_qat,96,2.467697,11.235463,4.495006,18.361357,8.107731,3.553564,0.567967,50.169440,11.780301
cuda,mobilenet_v3_large,32,1.477719,5.751765,2.298494,8.366888,3.199503,1.418048,0.244003,4.991816,31.158736
cuda,nvidia_deeprecommender,256,0.132030,1.035814,0.123826,2.092484,0.101221,0.058970,0.008801,1.185804,0.393389
cuda,pytorch_CycleGAN_and_pix2pix,1,0.552838,2.438940,0.991451,4.504697,1.819630,0.629754,0.064031,3.095199
cuda,pytorch_stargan,16,0.583027,2.096343,0.659644,3.493106,1.000177,0.292740,0.041749,2.086107,18.789330
cuda,pytorch_struct,200,0.216580,1.133358,0.103808,2.494005,0.199299,0.101212,0.019412,1.474288,18.813255
cuda,pytorch_unet,1,0.719848,3.186391,1.138548,4.863671,2.034335,0.743622,0.071199,2.854081
cuda,resnet152,32,4.280904,9.850392,5.472970,12.840383,6.911783,2.654110,0.766614,9.167046,2.410289
cuda,resnet18,16,0.570710,3.016759,0.797498,4.573670,1.628255,0.564865,0.067657,2.382442,2.711064
cuda,resnet50,32,1.448498,4.691771,2.017863,6.383907,2.676305,1.107455,0.177454,3.781654,2.564128
cuda,resnet50_quantized_qat,32,2.252663,9.518721,3.861317,16.003269,6.863043,2.752658,0.500714,38.630819,10.919087
cuda,resnext50_32x4d,8,1.442400,4.084850,1.882481,5.930227,2.284789,1.096075,0.165843,3.799554,3.000283
cuda,shufflenet_v2_x1_0,128,1.646323,5.784614,2.209876,8.199168,3.933251,1.928097,0.248601,4.707002
cuda,soft_actor_critic,256,0.131362,1.438893,0.054112,2.371810,0.048781,0.030019,0.005635,0.991681
cuda,speech_transformer,32,2.555988,8.293821,2.205174,12.269797,4.007015,1.834358,0.263160,6.484420
cuda,squeezenet1_1,32,0.234168,1.950339,0.396457,3.540236,1.171565,0.652145,0.033850,1.997118
cuda,tacotron2,64,6.785053,16.937491,2.771247,20.676496,6.099391,3.274428,0.468394,3.913556,6.665284
cuda,timm_efficientdet,1,12.911607,18.436198,10.518784,29.089573,15.823560,4.941847,1.307990,45.508295,21.529200
cuda,timm_efficientnet,32,2.578157,6.342694,2.379868,9.254878,4.195780,1.675138,0.275277,5.602368,40.526231
cuda,timm_nfnet,128,2.871933,12.129216,5.339789,15.133403,7.207842,2.462224,0.319699,26.833517,8.492275
cuda,timm_regnet,32,3.260749,5.329665,2.725825,7.702022,3.341628,1.413238,0.320285,5.490383,22.122921
cuda,timm_resnest,32,0.816184,4.854307,1.077130,7.775297,3.018289,1.171819,0.089974,45.728669,4.036945
cuda,timm_vision_transformer,8,1.162612,4.749378,1.537450,7.396135,2.519825,1.364003,0.175282,17.291112,4.405006
cuda,timm_vision_transformer_large,8,3.887845,11.408278,5.450668,16.680300,8.854716,3.393849,1.012613,11.815698,11.476471
cuda,timm_vovnet,32,1.831491,4.838141,1.528389,7.498527,3.465296,1.328639,0.135368,4.404495,2.755442
cuda,tts_angular,64,0.094017,0.916531,0.044711,1.410682,0.027520,0.014445,0.001528,0.540686
cuda,vgg16,64,0.150788,1.523049,0.253702,2.897714,0.835909,0.298953,0.020524,1.636694
cuda,yolov3,16,2.487503,26.071609,3.815083,347.203296,13.651614,5.261522,0.317131,325.056995
