dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,adv_inception_v3,128,1.1931,93.7216,0.8529
cuda,beit_base_patch16_224,64,0.9882,16.4472,0.8537
cuda,botnet26t_256,128,1.2905,47.6771,0.7795
cuda,cait_m36_384,2,1.1547,56.3757,0.8995
cuda,coat_lite_mini,128,1.1799,27.6776,0.6699
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,32,1.0528,13.9785,0.9722
cuda,convnext_base,32,1.1098,26.8607,0.7898
cuda,crossvit_9_240,64,1.0346,34.5269,0.8144
cuda,cspdarknet53,64,0.7841,36.8839,0.7879
cuda,deit_base_distilled_patch16_224,64,1.0330,13.1584,0.8073
cuda,dla102,64,1.3792,81.0741,0.9823
cuda,dm_nfnet_f0,128,1.1756,36.9544,0.9913
cuda,dpn107,32,0.8964,95.3921,0.8781
cuda,eca_botnext26ts_256,64,1.0401,60.7434,0.7813
cuda,eca_halonext26ts,64,1.0374,64.0561,0.7853
cuda,ese_vovnet19b_dw,128,1.1321,36.3384,0.9154
cuda,fbnetc_100,128,1.1255,56.0240,0.7367
cuda,fbnetv3_b,128,1.0101,88.6637,0.8387
cuda,gernet_l,128,0.9992,41.0411,0.8278
cuda,ghostnet_100,128,1.5199,85.2974,0.9286
cuda,gluon_inception_v3,128,1.1984,93.4681,0.8529
cuda,gluon_xception65,32,1.0654,56.4533,0.8836
cuda,gmixer_24_224,64,1.0039,17.9566,0.9841
cuda,gmlp_s16_224,64,1.0268,16.6090,0.9343
cuda,hrnet_w18,2,1.2176,355.2760,0.8390
cuda,inception_v3,128,1.1983,94.4149,0.8529
cuda,jx_nest_base,32,1.1814,47.9111,0.8262
cuda,lcnet_050,128,1.2282,33.6371,0.7847
cuda,mixer_b16_224,64,0.9870,11.6362,0.8520
cuda,mixnet_l,64,0.9553,77.0342,0.7805
cuda,mnasnet_100,128,1.1496,47.3764,0.8264
cuda,mobilenetv2_100,128,0.7648,37.4247,0.9266
cuda,mobilenetv3_large_100,128,1.1449,74.9392,0.8087
cuda,mobilevit_s,32,1.0316,49.6340,0.7616
cuda,nfnet_l0,64,1.1249,32.5140,0.8219
cuda,pit_b_224,64,0.9857,19.8708,0.7444
cuda,pnasnet5large,16,1.1205,179.2240,1.1833
cuda,poolformer_m36,0,0.0000
cuda,regnety_002,128,1.2532,53.7540,0.7815
cuda,repvgg_a2,128,0.9467,58.2833,0.6829
cuda,res2net101_26w_4s,64,1.2426,109.6143,0.8543
cuda,res2net50_14w_8s,2,1.2194,95.2690,0.8299
cuda,res2next50,2,1.2062,53.6274,0.8290
cuda,resmlp_12_224,0,0.0000
cuda,resnest101e,32,1.2564,92.1511,0.8427
cuda,rexnet_100,128,0.9827,113.4237,0.8656
cuda,sebotnet33ts_256,64,1.0473,65.6073,0.7395
cuda,selecsls42b,128,1.3563,47.9435,0.8867
cuda,spnasnet_100,128,1.0579,53.3807,0.8389
cuda,swin_base_patch4_window7_224,64,1.0316,63.7202,0.8149
cuda,swsl_resnext101_32x16d,32,1.0789,47.3771,0.8373
cuda,tf_efficientnet_b0,128,0.9846,74.5723,0.8457
cuda,tf_mixnet_l,64,0.9611,77.4587,0.8440
cuda,tinynet_a,128,0.9151,74.9929,0.7946
cuda,tnt_s_patch16_224,64,1.7646,34.6736,0.8671
cuda,twins_pcpvt_base,32,1.2521,59.5984,0.7812
cuda,visformer_small,128,1.0754,29.7750,0.8614
cuda,vit_base_patch16_224,64,0.9506,12.6418,0.8082
cuda,volo_d1_224,64,1.1190,34.5292,0.8451
cuda,xcit_large_24_p8_224,0,0.0000
