dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,27.664204,22.501789,18.952225,10.351389,2.786806,16.213144,4.277683,2.076725,0.325039,28.701697,8.873441
cuda,Background_Matting,4,23.708350,20.333390,16.206715,9.286441,2.783357,16.813010,5.677461,2.985237,0.231604,33.140941,10.516347
cuda,LearningToPaint,96,14.407715,13.006624,8.719409,5.928763,0.992537,9.924814,1.255602,0.729956,0.074244,23.853742,5.338411
cuda,Super_SloMo,6,23.170569,20.204535,17.378825,10.513009,2.682480,16.110630,6.088731,2.720149,0.146851,8.429513,8.323704
cuda,alexnet,128,6.844673,6.351594,2.678709,2.276002,0.177579,6.064842,0.937991,0.323174,0.015259,3.977103,4.066120
cuda,attention_is_all_you_need_pytorch,256,27.540663,23.264236,19.752062,10.892274,2.482745,18.046013,4.886796,2.285876,0.373906,32.702163,10.173918
cuda,dcgan,32,6.019666,5.585338,2.551692,2.033670,0.342460,3.159789,0.209701,0.114693,0.012616,1.484326
cuda,demucs,4,14.574422,12.857378,9.621504,8.423775,0.460847,13.615726,1.279582,0.669694,0.044451,8.376452,5.684295
cuda,densenet121,4,53.437610,45.614417,42.309216,24.245986,6.704638,36.239028,13.831656,5.602602,0.695607,57.502979,19.504604
cuda,dlrm,1024,5.534323,5.148274,2.386989,1.741600,0.176810,3.200272,0.389551,0.166844,0.016323,1.649187
cuda,drq,1,7.216614,6.349317,3.210475,2.696819,0.132910,4.301232,0.190263,0.111564,0.017234,1.750877
cuda,fastNLP_Bert,6,29.515198,24.056206,21.159809,13.465879,2.327390,18.881251,4.047569,2.113944,0.313230,6.859742,7.941092
cuda,functorch_dp_cifar10,64,12.739264,11.309703,8.220402,5.411499,1.334882,11.247628,2.424726,1.101805,0.065974,33.126855,7.249683
cuda,hf_Albert,8,20.572500,17.906561,14.523818,7.157554,1.927016,12.279189,3.450026,1.538786,0.151861,8.981053,7.209160
cuda,hf_Bart,4,40.262787,29.399615,26.443860,16.219087,2.941919,24.909273,4.935831,2.741177,0.288197,4.546146,11.885069
cuda,hf_Bert,4,25.106415,19.965513,16.779759,8.808226,2.019136,14.176498,4.072757,1.947188,0.289305,3.030726,7.573390
cuda,hf_Bert_large,4,41.743228,31.006616,28.012923,12.838730,3.866918,21.033630,7.862966,3.775764,0.834545,3.134724,12.832539
cuda,hf_BigBird,2,77.174030,64.197814,61.006241,32.827365,8.851628,51.741157,23.117056,10.891937,0.593137,9.601010,28.963967
cuda,hf_DistilBert,8,16.787678,14.017680,10.613397,6.381165,1.492075,10.505617,1.902437,1.071367,0.118930,6.550216,5.721915
cuda,hf_GPT2,4,23.639895,18.675183,15.647545,8.892810,2.450971,12.944993,3.504830,1.816614,0.260187,8.371790,6.680371
cuda,hf_GPT2_large,4,59.826544,44.371335,41.109463,21.075634,6.255718,35.621947,12.786038,5.423597,1.431201,16.836502,21.765813
cuda,hf_Longformer,2,78.852804,67.013305,63.756633,40.605101,8.369377,56.323628,22.080731,7.683956,0.440032,6.416000,24.729311
cuda,hf_Reformer,4,28.762676,24.467397,21.462286,19.215755,0.949444,23.342757,1.342178,0.770964,0.071471,5.386243,5.183112
cuda,hf_T5,8,28.720584,22.934781,19.476452,9.936847,2.742143,15.712354,4.095531,2.236879,0.301038,8.493165,9.070091
cuda,hf_T5_large,2,100.370682,72.342452,69.086133,32.418705,10.460257,50.095466,21.611688,7.398501,2.582564,27.387988,29.101733
cuda,lennard_jones,1000,4.810657,4.414887,1.708397,1.403707,0.068420,2.491210,0.212104,0.063980,0.006687,1.162606
cuda,mnasnet1_0,32,24.202268,21.112601,17.404211,10.235798,2.452215,15.763404,4.022266,1.939171,0.210805,72.113793,8.176538
cuda,mobilenet_v2,96,25.576128,22.260456,19.118973,11.826734,2.819606,17.364129,4.219277,2.307289,0.234758,91.568502,8.569917
cuda,mobilenet_v3_large,32,26.727382,23.048393,19.733175,11.761703,2.788937,19.402220,4.354808,2.500599,0.238363,97.630279,10.922640
cuda,nvidia_deeprecommender,256,5.350531,4.857419,2.071859,1.591765,0.136970,4.705599,0.291886,0.092413,0.009933,3.263139,0.561725
cuda,phlippe_densenet,128,26.491899,23.306239,20.050906,13.206094,2.785751,20.103054,4.621404,2.369572,0.229071,127.105408,9.886321
